Experiment,Colony,Location,Treatment,Temp,Sed,Chamber,Day,Time,rsq,mo2
5,1,NB,HS,C,H,2,Day2,27,0.826,0.475523943
5,1,NB,HS,C,H,2,Day2,28,0.805,0.55008942
5,1,NB,HS,C,H,2,Day2,29,0.832,0.488595418
5,1,NB,HS,C,H,2,Day2,30,0.801,0.450939783
5,1,NB,HS,C,H,2,Day2,31,0.871,0.561868152
5,1,NB,HS,C,H,2,Day2,32,0.878,0.601276398
5,1,NB,HS,C,H,2,Day2,33,0.863,0.502678772
5,1,NB,HS,C,H,2,Day2,34,0.846,0.529701712
5,1,NB,HS,C,H,2,Day2,35,0.93,0.779449075
5,1,NB,HS,C,H,2,Day2,36,0.91,0.70486168
5,1,NB,HS,C,H,2,Day2,37,0.896,0.687988498
5,1,NB,HS,C,H,2,Day2,38,0.9,0.695265575
5,1,NB,HS,C,H,2,Day2,39,0.785,0.486491622
5,1,NB,HS,C,H,2,Day2,40,0.821,0.450008204
5,1,NB,HS,C,H,2,Day2,41,0.877,0.640001831
5,1,NB,HS,C,H,2,Day2,42,0.941,0.754070392
5,1,NB,HS,C,H,2,Day2,43,0.778,0.311110217
5,1,NB,HS,C,H,2,Day2,44,0.649,0.330939057
5,1,NB,HS,C,H,2,Day2,45,0.98,1.498042662
5,1,NB,HS,C,H,2,Day2,46,0.973,1.429579763
5,1,NB,HS,C,H,2,Day2,47,0.934,0.869149642
5,1,NB,HS,C,H,2,Day2,48,0.912,0.84034059
5,1,NB,HS,C,H,2,Day2,49,0.903,0.713592203
5,1,NB,HS,C,H,2,Day2,50,0.932,0.810995053
5,1,NB,HS,C,H,2,Day2,51,0.00723,0.016813435
5,5,SB,HT,H,C,3,Day2,1,0.108,0.344960321
5,5,SB,HT,H,C,3,Day2,2,0.874,-0.957973844
5,5,SB,HT,H,C,3,Day2,3,0.985,-1.422902914
5,5,SB,HT,H,C,3,Day2,4,0.851,-1.131908296
5,5,SB,HT,H,C,3,Day2,5,0.876,-0.907243254
5,5,SB,HT,H,C,3,Day2,6,0.974,-0.954778786
5,5,SB,HT,H,C,3,Day2,7,0.958,-1.548086348
5,5,SB,HT,H,C,3,Day2,8,0.831,-1.175340746
5,5,SB,HT,H,C,3,Day2,9,0.906,-0.948678344
5,5,SB,HT,H,C,3,Day2,10,0.987,-1.331071261
5,5,SB,HT,H,C,3,Day2,11,0.948,-1.042270951
5,5,SB,HT,H,C,3,Day2,12,0.933,-0.872514877
5,5,SB,HT,H,C,3,Day2,13,0.941,-0.866855284
5,5,SB,HT,H,C,3,Day2,14,0.934,-0.798497375
5,5,SB,HT,H,C,3,Day2,15,0.874,-0.768883416
5,5,SB,HT,H,C,3,Day2,16,0.946,-0.796053035
5,5,SB,HT,H,C,3,Day2,17,0.97,-1.236115617
5,5,SB,HT,H,C,3,Day2,18,0.988,-1.851453979
5,5,SB,HT,H,C,3,Day2,19,0.939,-1.889804659
5,5,SB,HT,H,C,3,Day2,20,0.88,-1.339004022
5,5,SB,HT,H,C,3,Day2,21,0.978,-1.359901056
5,5,SB,HT,H,C,3,Day2,22,0.988,-1.769193152
5,5,SB,HT,H,C,3,Day2,23,0.973,-2.089653791
5,5,SB,HT,H,C,3,Day2,24,0.9,-1.444939561
5,5,SB,HT,H,C,3,Day2,25,0.972,-1.493088881
5,5,SB,HT,H,C,3,Day2,26,0.939,-0.901005893
5,5,SB,HT,H,C,3,Day2,27,0.934,-1.045618747
5,5,SB,HT,H,C,3,Day2,28,0.939,-0.83056414
5,5,SB,HT,H,C,3,Day2,29,0.951,-0.909877908
5,5,SB,HT,H,C,3,Day2,30,0.947,-0.861714953
5,5,SB,HT,H,C,3,Day2,31,0.871,-1.37813971
5,5,SB,HT,H,C,3,Day2,32,0.917,-0.704615893
5,5,SB,HT,H,C,3,Day2,33,0.809,-0.755992333
5,5,SB,HT,H,C,3,Day2,34,0.978,-1.477203953
5,5,SB,HT,H,C,3,Day2,35,0.762,-1.233597306
5,5,SB,HT,H,C,3,Day2,36,0.752,-0.840641562
5,5,SB,HT,H,C,3,Day2,37,0.659,-0.33811067
5,5,SB,HT,H,C,3,Day2,38,0.421,-0.225570617
5,5,SB,HT,H,C,3,Day2,39,0.627,-0.288778989
5,5,SB,HT,H,C,3,Day2,40,0.9,-0.62562969
5,5,SB,HT,H,C,3,Day2,41,0.894,-0.782700978
5,5,SB,HT,H,C,3,Day2,42,0.902,-0.788683109
5,5,SB,HT,H,C,3,Day2,43,0.574,-0.257020216
5,5,SB,HT,H,C,3,Day2,44,0.726,-0.859474709
5,5,SB,HT,H,C,3,Day2,45,0.476,-0.208800258
5,5,SB,HT,H,C,3,Day2,46,0.23,-0.119150534
5,5,SB,HT,H,C,3,Day2,47,0.195,-0.110585341
5,5,SB,HT,H,C,3,Day2,48,0.384,-0.166239121
5,5,SB,HT,H,C,3,Day2,49,0.363,-0.161901997
5,5,SB,HT,H,C,3,Day2,50,0.8,-0.600020022
5,5,SB,HT,H,C,3,Day2,51,0.656,-0.31454819
5,5,SB,HT,H,C,3,Day2,52,0.93,-0.803331186
5,5,SB,HX,H,H,4,Day2,1,0.0629,0.26110459
5,5,SB,HX,H,H,4,Day2,2,0.677,-1.154690639
5,5,SB,HX,H,H,4,Day2,3,0.882,-0.900741857
5,5,SB,HX,H,H,4,Day2,4,0.873,-0.881751647
5,5,SB,HX,H,H,4,Day2,5,0.913,-1.996067751
5,5,SB,HX,H,H,4,Day2,6,0.94,-1.483679496
5,5,SB,HX,H,H,4,Day2,7,0.97,-2.089780492
5,5,SB,HX,H,H,4,Day2,8,0.976,-1.769541231
5,5,SB,HX,H,H,4,Day2,9,0.939,-1.772877254
5,5,SB,HX,H,H,4,Day2,10,0.955,-1.597680666
5,5,SB,HX,H,H,4,Day2,11,0.848,-0.631456861
5,5,SB,HX,H,H,4,Day2,12,0.78,-0.517608747
5,5,SB,HX,H,H,4,Day2,13,0.744,-0.49765187
5,5,SB,HX,H,H,4,Day2,14,0.694,-0.428794422
5,5,SB,HX,H,H,4,Day2,15,0.555,-0.322611402
5,5,SB,HX,H,H,4,Day2,16,0.589,-0.328911426
5,5,SB,HX,H,H,4,Day2,17,0.929,-1.440392048
5,5,SB,HX,H,H,4,Day2,18,0.864,-1.0096599
5,5,SB,HX,H,H,4,Day2,19,0.685,-1.149281322
5,5,SB,HX,H,H,4,Day2,20,0.669,-1.034169415
5,5,SB,HX,H,H,4,Day2,21,0.779,-0.392434706
5,5,SB,HX,H,H,4,Day2,22,0.544,-0.33244467
5,5,SB,HX,H,H,4,Day2,23,0.908,-1.2429305
5,5,SB,HX,H,H,4,Day2,24,0.907,-1.497975891
5,5,SB,HX,H,H,4,Day2,25,0.861,-1.792322993
5,5,SB,HX,H,H,4,Day2,26,0.675,-1.262284526
5,5,SB,HX,H,H,4,Day2,27,0.936,-0.769325956
5,5,SB,HX,H,H,4,Day2,28,0.78,-0.529465705
5,5,SB,HX,H,H,4,Day2,29,0.389,-0.21997261
5,5,SB,HX,H,H,4,Day2,30,0.0718,-0.073097903
5,5,SB,HX,H,H,4,Day2,31,0.0896,-0.069481163
5,5,SB,HX,H,H,4,Day2,32,0.181,0.10508772
5,5,SB,HX,H,H,4,Day2,33,0.335,-0.435220037
5,5,SB,HX,H,H,4,Day2,34,0.639,-0.94948365
5,5,SB,HX,H,H,4,Day2,35,0.444,-0.525333565
5,5,SB,HX,H,H,4,Day2,36,0.817,-1.26996292
5,5,SB,HX,H,H,4,Day2,37,0.683,0.435290374
5,5,SB,HX,H,H,4,Day2,38,0.562,0.273460103
5,5,SB,HX,H,H,4,Day2,39,0.126,-0.381179497
5,5,SB,HX,H,H,4,Day2,40,0.115,-0.328375217
5,5,SB,HX,H,H,4,Day2,41,0.372,-0.319758176
5,5,SB,HX,H,H,4,Day2,42,0.546,-0.927513613
5,5,SB,HX,H,H,4,Day2,43,0.648,-1.012288848
5,5,SB,HX,H,H,4,Day2,44,0.657,-1.031129614
5,5,SB,HX,H,H,4,Day2,45,0.139,0.100588632
5,5,SB,HX,H,H,4,Day2,46,0.768,-1.110794039
5,5,SB,HX,H,H,4,Day2,47,0.00649,0.019639606
5,5,SB,HX,H,H,4,Day2,48,0.551,-0.864381201
5,5,SB,HX,H,H,4,Day2,49,0.576,0.302601307
5,5,SB,HX,H,H,4,Day2,50,0.591,0.386854712
5,5,SB,HX,H,H,4,Day2,51,0.342,0.168344338
6,4,NB,C,C,C,1,Day2,1,0.106,-0.047760051
6,4,NB,C,C,C,1,Day2,2,0.861,-0.302955442
6,4,NB,C,C,C,1,Day2,3,0.801,-0.229154675
6,4,NB,C,C,C,1,Day2,4,0.834,-0.301039711
6,4,NB,C,C,C,1,Day2,5,0.85,-0.290670251
6,4,NB,C,C,C,1,Day2,6,0.896,-0.334838886
6,4,NB,C,C,C,1,Day2,7,0.113,-0.044857948
6,4,NB,C,C,C,1,Day2,8,0.884,-0.39104467
6,4,NB,C,C,C,1,Day2,9,0.104,-0.03876061
6,4,NB,C,C,C,1,Day2,10,0.883,-0.325035374
6,4,NB,C,C,C,1,Day2,11,0.889,-0.332765049
6,4,NB,C,C,C,1,Day2,12,0.851,-0.305352412
6,4,NB,C,C,C,1,Day2,13,0.627,-0.148047011
6,4,NB,C,C,C,1,Day2,14,0.8,-0.250651442
6,4,NB,C,C,C,1,Day2,15,0.0637,-0.037612996
6,4,NB,C,C,C,1,Day2,16,0.935,-0.45023267
6,4,NB,C,C,C,1,Day2,17,0.918,-0.426757538
6,4,NB,C,C,C,1,Day2,18,0.9,-0.385977986
6,4,NB,C,C,C,1,Day2,19,0.907,-0.393138449
6,4,NB,C,C,C,1,Day2,20,0.566,-0.137808772
6,4,NB,C,C,C,1,Day2,21,0.803,-0.236674358
6,4,NB,C,C,C,1,Day2,22,0.836,-0.254678561
6,4,NB,C,C,C,1,Day2,23,0.781,-0.239937878
6,4,NB,C,C,C,1,Day2,24,0.776,-0.220982218
6,4,NB,C,C,C,1,Day2,25,0.0708,-0.031873715
6,4,NB,C,C,C,1,Day2,26,0.537,-0.137496327
6,4,NB,C,C,C,1,Day2,27,0.721,-0.187737926
6,4,NB,C,C,C,1,Day2,28,0.707,-0.177542313
6,4,NB,C,C,C,1,Day2,29,0.74,-0.210779162
6,4,NB,C,C,C,1,Day2,30,0.657,-0.172683135
6,4,NB,C,C,C,1,Day2,31,0.517,-0.129135272
6,4,NB,C,C,C,1,Day2,32,0.649,-0.164228836
6,4,NB,C,C,C,1,Day2,33,0.655,-0.163390231
6,4,NB,C,C,C,1,Day2,34,0.69,-0.178961265
6,4,NB,C,C,C,1,Day2,35,0.292,-0.081791146
6,4,NB,C,C,C,1,Day2,36,0.192,-0.060304942
6,4,NB,C,C,C,1,Day2,37,0.404,-0.104564423
6,4,NB,C,C,C,1,Day2,38,0.465,-0.109797284
6,4,NB,C,C,C,1,Day2,39,0.551,-0.132490258
6,4,NB,C,C,C,1,Day2,40,0.685,-0.166541636
6,4,NB,C,C,C,1,Day2,41,0.469,-0.117710611
6,4,NB,C,C,C,1,Day2,42,0.565,-0.134904475
6,4,NB,C,C,C,1,Day2,43,0.796,-0.247312714
6,4,NB,C,C,C,1,Day2,44,0.856,-0.305477117
6,4,NB,C,C,C,1,Day2,45,0.908,-0.38665566
6,4,NB,C,C,C,1,Day2,46,0.892,-0.356510349
6,4,NB,C,C,C,1,Day2,47,0.933,-0.445227566
6,4,NB,C,C,C,1,Day2,48,0.785,-0.237218768
6,4,NB,C,C,C,1,Day2,49,0.834,-0.286326536
6,4,NB,C,C,C,1,Day2,50,0.893,-0.341524079
6,4,NB,C,C,C,1,Day2,51,0.877,-0.350705491
6,4,NB,HS,C,H,2,Day2,1,0.906,-0.995615108
6,4,NB,HS,C,H,2,Day2,2,0.69,-0.260664755
6,4,NB,HS,C,H,2,Day2,3,0.00485,-0.009858155
6,4,NB,HS,C,H,2,Day2,4,0.193,0.067826982
6,4,NB,HS,C,H,2,Day2,5,0.561,0.152847231
6,4,NB,HS,C,H,2,Day2,6,0.951,-0.994181332
6,4,NB,HS,C,H,2,Day2,7,0.976,-1.149584801
6,4,NB,HS,C,H,2,Day2,8,0.387,-0.113181316
6,4,NB,HS,C,H,2,Day2,9,0.643,0.184042861
6,4,NB,HS,C,H,2,Day2,10,0.907,-0.581755152
6,4,NB,HS,C,H,2,Day2,11,0.899,-0.433192646
6,4,NB,HS,C,H,2,Day2,12,0.932,-0.528394195
6,4,NB,HS,C,H,2,Day2,13,0.897,-0.430994264
6,4,NB,HS,C,H,2,Day2,14,0.943,-0.561520806
6,4,NB,HS,C,H,2,Day2,15,0.936,-0.566466422
6,4,NB,HS,C,H,2,Day2,16,0.947,-0.75294574
6,4,NB,HS,C,H,2,Day2,17,0.878,-0.43435211
6,4,NB,HS,C,H,2,Day2,18,0.935,-0.524631219
6,4,NB,HS,C,H,2,Day2,19,0.897,-0.494815673
6,4,NB,HS,C,H,2,Day2,20,0.856,-0.343350966
6,4,NB,HS,C,H,2,Day2,21,0.932,-0.478397192
6,4,NB,HS,C,H,2,Day2,22,0.943,-0.556879807
6,4,NB,HS,C,H,2,Day2,23,0.933,-0.574395352
6,4,NB,HS,C,H,2,Day2,24,0.888,-0.422847532
6,4,NB,HS,C,H,2,Day2,25,0.798,-0.314183813
6,4,NB,HS,C,H,2,Day2,26,0.872,-0.374962551
6,4,NB,HS,C,H,2,Day2,27,0.881,-0.402826099
6,4,NB,HS,C,H,2,Day2,28,0.866,-0.370358624
6,4,NB,HS,C,H,2,Day2,29,0.897,-0.401820625
6,4,NB,HS,C,H,2,Day2,30,0.828,-0.304327608
6,4,NB,HS,C,H,2,Day2,31,0.775,-0.282372446
6,4,NB,HS,C,H,2,Day2,32,0.832,-0.305712408
6,4,NB,HS,C,H,2,Day2,33,0.835,-0.340323297
6,4,NB,HS,C,H,2,Day2,34,0.67,-0.22296848
6,4,NB,HS,C,H,2,Day2,35,0.726,-0.241781805
6,4,NB,HS,C,H,2,Day2,36,0.77,-0.276439424
6,4,NB,HS,C,H,2,Day2,37,0.815,-0.312793408
6,4,NB,HS,C,H,2,Day2,38,0.536,-0.17449501
6,4,NB,HS,C,H,2,Day2,39,0.69,-0.222396597
6,4,NB,HS,C,H,2,Day2,40,0.467,-0.149681615
6,4,NB,HS,C,H,2,Day2,41,0.499,-0.15219796
6,4,NB,HS,C,H,2,Day2,42,0.00112,-0.005354
6,4,NB,HS,C,H,2,Day2,43,0.501,-0.162243967
6,4,NB,HS,C,H,2,Day2,44,0.683,-0.233059691
6,4,NB,HS,C,H,2,Day2,45,0.828,-0.334509205
6,4,NB,HS,C,H,2,Day2,46,0.665,-0.214441072
6,4,NB,HS,C,H,2,Day2,47,0.00479,-0.008608936
6,4,NB,HS,C,H,2,Day2,48,0.542,0.145971965
6,4,NB,HS,C,H,2,Day2,49,0.634,0.176782377
6,4,NB,HS,C,H,2,Day2,50,0.715,0.20884112
6,4,NB,HS,C,H,2,Day2,51,0.79,0.263709557
6,8,SB,HT,H,C,3,Day2,1,0.922,-1.46462459
6,8,SB,HT,H,C,3,Day2,2,0.955,-1.122964625
6,8,SB,HT,H,C,3,Day2,3,0.918,-1.146343323
6,8,SB,HT,H,C,3,Day2,4,0.964,-1.525111166
6,8,SB,HT,H,C,3,Day2,5,0.911,-1.177011532
6,8,SB,HT,H,C,3,Day2,6,0.92,-0.55721825
6,8,SB,HT,H,C,3,Day2,7,0.816,-0.389697675
6,8,SB,HT,H,C,3,Day2,8,0.923,-1.385678929
6,8,SB,HT,H,C,3,Day2,9,0.874,-0.885057808
6,8,SB,HT,H,C,3,Day2,10,0.944,-1.666768378
6,8,SB,HT,H,C,3,Day2,11,0.758,-0.731195733
6,8,SB,HT,H,C,3,Day2,12,0.943,-1.492047382
6,8,SB,HT,H,C,3,Day2,13,0.961,-1.454787502
6,8,SB,HT,H,C,3,Day2,14,0.934,-1.571783551
6,8,SB,HT,H,C,3,Day2,15,0.875,-1.284225244
6,8,SB,HT,H,C,3,Day2,16,0.862,-0.617231079
6,8,SB,HT,H,C,3,Day2,17,0.941,-0.789021037
6,8,SB,HT,H,C,3,Day2,18,0.93,-0.725939152
6,8,SB,HT,H,C,3,Day2,19,0.867,-0.473836173
6,8,SB,HT,H,C,3,Day2,20,0.752,-0.330233753
6,8,SB,HT,H,C,3,Day2,21,0.839,-0.346423031
6,8,SB,HT,H,C,3,Day2,22,0.718,-0.254803967
6,8,SB,HT,H,C,3,Day2,23,0.505,-0.162133032
6,8,SB,HT,H,C,3,Day2,24,0.407,-0.159050574
6,8,SB,HT,H,C,3,Day2,25,0.367,-0.195909959
6,8,SB,HT,H,C,3,Day2,26,0.673,-0.316193353
6,8,SB,HT,H,C,3,Day2,27,0.339,-0.184491921
6,8,SB,HT,H,C,3,Day2,28,0.699,-0.425971975
6,8,SB,HT,H,C,3,Day2,29,0.791,-0.517856148
6,8,SB,HT,H,C,3,Day2,30,0.917,-1.248299911
6,8,SB,HT,H,C,3,Day2,31,0.837,-1.203834299
6,8,SB,HT,H,C,3,Day2,32,0.575,-0.24603883
6,8,SB,HT,H,C,3,Day2,33,0.811,-0.544944264
6,8,SB,HT,H,C,3,Day2,34,0.932,-1.484596647
6,8,SB,HT,H,C,3,Day2,35,0.923,-1.512942116
6,8,SB,HT,H,C,3,Day2,36,0.866,-1.937447156
6,8,SB,HT,H,C,3,Day2,37,0.894,-2.039105867
6,8,SB,HT,H,C,3,Day2,38,0.978,-1.094314672
6,8,SB,HT,H,C,3,Day2,39,0.964,-0.879361912
6,8,SB,HT,H,C,3,Day2,40,0.938,-0.792246661
6,8,SB,HT,H,C,3,Day2,41,0.959,-0.816465851
6,8,SB,HT,H,C,3,Day2,42,0.898,-0.534759915
6,8,SB,HT,H,C,3,Day2,43,0.961,-0.798572756
6,8,SB,HT,H,C,3,Day2,44,0.825,-0.71861394
6,8,SB,HT,H,C,3,Day2,45,0.877,-0.45618049
6,8,SB,HT,H,C,3,Day2,46,0.208,-0.47688497
6,8,SB,HT,H,C,3,Day2,47,0.835,-0.50875626
6,8,SB,HT,H,C,3,Day2,48,0.941,-0.96599252
6,8,SB,HT,H,C,3,Day2,49,0.729,-1.448696865
6,8,SB,HT,H,C,3,Day2,50,0.847,-0.595466854
6,8,SB,HX,H,H,4,Day2,1,0.925,-2.393143267
6,8,SB,HX,H,H,4,Day2,2,0.941,-2.484642041
6,8,SB,HX,H,H,4,Day2,3,0.976,-1.956580235
6,8,SB,HX,H,H,4,Day2,4,0.962,-2.692960316
6,8,SB,HX,H,H,4,Day2,5,0.967,-2.455873797
6,8,SB,HX,H,H,4,Day2,6,0.974,-2.718205506
6,8,SB,HX,H,H,4,Day2,7,0.978,-1.768917599
6,8,SB,HX,H,H,4,Day2,8,0.986,-2.340223564
6,8,SB,HX,H,H,4,Day2,9,0.927,-1.987116088
6,8,SB,HX,H,H,4,Day2,10,0.964,-1.431987075
6,8,SB,HX,H,H,4,Day2,11,0.943,-1.143365533
6,8,SB,HX,H,H,4,Day2,12,0.975,-1.850786153
6,8,SB,HX,H,H,4,Day2,13,0.962,-0.847382164
6,8,SB,HX,H,H,4,Day2,14,0.685,-0.340744416
6,8,SB,HX,H,H,4,Day2,15,0.807,-0.632193299
6,8,SB,HX,H,H,4,Day2,16,0.97,-1.975416824
6,8,SB,HX,H,H,4,Day2,17,0.943,-2.184775761
6,8,SB,HX,H,H,4,Day2,18,0.962,-1.830233955
6,8,SB,HX,H,H,4,Day2,19,0.952,-2.603387918
6,8,SB,HX,H,H,4,Day2,20,0.991,-2.109273364
6,8,SB,HX,H,H,4,Day2,21,0.985,-2.65483004
6,8,SB,HX,H,H,4,Day2,22,0.985,-2.178125547
6,8,SB,HX,H,H,4,Day2,23,0.983,-2.893820869
6,8,SB,HX,H,H,4,Day2,24,0.946,-1.785168048
6,8,SB,HX,H,H,4,Day2,25,0.984,-1.389387402
6,8,SB,HX,H,H,4,Day2,26,0.979,-1.967926349
6,8,SB,HX,H,H,4,Day2,27,0.954,-1.248837949
6,8,SB,HX,H,H,4,Day2,28,0.949,-1.442102764
6,8,SB,HX,H,H,4,Day2,29,0.914,-1.221732843
6,8,SB,HX,H,H,4,Day2,30,0.953,-1.685658252
6,8,SB,HX,H,H,4,Day2,31,0.961,-1.806722507
6,8,SB,HX,H,H,4,Day2,32,0.88,-2.056746872
6,8,SB,HX,H,H,4,Day2,33,0.766,-1.626154295
6,8,SB,HX,H,H,4,Day2,34,0.88,-1.07207957
6,8,SB,HX,H,H,4,Day2,35,0.943,-1.187105398
6,8,SB,HX,H,H,4,Day2,36,0.945,-1.643919796
6,8,SB,HX,H,H,4,Day2,37,0.965,-1.924341805
6,8,SB,HX,H,H,4,Day2,38,0.819,-0.898784877
6,8,SB,HX,H,H,4,Day2,39,0.857,-1.941723062
6,8,SB,HX,H,H,4,Day2,40,0.846,-0.898166826
6,8,SB,HX,H,H,4,Day2,41,0.751,-1.184560564
6,8,SB,HX,H,H,4,Day2,42,0.959,-1.381096558
6,8,SB,HX,H,H,4,Day2,43,0.931,-1.429000787
6,8,SB,HX,H,H,4,Day2,44,0.816,-1.554736731
6,8,SB,HX,H,H,4,Day2,45,0.258,-0.198938252
6,8,SB,HX,H,H,4,Day2,46,0.714,-1.771698831
6,8,SB,HX,H,H,4,Day2,47,0.977,-1.050913676
6,8,SB,HX,H,H,4,Day2,48,0.975,-1.851980936
6,8,SB,HX,H,H,4,Day2,49,0.841,-2.590815456
6,8,SB,HX,H,H,4,Day2,50,0.914,-2.409073076
6,8,SB,HX,H,H,4,Day2,51,0.992,-2.051095232
7,6,SB,C,C,C,1,Day2,1,0.981,0.934370389
7,6,SB,C,C,C,1,Day2,2,0.976,1.131788058
7,6,SB,C,C,C,1,Day2,3,0.99,1.327931475
7,6,SB,C,C,C,1,Day2,4,0.977,0.95061252
7,6,SB,C,C,C,1,Day2,5,0.993,1.53981933
7,6,SB,C,C,C,1,Day2,6,0.988,1.087145145
7,6,SB,C,C,C,1,Day2,7,0.981,1.037754552
7,6,SB,C,C,C,1,Day2,8,0.979,0.871795261
7,6,SB,C,C,C,1,Day2,9,0.972,0.838947737
7,6,SB,C,C,C,1,Day2,10,0.994,1.462743122
7,6,SB,C,C,C,1,Day2,11,0.973,0.79131257
7,6,SB,C,C,C,1,Day2,12,0.995,1.612063333
7,6,SB,C,C,C,1,Day2,13,0.966,0.801440382
7,6,SB,C,C,C,1,Day2,14,0.958,0.706853396
7,6,SB,C,C,C,1,Day2,15,0.993,1.464692782
7,6,SB,C,C,C,1,Day2,16,0.949,0.67141917
7,6,SB,C,C,C,1,Day2,17,0.956,0.668956306
7,6,SB,C,C,C,1,Day2,18,0.955,0.682633526
7,6,SB,C,C,C,1,Day2,19,0.942,0.673330926
7,6,SB,C,C,C,1,Day2,20,0.957,0.696260278
7,6,SB,C,C,C,1,Day2,21,0.952,0.784443421
7,6,SB,C,C,C,1,Day2,22,0.949,0.699356501
7,6,SB,C,C,C,1,Day2,23,0.949,0.739189195
7,6,SB,C,C,C,1,Day2,24,0.948,0.703816724
7,6,SB,C,C,C,1,Day2,25,0.946,0.752453072
7,6,SB,C,C,C,1,Day2,26,0.96,0.777341133
7,6,SB,C,C,C,1,Day2,27,0.949,0.744430569
7,6,SB,C,C,C,1,Day2,28,0.937,0.605217322
7,6,SB,C,C,C,1,Day2,29,0.976,1.049985677
7,6,SB,C,C,C,1,Day2,30,0.897,0.429127052
7,6,SB,C,C,C,1,Day2,31,0.859,0.368588034
7,6,SB,C,C,C,1,Day2,32,0.896,0.435772981
7,6,SB,C,C,C,1,Day2,33,0.897,0.418024366
7,6,SB,C,C,C,1,Day2,34,0.94,0.498259606
7,6,SB,C,C,C,1,Day2,35,0.894,0.414608284
7,6,SB,C,C,C,1,Day2,36,0.914,0.428571341
7,6,SB,C,C,C,1,Day2,37,0.929,0.459261391
7,6,SB,C,C,C,1,Day2,38,0.918,0.471663996
7,6,SB,C,C,C,1,Day2,39,0.93,0.494032907
7,6,SB,C,C,C,1,Day2,40,0.912,0.465297949
7,6,SB,C,C,C,1,Day2,41,0.936,0.478924776
7,6,SB,C,C,C,1,Day2,42,0.965,0.665200196
7,6,SB,C,C,C,1,Day2,43,0.948,0.510704169
7,6,SB,C,C,C,1,Day2,44,0.93,0.412427092
7,6,SB,C,C,C,1,Day2,45,0.924,0.449909265
7,6,SB,C,C,C,1,Day2,46,0.949,0.495475538
7,6,SB,C,C,C,1,Day2,47,0.96,0.539208855
7,6,SB,C,C,C,1,Day2,48,0.923,0.457719807
7,6,SB,C,C,C,1,Day2,49,0.95,0.483348353
7,6,SB,C,C,C,1,Day2,50,0.897,0.357362412
7,6,SB,C,C,C,1,Day2,51,0.95,0.483511686
7,6,SB,HS,C,H,2,Day2,1,0.777,-0.185204768
7,6,SB,HS,C,H,2,Day2,2,0.0916,-0.030158727
7,6,SB,HS,C,H,2,Day2,3,0.339,0.058094369
7,6,SB,HS,C,H,2,Day2,4,0.689,0.123807443
7,6,SB,HS,C,H,2,Day2,5,0.849,0.195751743
7,6,SB,HS,C,H,2,Day2,6,0.537,0.288863579
7,6,SB,HS,C,H,2,Day2,7,0.741,0.137417319
7,6,SB,HS,C,H,2,Day2,8,0.806,0.170789572
7,6,SB,HS,C,H,2,Day2,9,0.796,0.195971825
7,6,SB,HS,C,H,2,Day2,10,0.858,0.20678063
7,6,SB,HS,C,H,2,Day2,11,0.822,0.192108546
7,6,SB,HS,C,H,2,Day2,12,0.755,0.164232016
7,6,SB,HS,C,H,2,Day2,13,0.789,0.184184255
7,6,SB,HS,C,H,2,Day2,14,0.75,0.156578106
7,6,SB,HS,C,H,2,Day2,15,0.734,0.165374041
7,6,SB,HS,C,H,2,Day2,16,0.906,0.27498261
7,6,SB,HS,C,H,2,Day2,17,0.918,0.305983089
7,6,SB,HS,C,H,2,Day2,18,0.962,0.468665487
7,6,SB,HS,C,H,2,Day2,19,0.968,0.492540288
7,6,SB,HS,C,H,2,Day2,20,0.853,0.258502399
7,6,SB,HS,C,H,2,Day2,21,0.859,0.30691742
7,6,SB,HS,C,H,2,Day2,22,0.882,0.324300105
7,6,SB,HS,C,H,2,Day2,23,0.931,0.407159937
7,6,SB,HS,C,H,2,Day2,24,0.606,0.121654691
7,6,SB,HS,C,H,2,Day2,25,0.339,0.081757667
7,6,SB,HS,C,H,2,Day2,26,0.887,0.254617876
7,6,SB,HS,C,H,2,Day2,27,0.812,0.15628751
7,6,SB,HS,C,H,2,Day2,28,0.637,0.122699707
7,6,SB,HS,C,H,2,Day2,29,0.714,0.131058835
7,6,SB,HS,C,H,2,Day2,30,0.581,0.104642427
7,6,SB,HS,C,H,2,Day2,31,0.292,0.058648539
7,6,SB,HS,C,H,2,Day2,32,0.524,0.101414409
7,6,SB,HS,C,H,2,Day2,33,0.563,0.090582287
7,6,SB,HS,C,H,2,Day2,34,0.841,0.216154388
7,6,SB,HS,C,H,2,Day2,35,0.744,0.166101632
7,6,SB,HS,C,H,2,Day2,36,0.0182,0.011554279
7,6,SB,HS,C,H,2,Day2,37,0.451,0.075052692
7,6,SB,HS,C,H,2,Day2,38,0.652,0.127749244
7,6,SB,HS,C,H,2,Day2,39,0.523,0.096739305
7,6,SB,HS,C,H,2,Day2,40,0.507,0.101449537
7,6,SB,HS,C,H,2,Day2,41,0.516,0.101761572
7,6,SB,HS,C,H,2,Day2,42,0.963,0.516242277
7,6,SB,HS,C,H,2,Day2,43,0.35,0.065609923
7,6,SB,HS,C,H,2,Day2,44,0.488,0.107260914
7,6,SB,HS,C,H,2,Day2,45,0.564,0.110694585
7,6,SB,HS,C,H,2,Day2,46,0.103,0.033142
7,6,SB,HS,C,H,2,Day2,47,0.599,0.153216077
