Experiment,Colony,Location,Treatment,Temp,Sed,Chamber,Day,Time,rsq,mo2
3,3,NB,HS,C,H,2,Day2,5,0.683,0.10884665
3,3,NB,HS,C,H,2,Day2,6,0.755,0.147630472
3,3,NB,HS,C,H,2,Day2,7,0.941,0.286217651
3,3,NB,HS,C,H,2,Day2,8,0.618,0.090574537
3,3,NB,HS,C,H,2,Day2,9,0.344,0.053654469
3,3,NB,HS,C,H,2,Day2,10,0.506,0.062864032
3,3,NB,HS,C,H,2,Day2,11,0.369,0.052230714
3,3,NB,HS,C,H,2,Day2,12,0.559,0.076364478
3,3,NB,HS,C,H,2,Day2,13,0.589,0.078201293
3,3,NB,HS,C,H,2,Day2,14,0.743,0.11916978
3,3,NB,HS,C,H,2,Day2,15,0.589,0.090109128
3,3,NB,HS,C,H,2,Day2,16,0.466,0.075128089
3,3,NB,HS,C,H,2,Day2,17,0.611,0.126834022
3,3,NB,HS,C,H,2,Day2,18,0.646,0.095901696
3,3,NB,HS,C,H,2,Day2,19,0.743,0.114651691
3,3,NB,HS,C,H,2,Day2,20,0.973,0.447095549
3,3,NB,HS,C,H,2,Day2,21,0.85,0.189571254
3,3,NB,HS,C,H,2,Day2,22,0.874,0.169400596
3,3,NB,HS,C,H,2,Day2,23,0.889,0.263283316
3,3,NB,HS,C,H,2,Day2,24,0.933,0.299957394
3,3,NB,HS,C,H,2,Day2,25,0.859,0.285429672
3,3,NB,HS,C,H,2,Day2,26,0.896,0.244679948
3,3,NB,HS,C,H,2,Day2,27,0.904,0.341802825
3,3,NB,HS,C,H,2,Day2,28,0.551,0.085138579
3,3,NB,HS,C,H,2,Day2,29,0.953,0.426001182
3,3,NB,HS,C,H,2,Day2,30,0.536,0.074710695
3,3,NB,HS,C,H,2,Day2,31,0.937,0.314722226
3,3,NB,HS,C,H,2,Day2,32,0.62,0.114992481
3,3,NB,HS,C,H,2,Day2,33,0.952,0.351119696
3,3,NB,HS,C,H,2,Day2,34,0.761,0.172128099
3,3,NB,HS,C,H,2,Day2,35,0.4,0.073765849
3,3,NB,HS,C,H,2,Day2,36,0.67,0.115363403
3,3,NB,HS,C,H,2,Day2,37,0.891,0.226171949
3,3,NB,HS,C,H,2,Day2,38,0.841,0.234265224
3,3,NB,HS,C,H,2,Day2,39,0.853,0.217092036
3,3,NB,HS,C,H,2,Day2,40,0.805,0.164974706
3,3,NB,HS,C,H,2,Day2,41,0.743,0.153999889
3,3,NB,HS,C,H,2,Day2,42,0.734,0.145741015
3,3,NB,HS,C,H,2,Day2,43,0.465,0.065907863
3,3,NB,HS,C,H,2,Day2,44,0.464,0.064710366
3,3,NB,HS,C,H,2,Day2,45,0.386,0.059908559
3,3,NB,HS,C,H,2,Day2,46,0.179,0.032245387
3,3,NB,HS,C,H,2,Day2,47,0.217,0.036550161
3,3,NB,HS,C,H,2,Day2,48,0.792,0.130429103
3,3,NB,HS,C,H,2,Day2,49,0.347,0.053364387
3,3,NB,HS,C,H,2,Day2,50,0.205,0.032592364
3,3,NB,HS,C,H,2,Day2,51,0.0086,-0.00631631
3,6,SB,HT,H,C,3,Day2,1,0.915,-0.874821699
3,6,SB,HT,H,C,3,Day2,2,0.816,-0.952922553
3,6,SB,HT,H,C,3,Day2,3,0.814,-0.660882648
3,6,SB,HT,H,C,3,Day2,4,0.82,-0.86688104
3,6,SB,HT,H,C,3,Day2,5,0.707,-0.479097611
3,6,SB,HT,H,C,3,Day2,6,0.899,-0.901454067
3,6,SB,HT,H,C,3,Day2,7,0.618,-0.634956923
3,6,SB,HT,H,C,3,Day2,8,0.646,-0.41108269
3,6,SB,HT,H,C,3,Day2,9,0.923,-1.083789741
3,6,SB,HT,H,C,3,Day2,10,0.959,-1.274749416
3,6,SB,HT,H,C,3,Day2,11,0.732,-0.826306182
3,6,SB,HT,H,C,3,Day2,12,0.733,-0.909125125
3,6,SB,HT,H,C,3,Day2,13,0.594,-0.62357801
3,6,SB,HT,H,C,3,Day2,14,0.547,1.736413894
3,6,SB,HT,H,C,3,Day2,15,0.85,-0.791376315
3,6,SB,HT,H,C,3,Day2,16,0.744,-0.897324958
3,6,SB,HT,H,C,3,Day2,17,0.134,-0.230435512
3,6,SB,HT,H,C,3,Day2,18,0.211,-0.182605012
3,6,SB,HT,H,C,3,Day2,19,0.71,-0.563355689
3,6,SB,HT,H,C,3,Day2,20,0.962,-1.119203925
3,6,SB,HT,H,C,3,Day2,21,0.804,-0.798281411
3,6,SB,HT,H,C,3,Day2,22,0.13,0.219733854
3,6,SB,HT,H,C,3,Day2,23,0.794,-0.274813317
3,6,SB,HT,H,C,3,Day2,24,0.971,-1.972693429
3,6,SB,HT,H,C,3,Day2,25,0.952,-1.441331239
3,6,SB,HT,H,C,3,Day2,26,0.776,-0.661767545
3,6,SB,HT,H,C,3,Day2,27,0.436,-0.355445034
3,6,SB,HT,H,C,3,Day2,28,0.547,0.449428424
3,6,SB,HT,H,C,3,Day2,29,0.205,-0.264815897
3,6,SB,HT,H,C,3,Day2,30,0.148,-0.218586188
3,6,SB,HT,H,C,3,Day2,31,0.00222,-0.02872579
3,6,SB,HT,H,C,3,Day2,32,0.655,-0.610767576
3,6,SB,HT,H,C,3,Day2,33,0.0000624,0.003742105
3,6,SB,HT,H,C,3,Day2,34,0.63,-0.719033724
3,6,SB,HT,H,C,3,Day2,35,0.172,-0.227003056
3,6,SB,HT,H,C,3,Day2,36,0.0135,-0.05666461
3,6,SB,HT,H,C,3,Day2,37,0.0995,-0.187454016
3,6,SB,HT,H,C,3,Day2,38,0.652,-0.745359217
3,6,SB,HT,H,C,3,Day2,39,0.388,-0.422090797
3,6,SB,HT,H,C,3,Day2,40,0.0139,-0.071000668
3,6,SB,HT,H,C,3,Day2,41,0.24,-0.351989393
3,6,SB,HT,H,C,3,Day2,42,0.701,-0.960692915
3,6,SB,HT,H,C,3,Day2,43,0.641,-0.785624294
3,6,SB,HT,H,C,3,Day2,44,0.371,-0.695588008
3,6,SB,HT,H,C,3,Day2,45,0.821,-1.05669169
3,6,SB,HT,H,C,3,Day2,46,0.301,-0.61175319
3,6,SB,HT,H,C,3,Day2,47,0.745,-0.998050787
3,6,SB,HT,H,C,3,Day2,48,0.88,-1.848779831
3,6,SB,HT,H,C,3,Day2,49,0.763,-1.355778683
3,6,SB,HT,H,C,3,Day2,50,0.435,-0.327394935
3,6,SB,HT,H,C,3,Day2,51,0.275,-0.215210402
3,6,SB,HX,H,H,4,Day2,1,0.975,-1.978668635
3,6,SB,HX,H,H,4,Day2,2,0.969,-2.21756231
3,6,SB,HX,H,H,4,Day2,3,0.896,-1.036511853
3,6,SB,HX,H,H,4,Day2,4,0.837,-0.732752865
3,6,SB,HX,H,H,4,Day2,5,0.946,-1.84816051
3,6,SB,HX,H,H,4,Day2,6,0.971,-1.766290383
3,6,SB,HX,H,H,4,Day2,7,0.956,-1.574175266
3,6,SB,HX,H,H,4,Day2,8,0.959,-2.349569954
3,6,SB,HX,H,H,4,Day2,9,0.957,-1.924244817
3,6,SB,HX,H,H,4,Day2,10,0.608,-0.660872052
3,6,SB,HX,H,H,4,Day2,11,0.898,-1.373859086
3,6,SB,HX,H,H,4,Day2,12,0.914,-2.08998374
3,6,SB,HX,H,H,4,Day2,13,0.952,-2.411773298
3,6,SB,HX,H,H,4,Day2,14,0.312,-0.394218754
3,6,SB,HX,H,H,4,Day2,15,0.753,-0.963242916
3,6,SB,HX,H,H,4,Day2,16,0.381,-0.402405771
3,6,SB,HX,H,H,4,Day2,17,0.505,-0.511980056
3,6,SB,HX,H,H,4,Day2,18,0.876,-1.429559041
3,6,SB,HX,H,H,4,Day2,19,0.895,-2.26632255
3,6,SB,HX,H,H,4,Day2,20,0.809,-1.388096757
3,6,SB,HX,H,H,4,Day2,21,0.851,-0.719818381
3,6,SB,HX,H,H,4,Day2,22,0.516,0.280738906
3,6,SB,HX,H,H,4,Day2,23,0.928,1.571207852
3,6,SB,HX,H,H,4,Day2,24,0.861,-2.483763067
3,6,SB,HX,H,H,4,Day2,25,0.362,0.662765473
3,6,SB,HX,H,H,4,Day2,26,0.595,0.981293832
3,6,SB,HX,H,H,4,Day2,27,0.0224,-0.1806865
3,6,SB,HX,H,H,4,Day2,28,0.723,-1.116129702
3,6,SB,HX,H,H,4,Day2,29,0.685,-1.082878734
3,6,SB,HX,H,H,4,Day2,30,0.0718,0.333469622
3,6,SB,HX,H,H,4,Day2,31,0.216,0.582750694
3,6,SB,HX,H,H,4,Day2,32,0.186,0.533723058
3,6,SB,HX,H,H,4,Day2,33,0.489,-0.704576351
3,6,SB,HX,H,H,4,Day2,34,0.544,1.008757262
3,6,SB,HX,H,H,4,Day2,35,0.378,0.858789705
3,6,SB,HX,H,H,4,Day2,36,0.142,0.431735038
3,6,SB,HX,H,H,4,Day2,37,0.708,-2.623939781
3,6,SB,HX,H,H,4,Day2,38,0.388,-1.587417981
3,6,SB,HX,H,H,4,Day2,39,0.000352,0.014946948
3,6,SB,HX,H,H,4,Day2,40,0.903,1.492612231
3,6,SB,HX,H,H,4,Day2,41,0.943,1.033245351
3,6,SB,HX,H,H,4,Day2,42,0.953,1.145266758
3,6,SB,HX,H,H,4,Day2,43,0.931,-3.979966631
3,6,SB,HX,H,H,4,Day2,44,0.659,-1.962030734
3,6,SB,HX,H,H,4,Day2,45,0.604,0.598770036
3,6,SB,HX,H,H,4,Day2,46,0.965,1.374324786
3,6,SB,HX,H,H,4,Day2,47,0.0271,-0.128001539
3,6,SB,HX,H,H,4,Day2,48,0.785,-0.731964767
3,6,SB,HX,H,H,4,Day2,49,0.411,-0.363165338
3,6,SB,HX,H,H,4,Day2,50,0.0122,-0.045672793
3,6,SB,HX,H,H,4,Day2,51,0.827,-2.70723273
4,2,NB,C,C,C,1,Day2,1,0.103,-0.154237109
4,2,NB,C,C,C,1,Day2,2,0.848,-0.541438727
4,2,NB,C,C,C,1,Day2,3,0.0339,0.036705106
4,2,NB,C,C,C,1,Day2,4,0.218,-0.097824431
4,2,NB,C,C,C,1,Day2,5,0.0138,0.023850988
4,2,NB,C,C,C,1,Day2,6,0.661,0.344804878
4,2,NB,C,C,C,1,Day2,7,0.94,0.762419381
4,2,NB,C,C,C,1,Day2,8,0.792,0.352744459
4,2,NB,C,C,C,1,Day2,9,0.762,0.296887518
4,2,NB,C,C,C,1,Day2,10,0.0144,0.020949922
4,2,NB,C,C,C,1,Day2,11,0.255,0.100347986
4,2,NB,C,C,C,1,Day2,12,0.493,0.175596763
4,2,NB,C,C,C,1,Day2,13,0.555,0.19793797
4,2,NB,C,C,C,1,Day2,14,0.779,0.316542487
4,2,NB,C,C,C,1,Day2,15,0.714,0.285122627
4,2,NB,C,C,C,1,Day2,16,0.769,0.320862305
4,2,NB,C,C,C,1,Day2,17,0.836,0.387300611
4,2,NB,C,C,C,1,Day2,18,0.838,0.410383525
4,2,NB,C,C,C,1,Day2,19,0.789,0.361414528
4,2,NB,C,C,C,1,Day2,20,0.929,0.694591661
4,2,NB,C,C,C,1,Day2,21,0.954,0.947140677
4,2,NB,C,C,C,1,Day2,22,0.815,0.42168563
4,2,NB,C,C,C,1,Day2,23,0.962,0.956961084
4,2,NB,C,C,C,1,Day2,24,0.969,1.036369583
4,2,NB,C,C,C,1,Day2,25,0.97,1.051736124
4,2,NB,C,C,C,1,Day2,26,0.614,0.445671688
4,2,NB,C,C,C,1,Day2,27,0.863,0.490949062
4,2,NB,C,C,C,1,Day2,28,0.974,1.105662691
4,2,NB,C,C,C,1,Day2,29,0.971,1.161010483
4,2,NB,C,C,C,1,Day2,30,0.839,0.467339896
4,2,NB,C,C,C,1,Day2,31,0.834,0.468220595
4,2,NB,C,C,C,1,Day2,32,0.974,1.126538813
4,2,NB,C,C,C,1,Day2,33,0.973,1.198445679
4,2,NB,C,C,C,1,Day2,34,0.982,1.402695842
4,2,NB,C,C,C,1,Day2,35,0.979,1.291638236
4,2,NB,C,C,C,1,Day2,36,0.945,0.89725306
4,2,NB,C,C,C,1,Day2,37,0.955,0.93500844
4,2,NB,C,C,C,1,Day2,38,0.904,0.577255992
4,2,NB,C,C,C,1,Day2,39,0.842,0.507091577
4,2,NB,C,C,C,1,Day2,40,0.967,1.049007507
4,2,NB,C,C,C,1,Day2,41,0.95,0.873041829
4,2,NB,C,C,C,1,Day2,42,0.925,0.681262767
4,2,NB,C,C,C,1,Day2,43,0.895,0.582227469
4,2,NB,C,C,C,1,Day2,44,0.725,0.311312514
4,2,NB,C,C,C,1,Day2,45,0.773,0.380729476
4,2,NB,C,C,C,1,Day2,46,0.91,0.614488084
4,2,NB,C,C,C,1,Day2,47,0.915,0.641912441
4,2,NB,C,C,C,1,Day2,48,0.939,0.709661406
4,2,NB,C,C,C,1,Day2,49,0.881,0.516926399
4,2,NB,C,C,C,1,Day2,50,0.869,0.502073929
4,2,NB,C,C,C,1,Day2,51,0.86,0.467146574
4,2,NB,HS,C,H,2,Day2,1,0.215,-0.225963043
4,2,NB,HS,C,H,2,Day2,2,0.0225,-0.04926642
4,2,NB,HS,C,H,2,Day2,3,0.55,-0.118410113
4,2,NB,HS,C,H,2,Day2,4,0.0554,-0.025641332
4,2,NB,HS,C,H,2,Day2,5,0.53,0.112500596
4,2,NB,HS,C,H,2,Day2,6,0.17,0.050052421
4,2,NB,HS,C,H,2,Day2,7,0.254,0.062008989
4,2,NB,HS,C,H,2,Day2,8,0.0225,0.01716426
4,2,NB,HS,C,H,2,Day2,9,0.104,0.036391608
4,2,NB,HS,C,H,2,Day2,10,0.0116,-0.011478216
4,2,NB,HS,C,H,2,Day2,11,0.0554,0.025272992
4,2,NB,HS,C,H,2,Day2,12,0.025,0.017158567
4,2,NB,HS,C,H,2,Day2,13,0.117,0.041569019
4,2,NB,HS,C,H,2,Day2,14,0.166,0.047623874
4,2,NB,HS,C,H,2,Day2,15,0.164,0.049679695
4,2,NB,HS,C,H,2,Day2,16,0.0887,0.033279448
4,2,NB,HS,C,H,2,Day2,17,0.228,0.060666918
4,2,NB,HS,C,H,2,Day2,18,0.248,0.063026789
4,2,NB,HS,C,H,2,Day2,19,0.379,0.085163197
4,2,NB,HS,C,H,2,Day2,20,0.0016,-0.004256068
4,2,NB,HS,C,H,2,Day2,21,0.0659,0.028207104
4,2,NB,HS,C,H,2,Day2,22,0.00841,0.010306766
4,2,NB,HS,C,H,2,Day2,23,0.132,0.044020731
4,2,NB,HS,C,H,2,Day2,24,0.13,-0.044780968
4,2,NB,HS,C,H,2,Day2,25,0.0828,0.032080902
4,2,NB,HS,C,H,2,Day2,26,0.0889,0.034650585
4,2,NB,HS,C,H,2,Day2,27,0.139,0.040851611
4,2,NB,HS,C,H,2,Day2,28,0.0844,0.033003464
4,2,NB,HS,C,H,2,Day2,29,0.264,0.066057534
4,2,NB,HS,C,H,2,Day2,30,0.277,0.06582826
4,2,NB,HS,C,H,2,Day2,31,0.262,0.065520336
4,2,NB,HS,C,H,2,Day2,32,0.194,0.052596777
4,2,NB,HS,C,H,2,Day2,33,0.165,0.049564262
4,2,NB,HS,C,H,2,Day2,34,0.926,0.534107349
4,2,NB,HS,C,H,2,Day2,35,0.963,0.577537521
4,2,NB,HS,C,H,2,Day2,36,0.807,0.294107897
4,2,NB,HS,C,H,2,Day2,37,0.357,0.08812967
4,2,NB,HS,C,H,2,Day2,38,0.555,0.142556101
4,2,NB,HS,C,H,2,Day2,39,0.486,0.136601154
4,2,NB,HS,C,H,2,Day2,40,0.281,0.072530002
4,2,NB,HS,C,H,2,Day2,41,0.335,0.083573928
4,2,NB,HS,C,H,2,Day2,42,0.862,0.322958584
4,2,NB,HS,C,H,2,Day2,43,0.823,0.298480266
4,2,NB,HS,C,H,2,Day2,44,0.849,0.39467935
4,2,NB,HS,C,H,2,Day2,45,0.892,0.347292956
4,2,NB,HS,C,H,2,Day2,46,0.578,0.166926987
4,2,NB,HS,C,H,2,Day2,47,0.716,0.194045852
4,2,NB,HS,C,H,2,Day2,48,0.634,0.156244121
4,2,NB,HS,C,H,2,Day2,49,0.42,0.112860238
4,2,NB,HS,C,H,2,Day2,50,0.449,0.113107008
4,2,NB,HS,C,H,2,Day2,51,0.435,0.098698652
4,7,SB,HT,H,C,3,Day2,1,0.672,-1.302047796
4,7,SB,HT,H,C,3,Day2,2,0.599,-0.557485882
4,7,SB,HT,H,C,3,Day2,3,0.99,-1.996957167
4,7,SB,HT,H,C,3,Day2,4,0.932,-1.933421238
4,7,SB,HT,H,C,3,Day2,5,0.774,-0.911240791
4,7,SB,HT,H,C,3,Day2,6,0.966,-1.681108451
4,7,SB,HT,H,C,3,Day2,7,0.643,-0.79826386
4,7,SB,HT,H,C,3,Day2,8,0.86,-0.648752991
4,7,SB,HT,H,C,3,Day2,9,0.792,-0.48015726
4,7,SB,HT,H,C,3,Day2,10,0.367,-0.217067922
4,7,SB,HT,H,C,3,Day2,11,0.486,-0.230115773
4,7,SB,HT,H,C,3,Day2,12,0.397,-0.225287904
4,7,SB,HT,H,C,3,Day2,13,0.17,-0.150110646
4,7,SB,HT,H,C,3,Day2,14,0.787,-0.608742404
4,7,SB,HT,H,C,3,Day2,15,0.891,-0.969564402
4,7,SB,HT,H,C,3,Day2,16,0.709,-0.977167257
4,7,SB,HT,H,C,3,Day2,17,0.839,-0.606229632
4,7,SB,HT,H,C,3,Day2,18,0.932,-1.210511714
4,7,SB,HT,H,C,3,Day2,19,0.87,-1.380830987
4,7,SB,HT,H,C,3,Day2,20,0.741,-0.536776558
4,7,SB,HT,H,C,3,Day2,21,0.921,-1.272192367
4,7,SB,HT,H,C,3,Day2,22,0.812,-1.341647461
4,7,SB,HT,H,C,3,Day2,23,0.655,-0.576542909
4,7,SB,HT,H,C,3,Day2,24,0.727,-1.077067338
4,7,SB,HT,H,C,3,Day2,25,0.44,-0.338859704
4,7,SB,HT,H,C,3,Day2,26,0.772,-1.225105972
4,7,SB,HT,H,C,3,Day2,27,0.486,-0.404176585
4,7,SB,HT,H,C,3,Day2,28,0.694,-1.104069302
4,7,SB,HT,H,C,3,Day2,29,0.755,-0.725137092
4,7,SB,HT,H,C,3,Day2,30,0.807,-1.547344946
4,7,SB,HT,H,C,3,Day2,31,0.776,-0.823578607
4,7,SB,HT,H,C,3,Day2,32,0.771,-1.379453329
4,7,SB,HT,H,C,3,Day2,33,0.766,-0.747328897
4,7,SB,HT,H,C,3,Day2,34,0.744,-0.931727396
4,7,SB,HT,H,C,3,Day2,35,0.755,-0.491922575
4,7,SB,HT,H,C,3,Day2,36,0.465,-0.246054142
4,7,SB,HT,H,C,3,Day2,37,0.186,-0.10908938
4,7,SB,HT,H,C,3,Day2,38,0.291,0.143351463
4,7,SB,HT,H,C,3,Day2,39,0.511,-0.818661469
4,7,SB,HT,H,C,3,Day2,40,0.818,-0.960401258
4,7,SB,HT,H,C,3,Day2,41,0.152,-0.085303217
4,7,SB,HT,H,C,3,Day2,42,0.00419,0.013884114
4,7,SB,HT,H,C,3,Day2,43,0.848,-1.045606217
4,7,SB,HT,H,C,3,Day2,44,0.0334,-0.03534367
4,7,SB,HT,H,C,3,Day2,45,0.296,-0.444530609
4,7,SB,HT,H,C,3,Day2,46,0.55,-1.064580208
4,7,SB,HT,H,C,3,Day2,47,0.0783,-0.232203791
4,7,SB,HT,H,C,3,Day2,48,0.94,-2.559093307
4,7,SB,HT,H,C,3,Day2,49,0.951,-2.347053125
4,7,SB,HT,H,C,3,Day2,50,0.663,-1.2830126
4,7,SB,HT,H,C,3,Day2,51,0.927,-1.714375388
4,7,SB,HX,H,H,4,Day2,1,0.928,-3.171562286
4,7,SB,HX,H,H,4,Day2,2,0.00874,0.06505382
4,7,SB,HX,H,H,4,Day2,3,0.974,-3.963810908
4,7,SB,HX,H,H,4,Day2,4,0.987,-4.855728387
4,7,SB,HX,H,H,4,Day2,5,0.988,-4.689062699
4,7,SB,HX,H,H,4,Day2,6,0.948,-3.592324078
4,7,SB,HX,H,H,4,Day2,7,0.967,-3.130330575
4,7,SB,HX,H,H,4,Day2,8,0.987,-4.546955202
4,7,SB,HX,H,H,4,Day2,9,0.976,-4.248954473
4,7,SB,HX,H,H,4,Day2,10,0.945,-3.029731686
4,7,SB,HX,H,H,4,Day2,11,0.986,-2.754856275
4,7,SB,HX,H,H,4,Day2,12,0.881,-2.203838297
4,7,SB,HX,H,H,4,Day2,13,0.837,-2.194372626
4,7,SB,HX,H,H,4,Day2,14,0.822,-1.137151927
4,7,SB,HX,H,H,4,Day2,15,0.775,-0.971271393
4,7,SB,HX,H,H,4,Day2,16,0.779,-1.047482745
4,7,SB,HX,H,H,4,Day2,17,0.842,-1.060622388
4,7,SB,HX,H,H,4,Day2,18,0.714,-0.646777896
4,7,SB,HX,H,H,4,Day2,19,0.919,-1.146483716
4,7,SB,HX,H,H,4,Day2,20,0.703,-1.44409927
4,7,SB,HX,H,H,4,Day2,21,0.942,-1.448183135
4,7,SB,HX,H,H,4,Day2,22,0.461,-0.798837844
4,7,SB,HX,H,H,4,Day2,23,0.874,-1.187658519
4,7,SB,HX,H,H,4,Day2,24,0.623,-0.625009731
4,7,SB,HX,H,H,4,Day2,25,0.75,-1.202197896
4,7,SB,HX,H,H,4,Day2,26,0.747,-1.070584982
4,7,SB,HX,H,H,4,Day2,27,0.731,-0.687014596
4,7,SB,HX,H,H,4,Day2,28,0.514,-0.748147469
4,7,SB,HX,H,H,4,Day2,29,0.701,-1.038490066
4,7,SB,HX,H,H,4,Day2,30,0.185,-0.426389293
4,7,SB,HX,H,H,4,Day2,31,0.639,-0.608686648
4,7,SB,HX,H,H,4,Day2,32,0.121,-0.372021547
4,7,SB,HX,H,H,4,Day2,33,0.0391,-0.084109884
4,7,SB,HX,H,H,4,Day2,34,0.89,-1.276824853
4,7,SB,HX,H,H,4,Day2,35,0.843,-1.188909733
4,7,SB,HX,H,H,4,Day2,36,0.628,-1.157198752
4,7,SB,HX,H,H,4,Day2,37,0.813,-1.351098116
4,7,SB,HX,H,H,4,Day2,38,0.843,-1.307591914
4,7,SB,HX,H,H,4,Day2,39,0.565,-0.601387396
4,7,SB,HX,H,H,4,Day2,40,0.0882,-0.107978876
4,7,SB,HX,H,H,4,Day2,41,0.006,-0.027817957
4,7,SB,HX,H,H,4,Day2,42,0.0451,-0.13573966
4,7,SB,HX,H,H,4,Day2,43,0.84,-1.011517379
4,7,SB,HX,H,H,4,Day2,44,0.74,-0.722713563
4,7,SB,HX,H,H,4,Day2,45,0.0424,-0.081333284
4,7,SB,HX,H,H,4,Day2,46,0.79,-1.160440527
4,7,SB,HX,H,H,4,Day2,47,0.833,-1.067791795
4,7,SB,HX,H,H,4,Day2,48,0.436,-0.795331324
4,7,SB,HX,H,H,4,Day2,49,0.501,-0.85804555
4,7,SB,HX,H,H,4,Day2,50,0.706,-1.023222372
4,7,SB,HX,H,H,4,Day2,51,0.66,-0.649549758
5,1,NB,C,C,C,1,Day2,1,0.371,0.227310383
5,1,NB,C,C,C,1,Day2,2,0.923,-0.421773931
5,1,NB,C,C,C,1,Day2,3,0.885,-0.32696255
5,1,NB,C,C,C,1,Day2,4,0.872,-0.326201198
5,1,NB,C,C,C,1,Day2,5,0.898,-0.378704645
5,1,NB,C,C,C,1,Day2,6,0.891,-0.352792573
5,1,NB,C,C,C,1,Day2,7,0.912,-0.380582044
5,1,NB,C,C,C,1,Day2,8,0.88,-0.324465685
5,1,NB,C,C,C,1,Day2,9,0.854,-0.285979351
5,1,NB,C,C,C,1,Day2,10,0.844,-0.274677079
5,1,NB,C,C,C,1,Day2,11,0.897,-0.359138252
5,1,NB,C,C,C,1,Day2,12,0.869,-0.315943342
5,1,NB,C,C,C,1,Day2,13,0.61,-0.140559662
5,1,NB,C,C,C,1,Day2,14,0.759,-0.200186668
5,1,NB,C,C,C,1,Day2,15,0.782,-0.228568637
5,1,NB,C,C,C,1,Day2,16,0.676,-0.16982546
5,1,NB,C,C,C,1,Day2,17,0.716,-0.182060269
5,1,NB,C,C,C,1,Day2,18,0.756,-0.209053811
5,1,NB,C,C,C,1,Day2,19,0.886,-0.340889061
5,1,NB,C,C,C,1,Day2,20,0.881,-0.318684554
5,1,NB,C,C,C,1,Day2,21,0.814,-0.239649112
5,1,NB,C,C,C,1,Day2,22,0.77,-0.2102222
5,1,NB,C,C,C,1,Day2,23,0.886,-0.31117157
5,1,NB,C,C,C,1,Day2,24,0.704,-0.18591971
5,1,NB,C,C,C,1,Day2,25,0.698,-0.189815856
5,1,NB,C,C,C,1,Day2,26,0.833,-0.260604784
5,1,NB,C,C,C,1,Day2,27,0.82,-0.257272597
5,1,NB,C,C,C,1,Day2,28,0.746,-0.21161578
5,1,NB,C,C,C,1,Day2,29,0.764,-0.243149696
5,1,NB,C,C,C,1,Day2,30,0.83,-0.262017639
5,1,NB,C,C,C,1,Day2,31,0.784,-0.2381491
5,1,NB,C,C,C,1,Day2,32,0.77,-0.228800986
5,1,NB,C,C,C,1,Day2,33,0.853,-0.3054942
5,1,NB,C,C,C,1,Day2,34,0.893,-0.357781883
5,1,NB,C,C,C,1,Day2,35,0.714,-0.19970279
5,1,NB,C,C,C,1,Day2,36,0.873,-0.332302731
5,1,NB,C,C,C,1,Day2,37,0.875,-0.338379583
5,1,NB,C,C,C,1,Day2,38,0.896,-0.360689503
5,1,NB,C,C,C,1,Day2,39,0.404,-0.101833479
5,1,NB,C,C,C,1,Day2,40,0.629,-0.148813243
5,1,NB,C,C,C,1,Day2,41,0.781,-0.232957908
5,1,NB,C,C,C,1,Day2,42,0.757,-0.211040007
5,1,NB,C,C,C,1,Day2,43,0.6,-0.138557048
5,1,NB,C,C,C,1,Day2,44,0.529,-0.136054047
5,1,NB,C,C,C,1,Day2,45,0.911,-0.426813023
5,1,NB,C,C,C,1,Day2,46,0.914,-0.396846039
5,1,NB,C,C,C,1,Day2,47,0.726,-0.20024739
5,1,NB,C,C,C,1,Day2,48,0.728,-0.189001012
5,1,NB,C,C,C,1,Day2,49,0.726,-0.205155234
5,1,NB,C,C,C,1,Day2,50,0.483,-0.11737511
5,1,NB,C,C,C,1,Day2,51,0.944,-0.545923084
5,1,NB,HS,C,H,2,Day2,1,0.128,-0.314517647
5,1,NB,HS,C,H,2,Day2,2,0.369,0.239894955
5,1,NB,HS,C,H,2,Day2,3,0.95,0.866917465
5,1,NB,HS,C,H,2,Day2,4,0.962,1.17377352
5,1,NB,HS,C,H,2,Day2,5,0.91,0.615121875
5,1,NB,HS,C,H,2,Day2,6,0.914,0.580895593
5,1,NB,HS,C,H,2,Day2,7,0.879,0.459548858
5,1,NB,HS,C,H,2,Day2,8,0.85,0.455339495
5,1,NB,HS,C,H,2,Day2,9,0.803,0.431669622
5,1,NB,HS,C,H,2,Day2,10,0.806,0.395869562
5,1,NB,HS,C,H,2,Day2,11,0.867,0.487173861
5,1,NB,HS,C,H,2,Day2,12,0.89,0.540157598
5,1,NB,HS,C,H,2,Day2,13,0.882,0.632895115
5,1,NB,HS,C,H,2,Day2,14,0.864,0.475095852
5,1,NB,HS,C,H,2,Day2,15,0.885,0.522007396
5,1,NB,HS,C,H,2,Day2,16,0.892,0.556452504
5,1,NB,HS,C,H,2,Day2,17,0.858,0.5430348
5,1,NB,HS,C,H,2,Day2,18,0.824,0.472984456
5,1,NB,HS,C,H,2,Day2,19,0.761,0.389892224
5,1,NB,HS,C,H,2,Day2,20,0.814,0.414875584
5,1,NB,HS,C,H,2,Day2,21,0.83,0.43773469
5,1,NB,HS,C,H,2,Day2,22,0.821,0.463086115
5,1,NB,HS,C,H,2,Day2,23,0.863,0.530323126
5,1,NB,HS,C,H,2,Day2,24,0.888,0.601545944
5,1,NB,HS,C,H,2,Day2,25,0.808,0.482632672
5,1,NB,HS,C,H,2,Day2,26,0.736,0.361767926
