Experiment,Timepoint,Chamber,Treatment,Colony,Coral,Location,delta_FTA,Turbidity,Gnet,Gnet2,mo2_turb_avg,mo2_turb
11,21,1,C,7,5-Jul,SB,56.6,1.19,58.48143792,-4.678515033,0.300918526,0.259389909
11,22,1,C,7,5-Jul,SB,-7.6,1.12,-7.85263124,0.628210499,0.305798378,0.216812111
11,23,1,C,7,5-Jul,SB,-5.9,1.51,-6.09612162,0.48768973,0.220870786,0.32444727
11,24,1,C,7,5-Jul,SB,-1.5,1.42,-1.549861429,0.123988914,0.104957574,0.172148192
12,1,1,C,2,7-Feb,NB,-7.7,0.79,-11.06875719,0.885500575,-0.079656736,-0.039941723
12,2,1,C,2,7-Feb,NB,0.2,1.05,0.287500187,-0.023000015,0.350209279,0.344495761
12,3,1,C,2,7-Feb,NB,-8.5,1.39,-12.21875794,0.977500635,0.733333395,0.831126106
12,4,1,C,2,7-Feb,NB,-2.8,1.16,-4.025002615,0.322000209,0.239835688,0.179335666
12,5,1,C,2,7-Feb,NB,4.3,1.28,6.181254016,-0.494500321,0.459189635,0.468415058
12,6,1,C,2,7-Feb,NB,3.9,1.35,5.606253643,-0.448500291,0.425995653,0.524393451
12,7,1,C,2,7-Feb,NB,-4,1.32,-5.750003736,0.460000299,0.189468607,0.198338897
12,8,1,C,2,7-Feb,NB,0,1.09,0,0,0.294804893,0.283957086
12,9,1,C,2,7-Feb,NB,-2.9,0.6,-4.168752709,0.333500217,0.571676518,0.613984442
12,10,1,C,2,7-Feb,NB,-4.4,0.9,-6.32500411,0.506000329,0.511342459,0.438423772
12,11,1,C,2,7-Feb,NB,-11.3,0.76,-16.24376055,1.299500844,0.514740424,0.517311203
12,12,1,C,2,7-Feb,NB,1.9,0.89,2.731251775,-0.218500142,0.547913479,0.512361955
12,13,1,C,2,7-Feb,NB,1.8,0.93,2.587501681,-0.207000135,0.546308412,0.552779347
12,14,1,C,2,7-Feb,NB,-5.9,0.75,-8.481255511,0.678500441,0.465907459,0.398530464
12,15,1,C,2,7-Feb,NB,1.3,0.71,1.868751214,-0.149500097,0.455857983,0.457080527
12,16,1,C,2,7-Feb,NB,0.1,0.63,0.143750093,-0.011500007,0.453552603,0.427359014
12,17,1,C,2,7-Feb,NB,3.5,0.79,5.031253269,-0.402500262,0.408258006,0.340585746
12,18,1,C,2,7-Feb,NB,12.3,1.69,17.68126149,-1.414500919,0.235692054,0.008717496
12,19,1,C,2,7-Feb,NB,0.9,1.61,1.293750841,-0.103500067,0.02466331,0.035197121
12,20,1,C,2,7-Feb,NB,-6.2,1.13,-8.912505791,0.713000463,0.050963355,0.149318894
12,21,1,C,2,7-Feb,NB,17.3,2.01,24.86876616,-1.989501293,-0.086823161,-0.074175387
12,22,1,C,2,7-Feb,NB,-2.4,1.58,-3.450002242,0.276000179,-0.054127325,-0.034807446
12,23,1,C,2,7-Feb,NB,-6.4,1.3,-9.200005978,0.736000478,-0.111555054,-0.147699145
12,24,1,C,2,7-Feb,NB,3.4,1.47,4.887503176,-0.391000254,-0.087179505,-0.042724082
13,1,1,C,5,1-May,SB,-5.6,0.75,-6.429645722,0.514371658,-0.361224081,-0.241551655
13,2,1,C,5,1-May,SB,9.8,0.87,11.25188001,-0.900150401,-0.171892066,-0.259270656
13,3,1,C,5,1-May,SB,-12.5,6.11,-14.35188777,1.148151022,-0.244149863,-0.191962167
13,4,1,C,5,1-May,SB,6.4,1.03,7.348166539,-0.587853323,-0.219412007,-0.216948503
13,5,1,C,5,1-May,SB,1.1,3.86,1.262966124,-0.10103729,-0.22495415,-0.184133171
13,6,1,C,5,1-May,SB,-6.7,1.17,-7.692611846,0.615408948,-0.174607329,-0.130735698
13,7,1,C,5,1-May,SB,13.2,1.9,15.15559349,-1.212447479,-0.067949234,-0.036382475
13,8,1,C,5,1-May,SB,5.6,2.96,6.429645722,-0.514371658,-0.110471911,-0.148424482
13,9,1,C,5,1-May,SB,5.2,0.73,5.970385313,-0.477630825,-0.062216645,-0.054049747
13,10,1,C,5,1-May,SB,-8.5,1.07,-9.759283685,0.780742695,-0.147207873,-0.153480207
13,11,1,C,5,1-May,SB,7.2,0.92,8.266687357,-0.661334989,-0.12861082,-0.120463024
13,12,1,C,5,1-May,SB,-9.8,1.37,-11.25188001,0.900150401,-0.08863865,-0.086904322
13,13,1,C,5,1-May,SB,-9.8,0.92,-11.25188001,0.900150401,-0.088167556,-0.04943514
13,14,1,C,5,1-May,SB,-11.9,2.75,-13.66299716,1.093039773,-0.063939142,-0.042186671
13,15,1,C,5,1-May,SB,-7,1.87,-8.037057152,0.642964572,0.05375531,0.047799516
13,16,1,C,5,1-May,SB,4.5,1.74,5.166679598,-0.413334368,-0.071985192,-0.095723156
13,17,1,C,5,1-May,SB,1.4,1.66,1.60741143,-0.128592914,-0.066418677,-0.076700219
13,18,1,C,5,1-May,SB,-3.1,5.49,-3.559268167,0.284741453,-0.097292055,-0.116966859
13,19,1,C,5,1-May,SB,-17.2,1.11,-19.74819757,1.579855806,-0.064788616,-0.12973712
13,20,1,C,5,1-May,SB,-1.6,2.35,-1.837041635,0.146963331,-0.071679526,-0.166641659
13,21,1,C,5,1-May,SB,6.9,1.84,7.92224205,-0.633779364,-0.128721741,-0.1581403
13,22,1,C,5,1-May,SB,7.2,1.35,8.266687357,-0.661334989,-0.171777842,-0.184781343
13,23,1,C,5,1-May,SB,-2.4,1.48,-2.755562452,0.220444996,-0.171227603,-0.166253184
13,24,1,C,5,1-May,SB,-4.5,0.71,-5.166679598,0.413334368,-0.238126387,-0.250542011
14,1,1,C,1,4-Jan,NB,7.9,1.66,6.699652181,-0.535972174,0.058718688,-0.092756783
14,2,1,C,1,4-Jan,NB,-3.5,1.14,-2.968200333,0.237456027,0.17583753,0.100738132
14,3,1,C,1,4-Jan,NB,-5.2,1.36,-4.409897638,0.352791811,0.177451501,0.18189289
14,4,1,C,1,4-Jan,NB,-8.7,1.57,-7.378097971,0.590247838,0.404138163,0.485683286
14,5,1,C,1,4-Jan,NB,-0.3,0.93,-0.254417171,0.020353374,0.392897155,0.363640402
14,6,1,C,1,4-Jan,NB,-0.4,0.94,-0.339222895,0.027137832,0.302972568,0.269077474
14,7,1,C,1,4-Jan,NB,2.6,0.51,2.204948819,-0.176395906,0.328789841,0.345328723
14,8,1,C,1,4-Jan,NB,-4,1.03,-3.392228952,0.271378316,0.44608502,0.435696218
14,9,1,C,1,4-Jan,NB,-7.8,1.23,-6.614846457,0.529187717,0.43374701,0.420827679
14,10,1,C,1,4-Jan,NB,-2.8,1.51,-2.374560267,0.189964821,0.50486031,0.529577414
14,11,1,C,1,4-Jan,NB,0.4,1.98,0.339222895,-0.027137832,0.518017356,0.486451063
14,12,1,C,1,4-Jan,NB,0.9,1.65,0.763251514,-0.061060121,0.55264104,0.567773839
14,13,1,C,1,4-Jan,NB,-3.9,1.57,-3.307423229,0.264593858,0.536482978,0.528339235
14,14,1,C,1,4-Jan,NB,-7.6,2.09,-6.445235009,0.515618801,0.528093,0.517586469
14,15,1,C,1,4-Jan,NB,-9.5,1.72,-8.056543762,0.644523501,0.503208111,0.440769076
14,16,1,C,1,4-Jan,NB,1,1.56,0.848057238,-0.067844579,0.439406423,0.41921091
14,17,1,C,1,4-Jan,NB,-12.6,2.9,-10.6855212,0.854841696,0.464517951,0.403960112
14,18,1,C,1,4-Jan,NB,2.3,0.74,1.950531648,-0.156042532,0.392288465,0.391505818
14,19,1,C,1,4-Jan,NB,-2.5,1.03,-2.120143095,0.169611448,0.396981154,0.347135036
14,20,1,C,1,4-Jan,NB,0,1.58,0,0,0.372555578,0.383447759
14,21,1,C,1,4-Jan,NB,-0.2,2.01,-0.169611448,0.013568916,0.363270522,0.341124554
14,22,1,C,1,4-Jan,NB,6.3,1.31,5.3427606,-0.427420848,0.342410545,0.302982361
14,23,1,C,1,4-Jan,NB,-11.9,0.88,-10.09188113,0.807350491,0.380402836,0.401581503
14,24,1,C,1,4-Jan,NB,17.1,1.21,14.50177877,-1.160142302,0.253365097,0.165436026
15,1,1,C,8,1-Aug,SB,-8,0.72,-14.73968509,1.179174807,0.149665206,0.172134998
15,2,1,C,8,1-Aug,SB,-4.1,0.9,-7.554088611,0.604327089,0.373505545,0.457951337
15,3,1,C,8,1-Aug,SB,0.2,1.67,0.368492127,-0.02947937,0.514131058,0.448917202
15,4,1,C,8,1-Aug,SB,7.2,1.45,13.26571658,-1.061257327,0.499111567,0.525810908
15,5,1,C,8,1-Aug,SB,-8.5,1.62,-15.66091541,1.252873233,0.410033992,0.312634383
15,6,1,C,8,1-Aug,SB,-1.8,1.21,-3.316429146,0.265314332,0.575236406,0.671994644
15,7,1,C,8,1-Aug,SB,-4.1,0.47,-7.554088611,0.604327089,0.526419284,0.448795374
15,8,1,C,8,1-Aug,SB,1.2,1.55,2.210952764,-0.176876221,0.486621454,0.565755209
15,9,1,C,8,1-Aug,SB,4.4,2.01,8.106826802,-0.648546144,0.602741421,0.61309707
15,10,1,C,8,1-Aug,SB,-5.9,1.49,-10.87051776,0.869641421,0.592743923,0.5901142
15,11,1,C,8,1-Aug,SB,-3.6,0.8,-6.632858292,0.530628663,0.793443678,0.977959044
15,12,1,C,8,1-Aug,SB,-0.3,1.92,-0.552738191,0.044219055,0.765882266,0.674095526
15,13,1,C,8,1-Aug,SB,-2.2,1.18,-4.053413401,0.324273072,0.568753358,0.554885423
15,14,1,C,8,1-Aug,SB,-1.9,0.88,-3.50067521,0.280054017,1.339316526,2.205999806
15,15,1,C,8,1-Aug,SB,-14.1,1.69,-25.97869498,2.078295598,2.232792889,2.379469854
15,16,1,C,8,1-Aug,SB,-0.8,0.71,-1.473968509,0.117917481,1.680063944,1.107097941
15,17,1,C,8,1-Aug,SB,-9.3,1.63,-17.13488392,1.370790714,1.052187915,0.957399451
15,18,1,C,8,1-Aug,SB,-14.1,1.93,-25.97869498,2.078295598,0.947983471,0.724643221
15,19,1,C,8,1-Aug,SB,-10.2,1.01,-18.79309849,1.50344788,0.589361028,0.483947788
15,20,1,C,8,1-Aug,SB,-8.5,1.15,-15.66091541,1.252873233,0.507807476,0.481164927
15,21,1,C,8,1-Aug,SB,-16.9,1.47,-31.13758476,2.491006781,0.413418137,0.418944612
15,22,1,C,8,1-Aug,SB,-0.4,1.54,-0.736984255,0.05895874,0.347149354,0.331115219
15,23,1,C,8,1-Aug,SB,1.1,1.9,2.0267067,-0.162136536,0.383915449,0.425841576
15,24,1,C,8,1-Aug,SB,-1.8,1.69,-3.316429146,0.265314332,0.203734731,0.318929591
16,1,1,C,6,9-Jun,SB,-14.1,0.91,-13.04707792,1.043766234,0.128154184,0.116923135
16,2,1,C,6,9-Jun,SB,58.7,1.46,54.31655844,-4.345324675,0.16560878,0.204294046
16,3,1,C,6,9-Jun,SB,21.2,1.34,19.61688312,-1.569350649,0.213706781,0.222610606
16,4,1,C,6,9-Jun,SB,-2.7,1.34,-2.498376623,0.19987013,0.103657912,0.110630495
16,5,1,C,6,9-Jun,SB,3.9,1.75,3.608766234,-0.288701299,0.117395824,0.136055471
16,6,1,C,6,9-Jun,SB,-7.4,1.96,-6.847402597,0.547792208,0.154170541,0.156295451
16,7,1,C,6,9-Jun,SB,-3.5,1.61,-3.238636364,0.259090909,0.261906797,0.212930745
16,8,1,C,6,9-Jun,SB,-2.2,1.42,-2.035714286,0.162857143,0.157080125,0.16249703
16,9,1,C,6,9-Jun,SB,-0.9,1.65,-0.832792208,0.066623377,0.176841444,0.174355138
16,10,1,C,6,9-Jun,SB,-15.6,0.92,-14.43506494,1.154805195,0.208756362,0.216748714
16,11,1,C,6,9-Jun,SB,-5.2,1.38,-4.811688312,0.384935065,0.115506335,0.115518561
16,12,1,C,6,9-Jun,SB,-8.3,1.02,-7.680194805,0.614415584,0.104107064,0.112343139
16,13,1,C,6,9-Jun,SB,-7.3,1.57,-6.75487013,0.54038961,0.131531906,0.145316308
16,14,1,C,6,9-Jun,SB,31.7,1.29,29.33279221,-2.346623377,0.119068567,0.095319012
16,15,1,C,6,9-Jun,SB,3.6,1.38,3.331168831,-0.266493506,0.137823165,0.121705971
16,16,1,C,6,9-Jun,SB,-6.2,1.97,-5.737012987,0.458961039,0.130756696,0.130917568
16,17,1,C,6,9-Jun,SB,-27.2,1.41,-25.16883117,2.013506494,0.261678248,0.194374264
16,18,1,C,6,9-Jun,SB,-5.9,1.41,-5.459415584,0.436753247,0.108510633,0.071840105
16,19,1,C,6,9-Jun,SB,-0.2,0.75,-0.185064935,0.014805195,0.149166202,0.083617573
16,20,1,C,6,9-Jun,SB,1867.5,1.65,1728.043831,-138.2435065,0.137999056,0.113974257
16,21,1,C,6,9-Jun,SB,3.6,1.12,3.331168831,-0.266493506,0.118543782,0.112458137
16,22,1,C,6,9-Jun,SB,-2,1.13,-1.850649351,0.148051948,0.071136879,0.018489667
16,23,1,C,6,9-Jun,SB,-10.2,1.2,-9.438311688,0.755064935,0.016515363,-0.004906023
16,24,1,C,6,9-Jun,SB,15.4,2.27,14.25,-1.14,0.018149417,-0.004751374
16,25,1,C,6,9-Jun,SB,18,1.05,16.65584416,-1.332467532,NA,NA
17,1,1,C,7,1-Jul,SB,2.8,1.2,3.677946659,-0.294235733,0.51029627,0.620858728
17,2,1,C,7,1-Jul,SB,-1.6,0.75,-2.101683805,0.168134704,0.373077022,0.409647781
17,3,1,C,7,1-Jul,SB,8.3,0.92,10.90248474,-0.872198779,0.420362946,0.38787279
17,4,1,C,7,1-Jul,SB,0.5,1.04,0.656776189,-0.052542095,0.40930657,0.415622218
17,5,1,C,7,1-Jul,SB,6.9,1.89,9.06351141,-0.725080913,0.437618712,0.465182675
17,6,1,C,7,1-Jul,SB,-7.1,1.22,-9.326221885,0.746097751,0.482295425,0.512881726
17,7,1,C,7,1-Jul,SB,-6.4,1.1,-8.406735221,0.672538818,0.504798538,0.427035649
17,8,1,C,7,1-Jul,SB,-4.4,1.61,-5.779630464,0.462370437,0.38838046,0.415273335
17,9,1,C,7,1-Jul,SB,3.3,1.79,4.334722848,-0.346777828,0.451403245,0.48735988
17,10,1,C,7,1-Jul,SB,-5.5,1.14,-7.22453808,0.577963046,0.519762311,0.511926588
17,11,1,C,7,1-Jul,SB,-5.9,1.58,-7.749959032,0.619996723,0.377947723,0.473045283
17,12,1,C,7,1-Jul,SB,-7,0.83,-9.194866648,0.735589332,0.475620121,0.484331654
17,13,1,C,7,1-Jul,SB,-6.6,1.4,-8.669445696,0.693555656,0.374897209,0.314836612
17,14,1,C,7,1-Jul,SB,-1.8,1.02,-2.364394281,0.189151542,0.288654222,0.274610003
17,15,1,C,7,1-Jul,SB,-5.6,1.19,-7.355893318,0.588471465,0.295353073,0.261772152
17,16,1,C,7,1-Jul,SB,1.8,1.22,2.364394281,-0.189151542,0.258180993,0.219532913
17,17,1,C,7,1-Jul,SB,-6,1.15,-7.881314269,0.630505142,0.242699271,0.228059276
17,18,1,C,7,1-Jul,SB,-6.7,1.74,-8.800800934,0.704064075,0.253533357,0.237434464
17,19,1,C,7,1-Jul,SB,-6.7,1.58,-8.800800934,0.704064075,0.191548226,0.149731171
17,20,1,C,7,1-Jul,SB,-0.1,1.75,-0.131355238,0.010508419,0.250683589,0.169905521
17,21,1,C,7,1-Jul,SB,5.5,1.77,7.22453808,-0.577963046,0.09485588,0.092890405
17,22,1,C,7,1-Jul,SB,9.7,1.56,12.74145807,-1.019316645,0.108049828,0.06229008
17,23,1,C,7,1-Jul,SB,6.3,1.29,8.275379983,-0.662030399,0.003372296,-0.011644807
17,24,1,C,7,1-Jul,SB,6.8,0.93,8.932156172,-0.714572494,0.027697805,-0.000459962
18,1,1,C,5,2-May,SB,-0.1,2.05,-0.132751149,0.010620092,NA,NA
18,2,1,C,5,2-May,SB,3.9,1.32,5.177294809,-0.414183585,NA,NA
18,3,1,C,5,2-May,SB,-5.6,0.78,-7.434064342,0.594725147,NA,NA
18,4,1,C,5,2-May,SB,8,0.98,10.62009192,-0.849607353,NA,NA
18,5,1,C,5,2-May,SB,-4.7,1.32,-6.239304001,0.49914432,NA,NA
18,6,1,C,5,2-May,SB,-14.1,0.62,-18.717912,1.49743296,NA,NA
18,7,1,C,5,2-May,SB,5.1,1.42,6.770308597,-0.541624688,NA,NA
18,8,1,C,5,2-May,SB,-2,1.71,-2.655022979,0.212401838,NA,NA
18,9,1,C,5,2-May,SB,3.6,1.9,4.779041362,-0.382323309,NA,NA
18,10,1,C,5,2-May,SB,-6,1.61,-7.965068937,0.637205515,NA,NA
18,11,1,C,5,2-May,SB,15.9,1.8,21.10743268,-1.688594615,NA,NA
18,12,1,C,5,2-May,SB,-10.1,2.16,-13.40786604,1.072629284,NA,NA
18,13,1,C,5,2-May,SB,-8.8,0.99,-11.68210111,0.934568089,NA,NA
18,14,1,C,5,2-May,SB,4.7,1.74,6.239304001,-0.49914432,NA,NA
18,15,1,C,5,2-May,SB,2.3,1.35,3.053276426,-0.244262114,NA,NA
18,16,1,C,5,2-May,SB,167.1,2.3,221.8271699,-17.74617359,NA,NA
18,17,1,C,5,2-May,SB,8.8,1.89,11.68210111,-0.934568089,NA,NA
18,18,1,C,5,2-May,SB,7.3,1.99,9.690833874,-0.77526671,NA,NA
18,19,1,C,5,2-May,SB,-3.5,1.54,-4.646290214,0.371703217,NA,NA
18,20,1,C,5,2-May,SB,-7.6,1.54,-10.08908732,0.807126986,NA,NA
18,21,1,C,5,2-May,SB,11.9,2.3,15.79738673,-1.263790938,NA,NA
18,22,1,C,5,2-May,SB,-4.8,0.96,-6.37205515,0.509764412,NA,NA
18,23,1,C,5,2-May,SB,-23.3,2.05,-30.93101771,2.474481417,NA,NA
18,24,1,C,5,2-May,SB,3,0.98,3.982534469,-0.318602757,NA,NA
1,1,2,C,2,5-Feb,NB,-9.6,1.14,-8.690005647,0.695200452,0.329215944,0.286045849
1,2,2,C,2,5-Feb,NB,-20.8,1.26,-18.82834557,1.506267645,0.507395298,0.476783763
1,3,2,C,2,5-Feb,NB,-2.2,1.55,-1.991459627,0.15931677,0.766358832,0.581348615
1,4,2,C,2,5-Feb,NB,-6.1,1.74,-5.521774421,0.441741954,0.775842027,0.802930693
1,5,2,C,2,5-Feb,NB,-0.1,1.59,-0.090520892,0.007241671,1.071865471,1.244381675
1,6,2,C,2,5-Feb,NB,-2.2,1.76,-1.991459627,0.15931677,0.69609449,0.735528559
1,7,2,C,2,5-Feb,NB,6,1.93,5.431253529,-0.434500282,1.015509577,1.052986236
1,8,2,C,2,5-Feb,NB,4.1,1.4,3.711356578,-0.296908526,0.989317178,0.944905921
1,9,2,C,2,5-Feb,NB,-9.3,2.06,-8.41844297,0.673475438,0.849860465,0.851561382
1,10,2,C,2,5-Feb,NB,44,1.91,39.82919255,-3.186335404,0.742069799,0.814566685
1,12,2,C,2,5-Feb,NB,-18,1.43,-16.29376059,1.303500847,0.735752707,0.702976297
1,13,2,C,2,5-Feb,NB,-0.5,1.91,-0.452604461,0.036208357,0.689896306,0.666462132
1,14,2,C,2,5-Feb,NB,0.5,1.69,0.452604461,-0.036208357,0.771162756,0.768946307
1,15,2,C,2,5-Feb,NB,-4.3,1.75,-3.892398363,0.311391869,0.886891753,0.794793818
1,16,2,C,2,5-Feb,NB,7.7,1.34,6.970108696,-0.557608696,0.60320345,0.592679857
1,17,2,C,2,5-Feb,NB,9.4,1.68,8.508963862,-0.680717109,0.545511716,0.549025923
1,18,2,C,2,5-Feb,NB,0.5,1.79,0.452604461,-0.036208357,0.082405326,0.146499116
1,19,2,C,2,5-Feb,NB,2.9,1.61,2.625105872,-0.21000847,0.380264075,0.400643784
1,20,2,C,2,5-Feb,NB,3.7,2.16,3.34927301,-0.267941841,0.316624869,0.236175826
1,21,2,C,2,5-Feb,NB,0.2,1.72,0.181041784,-0.014483343,0.262248736,0.268515544
1,22,2,C,2,5-Feb,NB,3.4,1.38,3.077710333,-0.246216827,0.278609831,0.281783613
1,23,2,C,2,5-Feb,NB,11.6,1.27,10.50042349,-0.840033879,0.359150459,0.424215059
2,1,2,C,6,4-Jun,SB,-20.3,1.4,-38.0187747,3.041501976,0.643398122,0.192382544
2,2,2,C,6,4-Jun,SB,7.2,1.14,13.48449152,-1.078759322,0.681934732,0.712016244
2,3,2,C,6,4-Jun,SB,-1.6,1.32,-2.996553671,0.239724294,0.572432054,0.597992903
2,4,2,C,6,4-Jun,SB,-1.1,1.13,-2.060130649,0.164810452,0.649047786,0.512101022
2,5,2,C,6,4-Jun,SB,4.9,1.37,9.176945618,-0.734155649,0.4529972,0.46408763
2,6,2,C,6,4-Jun,SB,-7.9,1.73,-14.79548375,1.1836387,0.54191531,0.52185751
2,7,2,C,6,4-Jun,SB,32.2,1.63,60.30564263,-4.824451411,0.42718908,0.406830538
2,8,2,C,6,4-Jun,SB,3.1,1.77,5.805822738,-0.464465819,0.513578674,0.346500156
2,9,2,C,6,4-Jun,SB,-7.4,1.33,-13.85906073,1.108724858,0.630067616,0.413556414
2,10,2,C,6,4-Jun,SB,8.2,1.92,15.35733756,-1.228587005,0.68726586,0.631922394
2,11,2,C,6,4-Jun,SB,-2.7,1.42,-5.05668432,0.404534746,0.13410513,0.00779686
2,12,2,C,6,4-Jun,SB,11.8,0.79,22.09958333,-1.767966666,0.176140839,0.314430727
2,13,2,C,6,4-Jun,SB,-2.3,0.86,-4.307545902,0.344603672,0.237782655,0.249137872
2,14,2,C,6,4-Jun,SB,6.6,1.06,12.36078389,-0.988862712,0.518546592,0.724233227
2,15,2,C,6,4-Jun,SB,-31.6,0.9,-59.18193501,4.734554801,0.519958764,0.506067391
2,16,2,C,6,4-Jun,SB,39.3,0.87,73.60284955,-5.888227964,0.545610154,0.644932602
2,17,2,C,6,4-Jun,SB,-5.6,0.94,-10.48793785,0.839035028,0.520098129,0.493265974
2,18,2,C,6,4-Jun,SB,-3.6,1.5,-6.74224576,0.539379661,0.535286738,0.529412615
2,19,2,C,6,4-Jun,SB,-29.2,0.88,-54.6871045,4.37496836,0.56595069,0.672096589
2,20,2,C,6,4-Jun,SB,-3.2,0.91,-5.993107342,0.479448587,0.455748968,0.416135347
2,21,2,C,6,4-Jun,SB,6.6,1,12.36078389,-0.988862712,0.398203213,0.322649063
2,22,2,C,6,4-Jun,SB,-27.2,0.9,-50.94141241,4.075312993,0.352539499,0.253916493
2,23,2,C,6,4-Jun,SB,-9.8,0.78,-18.35389124,1.468311299,0.44903017,0.619212326
2,24,2,C,6,4-Jun,SB,8.8,0.8,16.48104519,-1.318483615,NA,NA
2,25,2,C,6,4-Jun,SB,-5,0.84,-9.364230223,0.749138418,NA,NA
3,1,2,HS,3,8-Mar,NB,-5,0.61,-2.865110807,0.229208865,0.156539953,0.264346143
3,2,2,HS,3,8-Mar,NB,0.9,21.68,0.515719945,-0.041257596,0.32619021,0.297529952
3,3,2,HS,3,8-Mar,NB,11.1,17.65,6.360545991,-0.508843679,0.128238561,0.147630472
3,4,2,HS,3,8-Mar,NB,4.6,17,2.635901942,-0.210872155,0.188396094,0.090574537
3,5,2,HS,3,8-Mar,NB,-7.9,33.15,-4.526875074,0.362150006,0.058259251,0.062864032
3,6,2,HS,3,8-Mar,NB,3.1,28.68,1.7763687,-0.142109496,0.064297596,0.076364478
3,7,2,HS,3,8-Mar,NB,-38.5,25.18,-22.06135321,1.764908257,0.098685537,0.11916978
3,8,2,HS,3,8-Mar,NB,30.5,21.95,17.47717592,-1.398174074,0.082618609,0.075128089
3,9,2,HS,3,8-Mar,NB,-1.2,21.48,-0.687626594,0.055010127,0.111367859,0.095901696
3,10,2,HS,3,8-Mar,NB,36.2,37.48,20.74340224,-1.659472179,0.28087362,0.447095549
3,11,2,HS,3,8-Mar,NB,-13.2,32.9,-7.563892529,0.605111402,0.179485925,0.169400596
3,12,2,HS,3,8-Mar,NB,-4.1,31.33,-2.349390861,0.187951269,0.281620355,0.299957394
3,13,2,HS,3,8-Mar,NB,-14.8,32.98,-8.480727988,0.678458239,0.26505481,0.244679948
3,14,2,HS,3,8-Mar,NB,-1.1,25.43,-0.630324377,0.05042595,0.213470702,0.085138579
3,15,2,HS,3,8-Mar,NB,6.9,24.68,3.953852913,-0.316308233,0.250355939,0.074710695
3,16,2,HS,3,8-Mar,NB,-2.1,23,-1.203346539,0.096267723,0.214857354,0.114992481
3,17,2,HS,3,8-Mar,NB,-22.2,21.63,-12.72109198,1.017687359,0.261623898,0.172128099
3,18,2,HS,3,8-Mar,NB,-28,30.25,-16.04462052,1.283569641,0.094564626,0.115363403
3,19,2,HS,3,8-Mar,NB,54.6,25.58,31.28701001,-2.502960801,0.230218587,0.234265224
3,20,2,HS,3,8-Mar,NB,-51.6,22.28,-29.56794352,2.365435482,0.191033371,0.164974706
3,21,2,HS,3,8-Mar,NB,-50.9,19.53,-29.16682801,2.333346241,0.149870452,0.145741015
3,22,2,HS,3,8-Mar,NB,2.2,18.53,1.260648755,-0.1008519,0.065309115,0.064710366
3,23,2,HS,3,8-Mar,NB,25.2,21.08,14.44015847,-1.155212677,0.046076973,0.032245387
3,24,2,HS,3,8-Mar,NB,18.3,20.53,10.48630555,-0.838904444,0.083489632,0.130429103
4,1,2,HS,2,9-Feb,NB,0.2,2.01,0.211189909,-0.016895193,-0.137614732,-0.04926642
4,2,2,HS,2,9-Feb,NB,18.7,53.23,19.74625649,-1.579700519,-0.072025723,-0.025641332
4,3,2,HS,2,9-Feb,NB,-4.9,49.98,-5.17415277,0.413932222,0.081276509,0.050052421
4,4,2,HS,2,9-Feb,NB,-4.1,52.85,-4.329393134,0.346351451,0.039586625,0.01716426
4,5,2,HS,2,9-Feb,NB,5.1,51.38,5.385342679,-0.430827414,0.012456696,-0.011478216
4,6,2,HS,2,9-Feb,NB,-35.5,42.55,-37.48620885,2.998896708,0.02121578,0.017158567
4,7,2,HS,2,9-Feb,NB,-34.7,43.6,-36.64144921,2.931315937,0.044596447,0.047623874
4,8,2,HS,2,9-Feb,NB,6.6,36.43,6.969266997,-0.55754136,0.041479572,0.033279448
4,9,2,HS,2,9-Feb,NB,-5.4,32.9,-5.702127543,0.456170203,0.061846854,0.063026789
4,10,2,HS,2,9-Feb,NB,1.4,32.1,1.478329363,-0.118266349,0.040453565,-0.004256068
4,11,2,HS,2,9-Feb,NB,8.8,27.6,9.292355996,-0.74338848,0.019256935,0.010306766
4,12,2,HS,2,9-Feb,NB,-5.5,28.18,-5.807722497,0.4646178,-0.000380118,-0.044780968
4,13,2,HS,2,9-Feb,NB,13.9,24.83,14.67769867,-1.174215894,0.033365744,0.034650585
4,14,2,HS,2,9-Feb,NB,-34.8,23.43,-36.74704416,2.939763533,0.036927538,0.033003464
4,15,2,HS,2,9-Feb,NB,-8,18.7,-8.44759636,0.675807709,0.065942897,0.06582826
4,16,2,HS,2,9-Feb,NB,-1.7,17.83,-1.795114226,0.143609138,0.059058557,0.052596777
4,17,2,HS,2,9-Feb,NB,-41.6,14.98,-43.92750107,3.514200086,0.291835806,0.534107349
4,18,2,HS,2,9-Feb,NB,29.3,13.85,30.93932167,-2.475145733,0.435822709,0.294107897
4,19,2,HS,2,9-Feb,NB,-35,9.51,-36.95823407,2.956658726,0.115342886,0.142556101
4,20,2,HS,2,9-Feb,NB,-0.4,9.69,-0.422379818,0.033790385,0.104565578,0.072530002
4,21,2,HS,2,9-Feb,NB,-3.5,7.77,-3.695823407,0.295665873,0.203266256,0.322958584
4,22,2,HS,2,9-Feb,NB,-4.2,7.15,-4.434988089,0.354799047,0.346579808,0.39467935
4,23,2,HS,2,9-Feb,NB,-1.7,6.36,-1.795114226,0.143609138,0.257109972,0.166926987
4,25,2,HS,2,9-Feb,NB,0.9,6.39,0.95035459,-0.076028367,0.175144987,0.156244121
