Date,Timepoint,Experiment,Chamber,Treatment,Colony,Coral,Location,Turbidity,delta_FTA,MO2
12-Jul,10,5,1,C,1,1-2,NB,1.31,9,
12-Jul,10,5,2,HS,1,1-1,NB,33.125,-35,
12-Jul,10,5,3,HT,5,5-4,SB,1.3275,-2.3,
12-Jul,10,5,4,HX,5,5-7,SB,34.65,-9,
12-Jul,11,5,1,C,1,1-2,NB,1.0625,52.1,
12-Jul,11,5,2,HS,1,1-1,NB,33.4,6.1,
12-Jul,11,5,3,HT,5,5-4,SB,1.005,-2.7,
12-Jul,11,5,4,HX,5,5-7,SB,38.3,13,
12-Jul,12,5,1,C,1,1-2,NB,1.1175,10.3,
12-Jul,12,5,2,HS,1,1-1,NB,26,16.9,
12-Jul,12,5,3,HT,5,5-4,SB,1,-2.9,
12-Jul,12,5,4,HX,5,5-7,SB,32.575,5.6,
12-Jul,13,5,1,C,1,1-2,NB,0.98,-4.4,
12-Jul,13,5,2,HS,1,1-1,NB,20.45,7,
12-Jul,13,5,3,HT,5,5-4,SB,0.975,-8.5,
12-Jul,13,5,4,HX,5,5-7,SB,30.15,1.3,
12-Jul,14,5,1,C,1,1-2,NB,1.0625,1.6,
12-Jul,14,5,2,HS,1,1-1,NB,18.375,-15.6,
12-Jul,14,5,3,HT,5,5-4,SB,0.9025,-12.1,
12-Jul,14,5,4,HX,5,5-7,SB,27.925,-5.1,
12-Jul,15,5,1,C,1,1-2,NB,1.1275,1.5,
12-Jul,15,5,2,HS,1,1-1,NB,14.725,0.3,
12-Jul,15,5,3,HT,5,5-4,SB,0.8525,-3.6,
12-Jul,15,5,4,HX,5,5-7,SB,28.2,-4.7,
12-Jul,16,5,1,C,1,1-2,NB,1.06,4.1,
12-Jul,16,5,2,HS,1,1-1,NB,NA,-2.2,
12-Jul,16,5,3,HT,5,5-4,SB,0.9225,-14.9,
12-Jul,16,5,4,HX,5,5-7,SB,24.65,-0.8,
12-Jul,17,5,1,C,1,1-2,NB,3.53,-9.9,
12-Jul,17,5,2,HS,1,1-1,NB,11.1,-4.6,
12-Jul,17,5,3,HT,5,5-4,SB,0.95,-1.3,
12-Jul,17,5,4,HX,5,5-7,SB,20.8,-3.4,
12-Jul,18,5,1,C,1,1-2,NB,0.8,-0.1,
12-Jul,18,5,2,HS,1,1-1,NB,9.81,4.8,
12-Jul,18,5,3,HT,5,5-4,SB,0.8875,-0.1,
12-Jul,18,5,4,HX,5,5-7,SB,19.3,1,
12-Jul,19,5,1,C,1,1-2,NB,1.045,0.7,
12-Jul,19,5,2,HS,1,1-1,NB,10.3025,21.9,
12-Jul,19,5,3,HT,5,5-4,SB,1.14,9.9,
12-Jul,19,5,4,HX,5,5-7,SB,19.075,8.3,
12-Jul,20,5,1,C,1,1-2,NB,1.32,-8.2,
12-Jul,20,5,2,HS,1,1-1,NB,9.235,-0.1,
12-Jul,20,5,3,HT,5,5-4,SB,1.515,-2.2,
12-Jul,20,5,4,HX,5,5-7,SB,18.925,-3.3,
12-Jul,21,5,1,C,1,1-2,NB,0.8875,4.8,
12-Jul,21,5,2,HS,1,1-1,NB,7.83,-3.8,
12-Jul,21,5,3,HT,5,5-4,SB,1.153333333,2.1,
12-Jul,21,5,4,HX,5,5-7,SB,18.575,2.8,
12-Jul,22,5,1,C,1,1-2,NB,0.865,2.1,
12-Jul,22,5,2,HS,1,1-1,NB,6.7075,29.7,
12-Jul,22,5,3,HT,5,5-4,SB,1.09,-10.5,
12-Jul,22,5,4,HX,5,5-7,SB,16,4.3,
12-Jul,23,5,1,C,1,1-2,NB,0.76,-8.8,
12-Jul,23,5,2,HS,1,1-1,NB,7.4975,0.4,
12-Jul,23,5,3,HT,5,5-4,SB,1.28,1.2,
12-Jul,23,5,4,HX,5,5-7,SB,13.325,-2.2,
12-Jul,24,5,1,C,1,1-2,NB,0.8075,-6.9,
12-Jul,24,5,2,HS,1,1-1,NB,7.22,-43.5,
12-Jul,24,5,3,HT,5,5-4,SB,1.3225,-7,
12-Jul,24,5,4,HX,5,5-7,SB,11.575,-4.4,
14-Jul,1,6,1,C,4,4-5,NB,0.88,-4.5,
14-Jul,1,6,2,HS,4,4-7,NB,55.25,6.8,
14-Jul,1,6,3,HT,8,8-8,SB,1,0,
14-Jul,1,6,4,HX,8,8-6,SB,67.975,2.5,
14-Jul,2,6,1,C,4,4-5,NB,3.0225,-3.3,
14-Jul,2,6,2,HS,4,4-7,NB,58.4,-13.7,
14-Jul,2,6,3,HT,8,8-8,SB,0.7325,6.6,
14-Jul,2,6,4,HX,8,8-6,SB,56.05,-2.6,
14-Jul,3,6,1,C,4,4-5,NB,1.4475,-15.5,
14-Jul,3,6,2,HS,4,4-7,NB,54.2,0.7,
14-Jul,3,6,3,HT,8,8-8,SB,0.85,-0.3,
14-Jul,3,6,4,HX,8,8-6,SB,47.725,-10.4,
14-Jul,4,6,1,C,4,4-5,NB,1.15,-7.1,
14-Jul,4,6,2,HS,4,4-7,NB,47.925,3.4,
14-Jul,4,6,3,HT,8,8-8,SB,0.8525,-0.7,
14-Jul,4,6,4,HX,8,8-6,SB,41.15,-1.3,
14-Jul,5,6,1,C,4,4-5,NB,0.91,-4.2,
14-Jul,5,6,2,HS,4,4-7,NB,44.225,1.4,
14-Jul,5,6,3,HT,8,8-8,SB,0.845,-6.8,
14-Jul,5,6,4,HX,8,8-6,SB,35.025,-19,
14-Jul,6,6,1,C,4,4-5,NB,0.8125,-10.6,
14-Jul,6,6,2,HS,4,4-7,NB,40.1,5.6,
14-Jul,6,6,3,HT,8,8-8,SB,1.16,1.9,
14-Jul,6,6,4,HX,8,8-6,SB,30.9,-2.7,
14-Jul,7,6,1,C,4,4-5,NB,0.7425,-7.4,
14-Jul,7,6,2,HS,4,4-7,NB,32.775,2.8,
14-Jul,7,6,3,HT,8,8-8,SB,0.885,-1.7,
14-Jul,7,6,4,HX,8,8-6,SB,22.2,-6,
14-Jul,8,6,1,C,4,4-5,NB,1.095,-10.8,
14-Jul,8,6,2,HS,4,4-7,NB,28.15,-11.1,
14-Jul,8,6,3,HT,8,8-8,SB,1.025,5,
14-Jul,8,6,4,HX,8,8-6,SB,16.5,-6,
14-Jul,9,6,1,C,4,4-5,NB,3.29,-10.8,
14-Jul,9,6,2,HS,4,4-7,NB,23.5,2.9,
14-Jul,9,6,3,HT,8,8-8,SB,2.26,-1.2,
14-Jul,9,6,4,HX,8,8-6,SB,13.83333333,-12.1,
14-Jul,10,6,1,C,4,4-5,NB,0.9475,-0.9,
14-Jul,10,6,2,HS,4,4-7,NB,22.15,2.7,
14-Jul,10,6,3,HT,8,8-8,SB,1.04,10.3,
14-Jul,10,6,4,HX,8,8-6,SB,12.25,6,
14-Jul,11,6,1,C,4,4-5,NB,0.9975,-3.2,
14-Jul,11,6,2,HS,4,4-7,NB,20.2,5.9,
14-Jul,11,6,3,HT,8,8-8,SB,0.86,-1.6,
14-Jul,11,6,4,HX,8,8-6,SB,12.325,-0.3,
14-Jul,12,6,1,C,4,4-5,NB,1.0425,2.6,
14-Jul,12,6,2,HS,4,4-7,NB,14.925,-1.2,
14-Jul,12,6,3,HT,8,8-8,SB,0.785,7.4,
14-Jul,12,6,4,HX,8,8-6,SB,8.6475,-5,
14-Jul,13,6,1,C,4,4-5,NB,0.6,-2.3,
14-Jul,13,6,2,HS,4,4-7,NB,8.365,-2.9,
14-Jul,13,6,3,HT,8,8-8,SB,0.56,1.4,
14-Jul,13,6,4,HX,8,8-6,SB,6.05,-2.8,
14-Jul,14,6,1,C,4,4-5,NB,0.5975,3.7,
14-Jul,14,6,2,HS,4,4-7,NB,7.295,0.1,
14-Jul,14,6,3,HT,8,8-8,SB,0.6125,-8.9,
14-Jul,14,6,4,HX,8,8-6,SB,4.3775,3.1,
14-Jul,15,6,1,C,4,4-5,NB,0.74,-4.4,
14-Jul,15,6,2,HS,4,4-7,NB,5.61,6.1,
14-Jul,15,6,3,HT,8,8-8,SB,0.68,0.3,
14-Jul,15,6,4,HX,8,8-6,SB,3.94,4.2,
15-Jul,16,6,1,C,4,4-5,NB,0.82,-2.9,
15-Jul,16,6,2,HS,4,4-7,NB,4.7975,7.3,
15-Jul,16,6,3,HT,8,8-8,SB,0.645,-2.5,
15-Jul,16,6,4,HX,8,8-6,SB,3.47,-9.6,
15-Jul,17,6,1,C,4,4-5,NB,0.53,-0.8,
15-Jul,17,6,2,HS,4,4-7,NB,4.8325,1,
15-Jul,17,6,3,HT,8,8-8,SB,0.86,3.8,
15-Jul,17,6,4,HX,8,8-6,SB,3.4375,-0.5,
15-Jul,18,6,1,C,4,4-5,NB,0.865,-4.8,
15-Jul,18,6,2,HS,4,4-7,NB,3.8875,-0.8,
15-Jul,18,6,3,HT,8,8-8,SB,0.75,0.9,
15-Jul,18,6,4,HX,8,8-6,SB,3.7975,-5.3,
15-Jul,19,6,1,C,4,4-5,NB,0.7625,-4.8,
15-Jul,19,6,2,HS,4,4-7,NB,3.775,11.1,
15-Jul,19,6,3,HT,8,8-8,SB,1.58,3,
15-Jul,19,6,4,HX,8,8-6,SB,3.665,1.1,
15-Jul,20,6,1,C,4,4-5,NB,1.0625,1.2,
15-Jul,20,6,2,HS,4,4-7,NB,3.97,-0.3,
15-Jul,20,6,3,HT,8,8-8,SB,1.1025,-12.9,
15-Jul,20,6,4,HX,8,8-6,SB,4.11,-7.5,
15-Jul,21,6,1,C,4,4-5,NB,1.22,2.3,
15-Jul,21,6,2,HS,4,4-7,NB,3.645,-5,
15-Jul,21,6,3,HT,8,8-8,SB,1.195,-0.6,
15-Jul,21,6,4,HX,8,8-6,SB,4.2125,4.3,
15-Jul,22,6,1,C,4,4-5,NB,0.9175,0.3,
15-Jul,22,6,2,HS,4,4-7,NB,4.0725,15.9,
15-Jul,22,6,3,HT,8,8-8,SB,1.07,-3.5,
15-Jul,22,6,4,HX,8,8-6,SB,4.525,-6.5,
15-Jul,23,6,1,C,4,4-5,NB,1.1875,-2.8,
15-Jul,23,6,2,HS,4,4-7,NB,4.5475,-1.8,
15-Jul,23,6,3,HT,8,8-8,SB,0.9525,1,
15-Jul,23,6,4,HX,8,8-6,SB,15.625,5.4,
15-Jul,24,6,1,C,4,4-5,NB,0.885,-1.4,
15-Jul,24,6,2,HS,4,4-7,NB,2.77,-1.8,
15-Jul,24,6,3,HT,8,8-8,SB,1.145,3.5,
15-Jul,24,6,4,HX,8,8-6,SB,7.8675,7.7,
16-Jul,1,7,1,C,6,6-8,SB,0.67,-8.6,
16-Jul,1,7,2,HS,6,6-7,SB,1.25,-11.7,
16-Jul,1,7,3,HT,3,3-7,NB,0.4225,-8.3,
16-Jul,1,7,4,HX,3,3-2,NB,0.9475,-10.4,
16-Jul,2,7,1,C,6,6-8,SB,0.585,11.9,
16-Jul,2,7,2,HS,6,6-7,SB,51.925,3.1,
16-Jul,2,7,3,HT,3,3-7,NB,0.545,4.3,
16-Jul,2,7,4,HX,3,3-2,NB,59.875,1.3,
16-Jul,3,7,1,C,6,6-8,SB,NA,-3.5,
16-Jul,3,7,2,HS,6,6-7,SB,46.325,-6.4,
16-Jul,3,7,3,HT,3,3-7,NB,0.6325,-5.1,
16-Jul,3,7,4,HX,3,3-2,NB,47.075,0.2,
16-Jul,4,7,1,C,6,6-8,SB,1.8525,-8.3,
16-Jul,4,7,2,HS,6,6-7,SB,37.75,1.9,
16-Jul,4,7,3,HT,3,3-7,NB,2.1975,-27.9,
16-Jul,4,7,4,HX,3,3-2,NB,47.2,4.1,
16-Jul,5,7,1,C,6,6-8,SB,2.0525,-58.2,
16-Jul,5,7,2,HS,6,6-7,SB,36.825,3.2,
16-Jul,5,7,3,HT,3,3-7,NB,1.765,-12.1,
16-Jul,5,7,4,HX,3,3-2,NB,39.45,-61.1,
16-Jul,6,7,1,C,6,6-8,SB,2,-0.2,
16-Jul,6,7,2,HS,6,6-7,SB,32.025,-3.5,
16-Jul,6,7,3,HT,3,3-7,NB,2.0725,-17.9,
16-Jul,6,7,4,HX,3,3-2,NB,35.325,-0.1,
16-Jul,7,7,1,C,6,6-8,SB,1.36,-4.8,
16-Jul,7,7,2,HS,6,6-7,SB,25.6,29.1,
16-Jul,7,7,3,HT,3,3-7,NB,1.78,13.7,
16-Jul,7,7,4,HX,3,3-2,NB,32.175,0.4,
16-Jul,8,7,1,C,6,6-8,SB,1.4575,-0.2,
16-Jul,8,7,2,HS,6,6-7,SB,19.825,1.6,
16-Jul,8,7,3,HT,3,3-7,NB,1.1575,-16.1,
16-Jul,8,7,4,HX,3,3-2,NB,25.15,6.4,
16-Jul,9,7,1,C,6,6-8,SB,1.6775,-2.1,
16-Jul,9,7,2,HS,6,6-7,SB,17.2,-37.2,
16-Jul,9,7,3,HT,3,3-7,NB,1.5725,-12.1,
16-Jul,9,7,4,HX,3,3-2,NB,20.625,-19.8,
16-Jul,10,7,1,C,6,6-8,SB,0.96,-28.7,
16-Jul,10,7,2,HS,6,6-7,SB,15.325,16.2,
16-Jul,10,7,3,HT,3,3-7,NB,1.315,14,
16-Jul,10,7,4,HX,3,3-2,NB,18.9,-0.3,
16-Jul,11,7,1,C,6,6-8,SB,1.54,-10.5,
16-Jul,11,7,2,HS,6,6-7,SB,19.65,-4.2,
16-Jul,11,7,3,HT,3,3-7,NB,1.02,2.6,
16-Jul,11,7,4,HX,3,3-2,NB,25.7,-14.4,
16-Jul,12,7,1,C,6,6-8,SB,1.55,178.9,
16-Jul,12,7,2,HS,6,6-7,SB,15.35,-1.3,
16-Jul,12,7,3,HT,3,3-7,NB,1.4375,63.1,
16-Jul,12,7,4,HX,3,3-2,NB,21.1,-11.3,
16-Jul,13,7,1,C,6,6-8,SB,1.055,-0.6,
16-Jul,13,7,2,HS,6,6-7,SB,11,0.9,
16-Jul,13,7,3,HT,3,3-7,NB,0.9325,-8.4,
16-Jul,13,7,4,HX,3,3-2,NB,12.625,3.5,
16-Jul,14,7,1,C,6,6-8,SB,1.245,-2.3,
16-Jul,14,7,2,HS,6,6-7,SB,14.775,-7.5,
16-Jul,14,7,3,HT,3,3-7,NB,0.84,-3.1,
16-Jul,14,7,4,HX,3,3-2,NB,12,0.1,
16-Jul,15,7,1,C,6,6-8,SB,1.3775,-14,
16-Jul,15,7,2,HS,6,6-7,SB,12.475,15.5,
16-Jul,15,7,3,HT,3,3-7,NB,1.025,3.6,
16-Jul,15,7,4,HX,3,3-2,NB,6.855,-25.3,
16-Jul,16,7,1,C,6,6-8,SB,1.2225,7.2,
16-Jul,16,7,2,HS,6,6-7,SB,12.3,-14.4,
16-Jul,16,7,3,HT,3,3-7,NB,1.0775,-7.7,
16-Jul,16,7,4,HX,3,3-2,NB,6.035,7.6,
16-Jul,17,7,1,C,6,6-8,SB,1.6525,3.9,
16-Jul,17,7,2,HS,6,6-7,SB,9.9575,8,
16-Jul,17,7,3,HT,3,3-7,NB,0.6875,-61.3,
16-Jul,17,7,4,HX,3,3-2,NB,6.5675,-4.1,
16-Jul,18,7,1,C,6,6-8,SB,1.2625,42.3,
16-Jul,18,7,2,HS,6,6-7,SB,8.91,-2.7,
16-Jul,18,7,3,HT,3,3-7,NB,0.89,0.7,
16-Jul,18,7,4,HX,3,3-2,NB,5.0775,3.6,
16-Jul,19,7,1,C,6,6-8,SB,1.2125,-15.8,
16-Jul,19,7,2,HS,6,6-7,SB,9.11,-8,
16-Jul,19,7,3,HT,3,3-7,NB,1.11,-5.9,
16-Jul,19,7,4,HX,3,3-2,NB,5.0325,-24.8,
16-Jul,20,7,1,C,6,6-8,SB,1.3175,3,
16-Jul,20,7,2,HS,6,6-7,SB,9.125,-0.1,
16-Jul,20,7,3,HT,3,3-7,NB,0.7225,-3.8,
16-Jul,20,7,4,HX,3,3-2,NB,4.2725,7,
16-Jul,21,7,1,C,6,6-8,SB,1.205,11.5,
16-Jul,21,7,2,HS,6,6-7,SB,8.615,-3.3,
16-Jul,21,7,3,HT,3,3-7,NB,0.885,-2.2,
16-Jul,21,7,4,HX,3,3-2,NB,3.975,3,
16-Jul,22,7,1,C,6,6-8,SB,1.165,-1.7,
16-Jul,22,7,2,HS,6,6-7,SB,8.1075,-7.1,
16-Jul,22,7,3,HT,3,3-7,NB,1.0825,4.8,
16-Jul,22,7,4,HX,3,3-2,NB,7.8,-4.5,
16-Jul,23,7,1,C,6,6-8,SB,1.3075,-9.6,
16-Jul,23,7,2,HS,6,6-7,SB,7.315,1.5,
16-Jul,23,7,3,HT,3,3-7,NB,0.9025,-9.6,
16-Jul,23,7,4,HX,3,3-2,NB,6.5875,-7.9,
16-Jul,24,7,1,C,6,6-8,SB,1.585,0.1,
16-Jul,24,7,2,HS,6,6-7,SB,7.7975,-7.8,
16-Jul,24,7,3,HT,3,3-7,NB,1.165,-4.2,
16-Jul,24,7,4,HX,3,3-2,NB,6.09,-2.1,
19-Jul,1,8,1,C,8,8-7,SB,0.745,-17.8,
19-Jul,1,8,2,HS,8,8-3,SB,2.8075,13.7,
19-Jul,1,8,3,HT,4,4-1,NB,1.8475,2.6,
19-Jul,1,8,4,HX,4,4-3,NB,1.645,-3.4,
19-Jul,2,8,1,C,8,8-7,SB,0.8225,10.8,
19-Jul,2,8,2,HS,8,8-3,SB,54.925,6.5,
19-Jul,2,8,3,HT,4,4-1,NB,2.4025,5,
19-Jul,2,8,4,HX,4,4-3,NB,51.6,4.1,
19-Jul,3,8,1,C,8,8-7,SB,1.995,-0.8,
19-Jul,3,8,2,HS,8,8-3,SB,57.825,21.9,
19-Jul,3,8,3,HT,4,4-1,NB,2.1075,-2.1,
19-Jul,3,8,4,HX,4,4-3,NB,45.13333333,-47.5,
19-Jul,4,8,1,C,8,8-7,SB,1.2675,0.3,
19-Jul,4,8,2,HS,8,8-3,SB,53.525,1,
19-Jul,4,8,3,HT,4,4-1,NB,1.6275,-4.6,
19-Jul,4,8,4,HX,4,4-3,NB,34.575,3,
19-Jul,5,8,1,C,8,8-7,SB,1.09,-16.7,
19-Jul,5,8,2,HS,8,8-3,SB,43.675,-35.4,
19-Jul,5,8,3,HT,4,4-1,NB,1.62,-5.6,
19-Jul,5,8,4,HX,4,4-3,NB,29.075,-9.6,
19-Jul,6,8,1,C,8,8-7,SB,1.605,3.6,
19-Jul,6,8,2,HS,8,8-3,SB,40.85,3.8,
19-Jul,6,8,3,HT,4,4-1,NB,1.426666667,3.1,
19-Jul,6,8,4,HX,4,4-3,NB,25.875,-13.6,
19-Jul,7,8,1,C,8,8-7,SB,1.5025,-4.1,
19-Jul,7,8,2,HS,8,8-3,SB,33.1,161.3,
19-Jul,7,8,3,HT,4,4-1,NB,1.285,4.1,
19-Jul,7,8,4,HX,4,4-3,NB,25.475,51.5,
19-Jul,8,8,1,C,8,8-7,SB,1.2475,6.3,
19-Jul,8,8,2,HS,8,8-3,SB,33.4,14.4,
19-Jul,8,8,3,HT,4,4-1,NB,1.2725,3.3,
19-Jul,8,8,4,HX,4,4-3,NB,24.75,5.5,
19-Jul,9,8,1,C,8,8-7,SB,3.455,-5.3,
19-Jul,9,8,2,HS,8,8-3,SB,26.775,-11.5,
19-Jul,9,8,3,HT,4,4-1,NB,1.3375,-4.6,
19-Jul,9,8,4,HX,4,4-3,NB,19.675,48.2,
19-Jul,10,8,1,C,8,8-7,SB,1.015,-9.7,
19-Jul,10,8,2,HS,8,8-3,SB,23.025,-31.7,
19-Jul,10,8,3,HT,4,4-1,NB,1.2775,0.6,
19-Jul,10,8,4,HX,4,4-3,NB,16.675,2.9,
19-Jul,11,8,1,C,8,8-7,SB,1.1425,1.2,
19-Jul,11,8,2,HS,8,8-3,SB,19.1,-1.2,
19-Jul,11,8,3,HT,4,4-1,NB,1.0175,1.8,
19-Jul,11,8,4,HX,4,4-3,NB,12.75,-4.7,
19-Jul,12,8,1,C,8,8-7,SB,0.94,-6.9,
19-Jul,12,8,2,HS,8,8-3,SB,18.55,1.7,
19-Jul,12,8,3,HT,4,4-1,NB,1.005,1.3,
19-Jul,12,8,4,HX,4,4-3,NB,18.625,2.8,
19-Jul,13,8,1,C,8,8-7,SB,1.25,-8,
19-Jul,13,8,2,HS,8,8-3,SB,17.475,-3.8,
19-Jul,13,8,3,HT,4,4-1,NB,1.03,-0.3,
19-Jul,13,8,4,HX,4,4-3,NB,18.5,0.4,
19-Jul,14,8,1,C,8,8-7,SB,1.2025,-21.1,
19-Jul,14,8,2,HS,8,8-3,SB,15.825,-1.3,
19-Jul,14,8,3,HT,4,4-1,NB,1.5175,-7.6,
19-Jul,14,8,4,HX,4,4-3,NB,16.15,-7,
19-Jul,15,8,1,C,8,8-7,SB,0.6525,-0.6,
19-Jul,15,8,2,HS,8,8-3,SB,12.975,-1.6,
19-Jul,15,8,3,HT,4,4-1,NB,1.3325,0,
19-Jul,15,8,4,HX,4,4-3,NB,10.9775,2.4,
19-Jul,16,8,1,C,8,8-7,SB,1.125,0.6,
19-Jul,16,8,2,HS,8,8-3,SB,11.25,4,
19-Jul,16,8,3,HT,4,4-1,NB,0.9975,-9,
19-Jul,16,8,4,HX,4,4-3,NB,9.01,-1.9,
19-Jul,17,8,1,C,8,8-7,SB,0.8,2.5,
19-Jul,17,8,2,HS,8,8-3,SB,10.8025,4.7,
19-Jul,17,8,3,HT,4,4-1,NB,0.9,3.5,
19-Jul,17,8,4,HX,4,4-3,NB,7.7025,-0.6,
19-Jul,18,8,1,C,8,8-7,SB,0.99,0.3,
19-Jul,18,8,2,HS,8,8-3,SB,10.0875,-4.3,
19-Jul,18,8,3,HT,4,4-1,NB,1.2475,-4,
19-Jul,18,8,4,HX,4,4-3,NB,6.5225,7.8,
19-Jul,19,8,1,C,8,8-7,SB,1.315,-15.1,
19-Jul,19,8,2,HS,8,8-3,SB,10.38,-1.6,
19-Jul,19,8,3,HT,4,4-1,NB,1.49,6,
19-Jul,19,8,4,HX,4,4-3,NB,6.1125,-6.1,
19-Jul,20,8,1,C,8,8-7,SB,0.9525,-1.9,
19-Jul,20,8,2,HS,8,8-3,SB,8.1975,7.8,
19-Jul,20,8,3,HT,4,4-1,NB,1.2225,-4.5,
19-Jul,20,8,4,HX,4,4-3,NB,5.6775,-39.6,
19-Jul,21,8,1,C,8,8-7,SB,0.9725,4,
19-Jul,21,8,2,HS,8,8-3,SB,7.0375,-1.2,
19-Jul,21,8,3,HT,4,4-1,NB,1.1975,-4,
19-Jul,21,8,4,HX,4,4-3,NB,4.485,-9.9,
19-Jul,22,8,1,C,8,8-7,SB,1.39,-2.2,
19-Jul,22,8,2,HS,8,8-3,SB,7.395,-24.8,
19-Jul,22,8,3,HT,4,4-1,NB,1.325,5.2,
19-Jul,22,8,4,HX,4,4-3,NB,4.03,-17.9,
19-Jul,23,8,1,C,8,8-7,SB,1.555,-7.6,
19-Jul,23,8,2,HS,8,8-3,SB,8.5075,21.2,
19-Jul,23,8,3,HT,4,4-1,NB,1.2375,-3.5,
19-Jul,23,8,4,HX,4,4-3,NB,4.82,40.2,
19-Jul,24,8,1,C,8,8-7,SB,1.6925,2.8,
19-Jul,24,8,2,HS,8,8-3,SB,7.4175,0.2,
19-Jul,24,8,3,HT,4,4-1,NB,1.2975,-7,
19-Jul,24,8,4,HX,4,4-3,NB,4.5275,17.7,
21-Jul,1,9,1,C,4,4-6,NB,0.85125,-7.8,
21-Jul,1,9,2,HS,4,4-2,NB,1.64625,-7.1,
21-Jul,1,9,3,HT,8,8-5,SB,0.43375,0.1,
21-Jul,1,9,4,HX,8,8-4,SB,1.0175,-10.4,
21-Jul,2,9,1,C,4,4-6,NB,0.8,0.6,
21-Jul,2,9,2,HS,4,4-2,NB,59.5,-4.7,
21-Jul,2,9,3,HT,8,8-5,SB,2.7475,-5.6,
21-Jul,2,9,4,HX,8,8-4,SB,46.1125,4,
21-Jul,3,9,1,C,4,4-6,NB,0.90125,3.4,
21-Jul,3,9,2,HS,4,4-2,NB,54.7875,-0.4,
21-Jul,3,9,3,HT,8,8-5,SB,0.7825,5.4,
21-Jul,3,9,4,HX,8,8-4,SB,52.05,3.2,
21-Jul,4,9,1,C,4,4-6,NB,3.25,3.1,
21-Jul,4,9,2,HS,4,4-2,NB,57.475,2.6,
21-Jul,4,9,3,HT,8,8-5,SB,0.5975,1.6,
21-Jul,4,9,4,HX,8,8-4,SB,43.675,-0.7,
21-Jul,5,9,1,C,4,4-6,NB,1.25125,-3.5,
21-Jul,5,9,2,HS,4,4-2,NB,49.0875,1.1,
21-Jul,5,9,3,HT,8,8-5,SB,2.02625,12.8,
21-Jul,5,9,4,HX,8,8-4,SB,34.2875,-3.3,
21-Jul,6,9,1,C,4,4-6,NB,1.21375,-1.6,
21-Jul,6,9,2,HS,4,4-2,NB,40.35,-9.8,
21-Jul,6,9,3,HT,8,8-5,SB,1.1075,-10.5,
21-Jul,6,9,4,HX,8,8-4,SB,29.4125,-4.3,
21-Jul,7,9,1,C,4,4-6,NB,1.04,-2,
21-Jul,7,9,2,HS,4,4-2,NB,34.9875,5.2,
21-Jul,7,9,3,HT,8,8-5,SB,0.93875,-1.4,
21-Jul,7,9,4,HX,8,8-4,SB,24.1875,1.7,
21-Jul,8,9,1,C,4,4-6,NB,1.24875,-2.3,
21-Jul,8,9,2,HS,4,4-2,NB,47.5875,29.2,
21-Jul,8,9,3,HT,8,8-5,SB,0.81375,-10.7,
21-Jul,8,9,4,HX,8,8-4,SB,25.3875,4.2,
21-Jul,9,9,1,C,4,4-6,NB,1.07125,-9.7,
21-Jul,9,9,2,HS,4,4-2,NB,31.175,-4.1,
21-Jul,9,9,3,HT,8,8-5,SB,0.8625,-3.9,
21-Jul,9,9,4,HX,8,8-4,SB,19.8125,4,
21-Jul,10,9,1,C,4,4-6,NB,1.0925,-3.6,
21-Jul,10,9,2,HS,4,4-2,NB,26.275,-0.4,
21-Jul,10,9,3,HT,8,8-5,SB,1.115,10.1,
21-Jul,10,9,4,HX,8,8-4,SB,14.9,-10.1,
21-Jul,11,9,1,C,4,4-6,NB,1.29625,-3.6,
21-Jul,11,9,2,HS,4,4-2,NB,26.4,3.1,
21-Jul,11,9,3,HT,8,8-5,SB,0.96,4.5,
21-Jul,11,9,4,HX,8,8-4,SB,18.6,6.8,
21-Jul,12,9,1,C,4,4-6,NB,1.095,0.8,
21-Jul,12,9,2,HS,4,4-2,NB,25,-4.9,
21-Jul,12,9,3,HT,8,8-5,SB,0.72875,-1.9,
21-Jul,12,9,4,HX,8,8-4,SB,16.475,2.9,
22-Jul,13,9,1,C,4,4-6,NB,0.92625,4.7,
22-Jul,13,9,2,HS,4,4-2,NB,19.35,-1.8,
22-Jul,13,9,3,HT,8,8-5,SB,1.07625,-19.5,
22-Jul,13,9,4,HX,8,8-4,SB,8.914166667,2,
22-Jul,14,9,1,C,4,4-6,NB,10.2325,-3.1,
22-Jul,14,9,2,HS,4,4-2,NB,9.65,-1.2,
22-Jul,14,9,3,HT,8,8-5,SB,1.0325,2.5,
22-Jul,14,9,4,HX,8,8-4,SB,9.10375,-1.8,
22-Jul,15,9,1,C,4,4-6,NB,1.26625,-4.6,
22-Jul,15,9,2,HS,4,4-2,NB,15.125,-2.6,
22-Jul,15,9,3,HT,8,8-5,SB,0.735,7.8,
22-Jul,15,9,4,HX,8,8-4,SB,7.43125,0.5,
22-Jul,16,9,1,C,4,4-6,NB,1.18875,-1.9,
22-Jul,16,9,2,HS,4,4-2,NB,11.9625,5.5,
22-Jul,16,9,3,HT,8,8-5,SB,0.8875,-3.8,
22-Jul,16,9,4,HX,8,8-4,SB,5.575,-4.8,
22-Jul,17,9,1,C,4,4-6,NB,1.18875,1.9,
22-Jul,17,9,2,HS,4,4-2,NB,10.8125,-6,
22-Jul,17,9,3,HT,8,8-5,SB,0.995,3.4,
22-Jul,17,9,4,HX,8,8-4,SB,4.5525,10.2,
