Date,Timepoint,Experiment,Chamber,Treatment,Colony,Coral,Location,Turbidity,delta_FTA,MO2
22-Jul,18,9,1,C,4,4-6,NB,1.12125,-1.6,
22-Jul,18,9,2,HS,4,4-2,NB,10.275,0.3,
22-Jul,18,9,3,HT,8,8-5,SB,0.61875,-1.8,
22-Jul,18,9,4,HX,8,8-4,SB,4.46625,-1.6,
22-Jul,19,9,1,C,4,4-6,NB,1.91125,0.3,
22-Jul,19,9,2,HS,4,4-2,NB,8.28375,-4.7,
22-Jul,19,9,3,HT,8,8-5,SB,0.665,-20.7,
22-Jul,19,9,4,HX,8,8-4,SB,3.88125,-0.8,
22-Jul,20,9,1,C,4,4-6,NB,1.005,-6.2,
22-Jul,20,9,2,HS,4,4-2,NB,9.02125,-7.4,
22-Jul,20,9,3,HT,8,8-5,SB,0.765,-11.3,
22-Jul,20,9,4,HX,8,8-4,SB,4.04,-1,
22-Jul,21,9,1,C,4,4-6,NB,0.92625,-0.3,
22-Jul,21,9,2,HS,4,4-2,NB,9.005,-2.2,
22-Jul,21,9,3,HT,8,8-5,SB,0.79375,-0.7,
22-Jul,21,9,4,HX,8,8-4,SB,4.515,-3.7,
22-Jul,22,9,1,C,4,4-6,NB,1.04125,-4.8,
22-Jul,22,9,2,HS,4,4-2,NB,6.58125,-26,
22-Jul,22,9,3,HT,8,8-5,SB,0.885,6.4,
22-Jul,22,9,4,HX,8,8-4,SB,4.76375,0.5,
22-Jul,22,9,1,C,4,4-6,NB,1.23,0.2,
22-Jul,23,9,2,HS,4,4-2,NB,13.7875,-22.5,
22-Jul,23,9,3,HT,8,8-5,SB,0.66125,17.9,
22-Jul,23,9,4,HX,8,8-4,SB,3.2425,-2.3,
22-Jul,24,9,1,C,4,4-6,NB,1.04625,2.8,
22-Jul,24,9,2,HS,4,4-2,NB,43.9,15.3,
22-Jul,24,9,3,HT,8,8-5,SB,0.815,18.4,
22-Jul,24,9,4,HX,8,8-4,SB,3.14125,NA,
23-Jul,1,10,1,C,3,3-9,NB,1.1875,-14.1,
23-Jul,1,10,2,HS,3,3-6,NB,2.9825,-27.1,
23-Jul,1,10,3,HT,6,6-3,SB,0.8675,-15.1,
23-Jul,1,10,4,HX,6,6-5,SB,1.7525,22.6,
23-Jul,2,10,1,C,3,3-9,NB,0.89625,3.4,
23-Jul,2,10,2,HS,3,3-6,NB,59.9625,-7.5,
23-Jul,2,10,3,HT,6,6-3,SB,3.16625,13,
23-Jul,2,10,4,HX,6,6-5,SB,62.775,2.3,
23-Jul,3,10,1,C,3,3-9,NB,0.9325,-29.4,
23-Jul,3,10,2,HS,3,3-6,NB,63.05,-1.5,
23-Jul,3,10,3,HT,6,6-3,SB,1.2025,7,
23-Jul,3,10,4,HX,6,6-5,SB,73.65,3.9,
23-Jul,4,10,1,C,3,3-9,NB,1.9675,20.9,
23-Jul,4,10,2,HS,3,3-6,NB,62.8875,16.4,
23-Jul,4,10,3,HT,6,6-3,SB,2.92625,80.9,
23-Jul,4,10,4,HX,6,6-5,SB,69.8875,-59.8,
23-Jul,5,10,1,C,3,3-9,NB,1.88125,-89.1,
23-Jul,5,10,2,HS,3,3-6,NB,65.0625,0.6,
23-Jul,5,10,3,HT,6,6-3,SB,1.1225,3.1,
23-Jul,5,10,4,HX,6,6-5,SB,65.6875,-104.4,
23-Jul,6,10,1,C,3,3-9,NB,1.89,-7.4,
23-Jul,6,10,2,HS,3,3-6,NB,60.4875,-22.5,
23-Jul,6,10,3,HT,6,6-3,SB,1.555,-6.3,
23-Jul,6,10,4,HX,6,6-5,SB,57.275,4.7,
23-Jul,7,10,1,C,3,3-9,NB,1.925,-2,
23-Jul,7,10,2,HS,3,3-6,NB,57.575,-2.9,
23-Jul,7,10,3,HT,6,6-3,SB,1.58625,-2.9,
23-Jul,7,10,4,HX,6,6-5,SB,51.4375,29.4,
23-Jul,8,10,1,C,3,3-9,NB,1.50125,4,
23-Jul,8,10,2,HS,3,3-6,NB,57.4,-9.3,
23-Jul,8,10,3,HT,6,6-3,SB,0.995,-803.8,
23-Jul,8,10,4,HX,6,6-5,SB,43.625,-29,
23-Jul,9,10,1,C,3,3-9,NB,1.12375,-4.6,
23-Jul,9,10,2,HS,3,3-6,NB,56.9125,2.2,
23-Jul,9,10,3,HT,6,6-3,SB,1.3425,-5.3,
23-Jul,9,10,4,HX,6,6-5,SB,41.075,0.8,
23-Jul,10,10,1,C,3,3-9,NB,1.3275,4.1,
23-Jul,10,10,2,HS,3,3-6,NB,49.0125,5.4,
23-Jul,10,10,3,HT,6,6-3,SB,1.2625,15.9,
23-Jul,10,10,4,HX,6,6-5,SB,35.375,1.8,
23-Jul,11,10,1,C,3,3-9,NB,2.00625,2.1,
23-Jul,11,10,2,HS,3,3-6,NB,44.575,4.6,
23-Jul,11,10,3,HT,6,6-3,SB,1.658333333,8.4,
23-Jul,11,10,4,HX,6,6-5,SB,31.6875,1.6,
23-Jul,12,10,1,C,3,3-9,NB,2.07,-0.2,
23-Jul,12,10,2,HS,3,3-6,NB,40.225,3.5,
23-Jul,12,10,3,HT,6,6-3,SB,1.73,-8,
23-Jul,12,10,4,HX,6,6-5,SB,29.1875,-0.9,
23-Jul,13,10,1,C,3,3-9,NB,1.67,0.5,
23-Jul,13,10,2,HS,3,3-6,NB,36.275,5.9,
23-Jul,13,10,3,HT,6,6-3,SB,1.535,-3.6,
23-Jul,13,10,4,HX,6,6-5,SB,32.35,2.3,
23-Jul,14,10,1,C,3,3-9,NB,1.25125,-8.8,
23-Jul,14,10,2,HS,3,3-6,NB,22.55,-4.9,
23-Jul,14,10,3,HT,6,6-3,SB,1.54375,2.9,
23-Jul,14,10,4,HX,6,6-5,SB,19.425,-16.4,
23-Jul,15,10,1,C,3,3-9,NB,1.3225,-2.5,
23-Jul,15,10,2,HS,3,3-6,NB,16.4,1.9,
23-Jul,15,10,3,HT,6,6-3,SB,1.30125,-0.6,
24-Jul,15,10,4,HX,6,6-5,SB,23.0875,-2.7,
24-Jul,16,10,1,C,3,3-9,NB,1.375,-3.9,
24-Jul,16,10,2,HS,3,3-6,NB,15.7375,-8.4,
24-Jul,16,10,3,HT,6,6-3,SB,1.4025,-6.5,
24-Jul,16,10,4,HX,6,6-5,SB,21.55,11.6,
24-Jul,17,10,1,C,3,3-9,NB,1.445,-8.6,
24-Jul,17,10,2,HS,3,3-6,NB,14.7,-23.2,
24-Jul,17,10,3,HT,6,6-3,SB,1.3675,2,
24-Jul,17,10,4,HX,6,6-5,SB,19.7875,-40.6,
24-Jul,18,10,1,C,3,3-9,NB,1.04125,-3.4,
24-Jul,18,10,2,HS,3,3-6,NB,14.6875,-38.9,
24-Jul,18,10,3,HT,6,6-3,SB,1.0525,-0.9,
24-Jul,18,10,4,HX,6,6-5,SB,17.2125,-1.1,
24-Jul,19,10,1,C,3,3-9,NB,1.05875,-3.5,
24-Jul,19,10,2,HS,3,3-6,NB,16.95,-9.9,
24-Jul,19,10,3,HT,6,6-3,SB,1.1285,-1.7,
24-Jul,19,10,4,HX,6,6-5,SB,23.625,-16.2,
24-Jul,20,10,1,C,3,3-9,NB,1.3675,4.5,
24-Jul,20,10,2,HS,3,3-6,NB,14.0625,-5.9,
24-Jul,20,10,3,HT,6,6-3,SB,0.93125,3.2,
24-Jul,20,10,4,HX,6,6-5,SB,16.1,-19.5,
24-Jul,21,10,1,C,3,3-9,NB,1.06625,-2,
24-Jul,21,10,2,HS,3,3-6,NB,12.8,-6.2,
24-Jul,21,10,3,HT,6,6-3,SB,0.90625,-13.3,
24-Jul,21,10,4,HX,6,6-5,SB,15.45,-34.5,
24-Jul,22,10,1,C,3,3-9,NB,1.275,-7.2,
24-Jul,22,10,2,HS,3,3-6,NB,10.29875,-10.6,
24-Jul,22,10,3,HT,6,6-3,SB,1.30875,67.7,
24-Jul,22,10,4,HX,6,6-5,SB,13.375,-1.3,
24-Jul,23,10,1,C,3,3-9,NB,1.24125,-2.4,
24-Jul,23,10,2,HS,3,3-6,NB,9.9425,2.3,
24-Jul,23,10,3,HT,6,6-3,SB,0.97375,-15.3,
24-Jul,23,10,4,HX,6,6-5,SB,10.25,-30,
24-Jul,24,10,1,C,3,3-9,NB,1.015,-4.7,
24-Jul,24,10,2,HS,3,3-6,NB,8.74875,2,
24-Jul,24,10,3,HT,6,6-3,SB,1.0225,-0.7,
24-Jul,24,10,4,HX,6,6-5,SB,8.765,2,
26-Jul,1,11,1,C,7,7-5,SB,1.5,-17.5,
26-Jul,1,11,2,HS,7,7-8,SB,3.0525,-36,
26-Jul,1,11,3,HT,2,2-2,NB,1.42375,-35.4,
26-Jul,1,11,4,HX,2,2-3,NB,2.225,-6.6,
26-Jul,2,11,1,C,7,7-5,SB,1.6,-0.6,
26-Jul,2,11,2,HS,7,7-8,SB,49.1,-0.1,
26-Jul,2,11,3,HT,2,2-2,NB,1.7775,-3.6,
26-Jul,2,11,4,HX,2,2-3,NB,55.02,1.6,
26-Jul,3,11,1,C,7,7-5,SB,1.03125,-7.5,
26-Jul,3,11,2,HS,7,7-8,SB,76.775,15.6,
26-Jul,3,11,3,HT,2,2-2,NB,1.25875,-29.4,
26-Jul,3,11,4,HX,2,2-3,NB,78.225,25.7,
26-Jul,4,11,1,C,7,7-5,SB,1.8275,-10.7,
26-Jul,4,11,2,HS,7,7-8,SB,86.925,-7.1,
26-Jul,4,11,3,HT,2,2-2,NB,2.06625,-1,
26-Jul,4,11,4,HX,2,2-3,NB,63.9375,12.9,
26-Jul,5,11,1,C,7,7-5,SB,1.615,-1.5,
26-Jul,5,11,2,HS,7,7-8,SB,41.3375,19.4,
26-Jul,5,11,3,HT,2,2-2,NB,1.4375,14.9,
26-Jul,5,11,4,HX,2,2-3,NB,47.8125,-2.7,
26-Jul,6,11,1,C,7,7-5,SB,1.05875,-0.3,
26-Jul,6,11,2,HS,7,7-8,SB,82.375,-14.1,
26-Jul,6,11,3,HT,2,2-2,NB,1.7,-0.8,
26-Jul,6,11,4,HX,2,2-3,NB,40.75,-22.3,
26-Jul,7,11,1,C,7,7-5,SB,2.52875,-0.9,
26-Jul,7,11,2,HS,7,7-8,SB,82.7375,-1.4,
26-Jul,7,11,3,HT,2,2-2,NB,1.675,-1,
26-Jul,7,11,4,HX,2,2-3,NB,36.85714286,0.9,
26-Jul,8,11,1,C,7,7-5,SB,1.57625,-5.2,
26-Jul,8,11,2,HS,7,7-8,SB,64.575,20,
26-Jul,8,11,3,HT,2,2-2,NB,1.37875,1.8,
26-Jul,8,11,4,HX,2,2-3,NB,24.8875,-1.1,
26-Jul,9,11,1,C,7,7-5,SB,1.9225,0.3,
26-Jul,9,11,2,HS,7,7-8,SB,57.3,-3.2,
26-Jul,9,11,3,HT,2,2-2,NB,2.5275,-5.6,
26-Jul,9,11,4,HX,2,2-3,NB,30.86666667,-31.5,
26-Jul,10,11,1,C,7,7-5,SB,0.98875,3.1,
26-Jul,10,11,2,HS,7,7-8,SB,63.475,22,
26-Jul,10,11,3,HT,2,2-2,NB,1.2225,0.1,
26-Jul,10,11,4,HX,2,2-3,NB,20.525,-35.7,
26-Jul,11,11,1,C,7,7-5,SB,1.98,1.5,
26-Jul,11,11,2,HS,7,7-8,SB,41.7875,4,
26-Jul,11,11,3,HT,2,2-2,NB,2.0825,-2.1,
26-Jul,11,11,4,HX,2,2-3,NB,11.18125,-2.4,
26-Jul,12,11,1,C,7,7-5,SB,2.4575,-3.3,
26-Jul,12,11,2,HS,7,7-8,SB,45.05,-9,
26-Jul,12,11,3,HT,2,2-2,NB,1.64625,-4.4,
26-Jul,12,11,4,HX,2,2-3,NB,14.45,53.4,
26-Jul,13,11,1,C,7,7-5,SB,1.425,0.5,
26-Jul,13,11,2,HS,7,7-8,SB,33.125,12.2,
26-Jul,13,11,3,HT,2,2-2,NB,2.025,-78.3,
26-Jul,13,11,4,HX,2,2-3,NB,10.6125,-2.2,
26-Jul,14,11,1,C,7,7-5,SB,1.2675,-1.1,
26-Jul,14,11,2,HS,7,7-8,SB,35.9875,0.9,
26-Jul,14,11,3,HT,2,2-2,NB,1.05375,-6.5,
26-Jul,14,11,4,HX,2,2-3,NB,9.9575,3.4,
26-Jul,15,11,1,C,7,7-5,SB,1.74625,-6.4,
26-Jul,15,11,2,HS,7,7-8,SB,27.4125,NA,
26-Jul,15,11,3,HT,2,2-2,NB,1.57125,-3.1,
26-Jul,15,11,4,HX,2,2-3,NB,5.39125,-4.7,
26-Jul,16,11,1,C,7,7-5,SB,1.93375,-10.5,
26-Jul,16,11,2,HS,7,7-8,SB,31.3375,-3.4,
26-Jul,16,11,3,HT,2,2-2,NB,1.38125,-8,
26-Jul,16,11,4,HX,2,2-3,NB,6.308333333,41.7,
26-Jul,17,11,1,C,7,7-5,SB,1.8675,-0.6,
26-Jul,17,11,2,HS,7,7-8,SB,17.525,-7.6,
26-Jul,17,11,3,HT,2,2-2,NB,1.45,-7.8,
26-Jul,17,11,4,HX,2,2-3,NB,NA,-12.1,
26-Jul,18,11,1,C,7,7-5,SB,1.66,19.4,
26-Jul,18,11,2,HS,7,7-8,SB,15.4875,-5,
26-Jul,18,11,3,HT,2,2-2,NB,2.47875,-7.1,
26-Jul,18,11,4,HX,2,2-3,NB,4.07,-0.4,
26-Jul,19,11,1,C,7,7-5,SB,1.206666667,-6.1,
26-Jul,19,11,2,HS,7,7-8,SB,15.5375,-8.5,
26-Jul,19,11,3,HT,2,2-2,NB,1.5875,13.2,
26-Jul,19,11,4,HX,2,2-3,NB,2.83375,0.1,
26-Jul,20,11,1,C,7,7-5,SB,1.13875,-1.6,
26-Jul,20,11,2,HS,7,7-8,SB,13.5625,-1.4,
26-Jul,20,11,3,HT,2,2-2,NB,1.7525,-2.9,
26-Jul,20,11,4,HX,2,2-3,NB,2.66375,0.9,
26-Jul,21,11,1,C,7,7-5,SB,1.185,56.6,
26-Jul,21,11,2,HS,7,7-8,SB,11.14875,-3.7,
26-Jul,21,11,3,HT,2,2-2,NB,1.83625,-17.1,
26-Jul,21,11,4,HX,2,2-3,NB,2.495,-0.9,
26-Jul,22,11,1,C,7,7-5,SB,1.1175,-7.6,
26-Jul,22,11,2,HS,7,7-8,SB,9.71375,3.1,
26-Jul,22,11,3,HT,2,2-2,NB,1.48625,-1.8,
26-Jul,22,11,4,HX,2,2-3,NB,2.03375,-4.2,
26-Jul,23,11,1,C,7,7-5,SB,1.5075,-5.9,
26-Jul,23,11,2,HS,7,7-8,SB,13.95,-24.8,
26-Jul,23,11,3,HT,2,2-2,NB,1.445,-8.3,
26-Jul,23,11,4,HX,2,2-3,NB,2.1975,-5.7,
26-Jul,24,11,1,C,7,7-5,SB,1.42125,-1.5,
26-Jul,24,11,2,HS,7,7-8,SB,12.4,-4,
26-Jul,24,11,3,HT,2,2-2,NB,1.61375,1.7,
26-Jul,24,11,4,HX,2,2-3,NB,2.6075,-6.5,
28-Jul,1,12,1,C,2,2-7,NB,0.79,-7.7,
28-Jul,1,12,2,HS,2,2-1,NB,4.56,20.8,
28-Jul,1,12,3,HT,7,7-6,SB,0.96,16.3,
28-Jul,1,12,4,HX,7,7-3,SB,0.65,-0.9,
28-Jul,2,12,1,C,2,2-7,NB,1.05,0.2,
28-Jul,2,12,2,HS,2,2-1,NB,46.59,3.4,
28-Jul,2,12,3,HT,7,7-6,SB,1.1,2.9,
28-Jul,2,12,4,HX,7,7-3,SB,52.61,-0.3,
28-Jul,3,12,1,C,2,2-7,NB,1.39,-8.5,
28-Jul,3,12,2,HS,2,2-1,NB,42.7,0,
28-Jul,3,12,3,HT,7,7-6,SB,1.15,-2,
28-Jul,3,12,4,HX,7,7-3,SB,37.03,-5,
28-Jul,4,12,1,C,2,2-7,NB,1.16,-2.8,
28-Jul,4,12,2,HS,2,2-1,NB,48.35,-0.5,
28-Jul,4,12,3,HT,7,7-6,SB,0.47,-11.8,
28-Jul,4,12,4,HX,7,7-3,SB,36.55,-11.1,
28-Jul,5,12,1,C,2,2-7,NB,1.28,4.3,
28-Jul,5,12,2,HS,2,2-1,NB,38.07,-0.4,
28-Jul,5,12,3,HT,7,7-6,SB,0.81,-5.4,
28-Jul,5,12,4,HX,7,7-3,SB,27.02,1.6,
28-Jul,6,12,1,C,2,2-7,NB,1.35,3.9,
28-Jul,6,12,2,HS,2,2-1,NB,38.25,4,
28-Jul,6,12,3,HT,7,7-6,SB,0.52,4.6,
28-Jul,6,12,4,HX,7,7-3,SB,30.9,11.6,
28-Jul,7,12,1,C,2,2-7,NB,1.32,-4,
28-Jul,7,12,2,HS,2,2-1,NB,39.02,5,
28-Jul,7,12,3,HT,7,7-6,SB,1.35,2.7,
28-Jul,7,12,4,HX,7,7-3,SB,42.53,29.9,
28-Jul,8,12,1,C,2,2-7,NB,1.09,0,
28-Jul,8,12,2,HS,2,2-1,NB,41.36,-7.2,
28-Jul,8,12,3,HT,7,7-6,SB,0.75,4.7,
28-Jul,8,12,4,HX,7,7-3,SB,41.57,5,
28-Jul,9,12,1,C,2,2-7,NB,0.6,-2.9,
28-Jul,9,12,2,HS,2,2-1,NB,35.43,-4.9,
28-Jul,9,12,3,HT,7,7-6,SB,0.42,1,
28-Jul,9,12,4,HX,7,7-3,SB,31.34,0.2,
28-Jul,10,12,1,C,2,2-7,NB,0.9,-4.4,
28-Jul,10,12,2,HS,2,2-1,NB,33.49,-3.9,
28-Jul,10,12,3,HT,7,7-6,SB,2.09,15.5,
28-Jul,10,12,4,HX,7,7-3,SB,31.01,-4.7,
28-Jul,11,12,1,C,2,2-7,NB,0.76,-11.3,
28-Jul,11,12,2,HS,2,2-1,NB,31.49,-18.1,
28-Jul,11,12,3,HT,7,7-6,SB,0.8,8.1,
28-Jul,11,12,4,HX,7,7-3,SB,26.47,7.7,
28-Jul,12,12,1,C,2,2-7,NB,0.89,1.9,
28-Jul,12,12,2,HS,2,2-1,NB,27.7,-1.5,
28-Jul,12,12,3,HT,7,7-6,SB,0.51,-7.4,
28-Jul,12,12,4,HX,7,7-3,SB,21.28,-12.5,
28-Jul,13,12,1,C,2,2-7,NB,0.93,1.8,
28-Jul,13,12,2,HS,2,2-1,NB,22.99,-0.2,
28-Jul,13,12,3,HT,7,7-6,SB,0.47,-1.8,
28-Jul,13,12,4,HX,7,7-3,SB,22.21,-1.5,
28-Jul,14,12,1,C,2,2-7,NB,0.75,-5.9,
28-Jul,14,12,2,HS,2,2-1,NB,21.29,-9.9,
28-Jul,14,12,3,HT,7,7-6,SB,0.55,2.3,
28-Jul,14,12,4,HX,7,7-3,SB,20.78,2.6,
28-Jul,15,12,1,C,2,2-7,NB,0.71,1.3,
28-Jul,15,12,2,HS,2,2-1,NB,20.57,-2.6,
28-Jul,15,12,3,HT,7,7-6,SB,1.54,0.4,
28-Jul,15,12,4,HX,7,7-3,SB,16.31,5.2,
28-Jul,16,12,1,C,2,2-7,NB,0.63,0.1,
28-Jul,16,12,2,HS,2,2-1,NB,15.67,6,
28-Jul,16,12,3,HT,7,7-6,SB,2.35,-4.3,
28-Jul,16,12,4,HX,7,7-3,SB,12.02,-15.2,
28-Jul,17,12,1,C,2,2-7,NB,0.79,3.5,
28-Jul,17,12,2,HS,2,2-1,NB,16.85,2.2,
28-Jul,17,12,3,HT,7,7-6,SB,2.54,-21.4,
28-Jul,17,12,4,HX,7,7-3,SB,13.4,-6.6,
28-Jul,18,12,1,C,2,2-7,NB,1.69,12.3,
28-Jul,18,12,2,HS,2,2-1,NB,13.38,8.2,
28-Jul,18,12,3,HT,7,7-6,SB,2.48,-6.1,
28-Jul,18,12,4,HX,7,7-3,SB,10.98,2.4,
28-Jul,19,12,1,C,2,2-7,NB,1.61,0.9,
28-Jul,19,12,2,HS,2,2-1,NB,12.75,-4,
28-Jul,19,12,3,HT,7,7-6,SB,3.76,-1.5,
28-Jul,19,12,4,HX,7,7-3,SB,11.76,-17.4,
28-Jul,20,12,1,C,2,2-7,NB,1.13,-6.2,
28-Jul,20,12,2,HS,2,2-1,NB,9.72,-2.9,
28-Jul,20,12,3,HT,7,7-6,SB,2.61,-8.3,
28-Jul,20,12,4,HX,7,7-3,SB,8.7,-1.6,
28-Jul,21,12,1,C,2,2-7,NB,2.01,17.3,
28-Jul,21,12,2,HS,2,2-1,NB,11.95,2.2,
28-Jul,21,12,3,HT,7,7-6,SB,0.45,-4.3,
28-Jul,21,12,4,HX,7,7-3,SB,6.87,-14.2,
28-Jul,22,12,1,C,2,2-7,NB,1.58,-2.4,
28-Jul,22,12,2,HS,2,2-1,NB,7.08,0.3,
28-Jul,22,12,3,HT,7,7-6,SB,1.96,-4.6,
28-Jul,22,12,4,HX,7,7-3,SB,7.06,0.7,
28-Jul,23,12,1,C,2,2-7,NB,1.3,-6.4,
28-Jul,23,12,2,HS,2,2-1,NB,6.27,-5.2,
28-Jul,23,12,3,HT,7,7-6,SB,1.59,11.7,
28-Jul,23,12,4,HX,7,7-3,SB,4.82,-6.7,
28-Jul,24,12,1,C,2,2-7,NB,1.47,3.4,
28-Jul,24,12,2,HS,2,2-1,NB,5.48,-7.6,
28-Jul,24,12,3,HT,7,7-6,SB,0.9,-3.8,
28-Jul,24,12,4,HX,7,7-3,SB,5.64,-1.9,
30-Jul,1,13,1,C,5,5-1,SB,0.75,-5.6,
30-Jul,1,13,2,HS,5,5-5,SB,4.31,-9.3,
30-Jul,1,13,3,HT,1,1-5,NB,1.35,13.3,
30-Jul,1,13,4,HX,1,1-8,NB,1.51,-3.9,
30-Jul,2,13,1,C,5,5-1,SB,0.87,9.8,
30-Jul,2,13,2,HS,5,5-5,SB,53.85,9.5,
30-Jul,2,13,3,HT,1,1-5,NB,1.15,-12.1,
30-Jul,2,13,4,HX,1,1-8,NB,45.96,4.3,
30-Jul,3,13,1,C,5,5-1,SB,6.11,-12.5,
30-Jul,3,13,2,HS,5,5-5,SB,47.32,-1,
30-Jul,3,13,3,HT,1,1-5,NB,1.65,2.3,
30-Jul,3,13,4,HX,1,1-8,NB,44.12,5.4,
30-Jul,4,13,1,C,5,5-1,SB,1.03,6.4,
30-Jul,4,13,2,HS,5,5-5,SB,52.42,7.5,
30-Jul,4,13,3,HT,1,1-5,NB,1.41,-13.7,
30-Jul,4,13,4,HX,1,1-8,NB,42.98,-1.6,
30-Jul,5,13,1,C,5,5-1,SB,3.86,1.1,
30-Jul,5,13,2,HS,5,5-5,SB,50.59,5.8,
30-Jul,5,13,3,HT,1,1-5,NB,2.12,1.8,
30-Jul,5,13,4,HX,1,1-8,NB,36.91,-7.7,
30-Jul,6,13,1,C,5,5-1,SB,1.17,-6.7,
30-Jul,6,13,2,HS,5,5-5,SB,46.95,-9.9,
30-Jul,6,13,3,HT,1,1-5,NB,1.08,8.8,
30-Jul,6,13,4,HX,1,1-8,NB,30.85,-5.4,
30-Jul,7,13,1,C,5,5-1,SB,1.9,13.2,
30-Jul,7,13,2,HS,5,5-5,SB,44.08,-0.4,
30-Jul,7,13,3,HT,1,1-5,NB,1.65,-10.8,
30-Jul,7,13,4,HX,1,1-8,NB,29.28,-2.5,
30-Jul,8,13,1,C,5,5-1,SB,2.96,5.6,
30-Jul,8,13,2,HS,5,5-5,SB,36.68,6.4,
30-Jul,8,13,3,HT,1,1-5,NB,0.87,-10.4,
30-Jul,8,13,4,HX,1,1-8,NB,27.92,-3.7,
30-Jul,9,13,1,C,5,5-1,SB,0.73,5.2,
30-Jul,9,13,2,HS,5,5-5,SB,39.77,-32,
30-Jul,9,13,3,HT,1,1-5,NB,1.72,-18.7,
30-Jul,9,13,4,HX,1,1-8,NB,21.81,-0.9,
30-Jul,10,13,1,C,5,5-1,SB,1.07,-8.5,
30-Jul,10,13,2,HS,5,5-5,SB,36.78,4.8,
30-Jul,10,13,3,HT,1,1-5,NB,0.98,-1.2,
30-Jul,10,13,4,HX,1,1-8,NB,21.43,2.6,
30-Jul,11,13,1,C,5,5-1,SB,0.92,7.2,
30-Jul,11,13,2,HS,5,5-5,SB,38.5,-3.3,
30-Jul,11,13,3,HT,1,1-5,NB,1.62,-5.1,
30-Jul,11,13,4,HX,1,1-8,NB,65.34,-7.7,
30-Jul,12,13,1,C,5,5-1,SB,1.37,-9.8,
30-Jul,12,13,2,HS,5,5-5,SB,32.36,19.9,
30-Jul,12,13,3,HT,1,1-5,NB,0.91,-13.8,
30-Jul,12,13,4,HX,1,1-8,NB,67.75,1.6,
30-Jul,13,13,1,C,5,5-1,SB,0.92,-9.8,
30-Jul,13,13,2,HS,5,5-5,SB,31.78,-8.3,
30-Jul,13,13,3,HT,1,1-5,NB,1.68,4.1,
30-Jul,13,13,4,HX,1,1-8,NB,63.13,-40.5,
30-Jul,14,13,1,C,5,5-1,SB,2.75,-11.9,
30-Jul,14,13,2,HS,5,5-5,SB,26.19,-11,
30-Jul,14,13,3,HT,1,1-5,NB,1.17,-5.6,
30-Jul,14,13,4,HX,1,1-8,NB,65.33,-2.9,
30-Jul,15,13,1,C,5,5-1,SB,1.87,-7,
30-Jul,15,13,2,HS,5,5-5,SB,23.8,-0.1,
30-Jul,15,13,3,HT,1,1-5,NB,4.35,-1.7,
30-Jul,15,13,4,HX,1,1-8,NB,66.3,3.9,
30-Jul,16,13,1,C,5,5-1,SB,1.74,4.5,
30-Jul,16,13,2,HS,5,5-5,SB,20.64,-0.4,
30-Jul,16,13,3,HT,1,1-5,NB,1.15,19.8,
30-Jul,16,13,4,HX,1,1-8,NB,55.29,-4.9,
30-Jul,17,13,1,C,5,5-1,SB,1.66,1.4,
30-Jul,17,13,2,HS,5,5-5,SB,19.67,-4.9,
30-Jul,17,13,3,HT,1,1-5,NB,1.74,5.4,
30-Jul,17,13,4,HX,1,1-8,NB,51.56,-2.8,
30-Jul,18,13,1,C,5,5-1,SB,5.49,-3.1,
30-Jul,18,13,2,HS,5,5-5,SB,15.25,6,
30-Jul,18,13,3,HT,1,1-5,NB,1.63,-6.8,
30-Jul,18,13,4,HX,1,1-8,NB,40.08,1.2,
30-Jul,19,13,1,C,5,5-1,SB,1.11,-17.2,
30-Jul,19,13,2,HS,5,5-5,SB,16.07,-9,
30-Jul,19,13,3,HT,1,1-5,NB,0.87,0.1,
30-Jul,19,13,4,HX,1,1-8,NB,41.86,1.6,
30-Jul,20,13,1,C,5,5-1,SB,2.35,-1.6,
30-Jul,20,13,2,HS,5,5-5,SB,12.5,0.8,
30-Jul,20,13,3,HT,1,1-5,NB,1.3,5.1,
30-Jul,20,13,4,HX,1,1-8,NB,39.67,-8.7,
30-Jul,21,13,1,C,5,5-1,SB,1.84,6.9,
30-Jul,21,13,2,HS,5,5-5,SB,11.98,-7.3,
30-Jul,21,13,3,HT,1,1-5,NB,1.9,7.5,
30-Jul,21,13,4,HX,1,1-8,NB,34.16,-4.1,
30-Jul,22,13,1,C,5,5-1,SB,1.35,7.2,
30-Jul,22,13,2,HS,5,5-5,SB,10.12,-6.4,
30-Jul,22,13,3,HT,1,1-5,NB,1.06,-2.5,
30-Jul,22,13,4,HX,1,1-8,NB,28.15,-4.6,
30-Jul,23,13,1,C,5,5-1,SB,1.48,-2.4,
30-Jul,23,13,2,HS,5,5-5,SB,8.47,-6.3,
30-Jul,23,13,3,HT,1,1-5,NB,2.74,-2,
30-Jul,23,13,4,HX,1,1-8,NB,29.68,-8.4,
30-Jul,24,13,1,C,5,5-1,SB,0.71,-4.5,
30-Jul,24,13,2,HS,5,5-5,SB,11.61,-32,
30-Jul,24,13,3,HT,1,1-5,NB,1.37,-4.1,
30-Jul,24,13,4,HX,1,1-8,NB,26.2,-5.7,
2-Aug,1,14,1,C,1,1-4,NB,1.66,7.9,
2-Aug,1,14,2,HS,1,1-6,NB,1.62,-5.5,
2-Aug,1,14,3,HT,5,5-3,SB,1.84,5.4,
2-Aug,1,14,4,HX,5,5-8,SB,1.87,-4.6,
