Sample,Experiment,Timepoint,Chamber,Treatment,Colony,Coral,Location,delta_FTA,Chamber Volume (mL),Coral Dry Weight (g),Incubation Time (min),Gnet,Gnet2,Turbidity
G15S,14,20,3,HT,5,3-May,SB,-4.8,450,13.9678,12,-6610.9194,8.8145592,
G17S,14,21,3,HT,5,3-May,SB,-0.8,450,13.9678,12,-1101.8199,1.4690932,
G19S,14,22,3,HT,5,3-May,SB,19.8,450,13.9678,12,27270.04253,-36.3600567,
G21S,14,23,3,HT,5,3-May,SB,1.5,450,13.9678,12,2065.912313,-2.75454975,
G23S,14,24,3,HT,5,3-May,SB,0.3,450,13.9678,12,413.1824625,-0.55090995,
G1S,14,25,3,HT,5,3-May,SB,-14.3,450,13.9678,12,-19695.03071,26.26004095,
Y1S,14,1,4,HX,5,8-May,SB,-4.6,450,22.8228,12,-3877.372627,5.16983017,
Y3S,14,2,4,HX,5,8-May,SB,-6,450,22.8228,12,-5057.442557,6.743256743,
Y5S,14,3,4,HX,5,8-May,SB,-8.7,450,22.8228,12,-7333.291708,9.777722278,
Y7S,14,4,4,HX,5,8-May,SB,-5.4,450,22.8228,12,-4551.698302,6.068931069,
Y9S,14,5,4,HX,5,8-May,SB,24,450,22.8228,12,20229.77023,-26.97302697,
Y11S,14,6,4,HX,5,8-May,SB,-3.2,450,22.8228,12,-2697.302697,3.596403596,
Y13S,14,7,4,HX,5,8-May,SB,7.9,450,22.8228,12,6658.966034,-8.878621379,
Y15S,14,8,4,HX,5,8-May,SB,1.4,450,22.8228,12,1180.06993,-1.573426573,
Y17S,14,9,4,HX,5,8-May,SB,11.4,450,22.8228,12,9609.140859,-12.81218781,
Y19S,14,10,4,HX,5,8-May,SB,-3.3,450,22.8228,12,-2781.593407,3.708791209,
Y21S,14,11,4,HX,5,8-May,SB,-10.3,450,22.8228,12,-8681.943057,11.57592408,
Y23S,14,12,4,HX,5,8-May,SB,1.4,450,22.8228,12,1180.06993,-1.573426573,
Y1S,14,13,4,HX,5,8-May,SB,29.2,450,22.8228,12,24612.88711,-32.81718282,
Y3S,14,14,4,HX,5,8-May,SB,-1.3,450,22.8228,12,-1095.779221,1.461038961,
Y5S,14,15,4,HX,5,8-May,SB,1.2,450,22.8228,12,1011.488511,-1.348651349,
Y7S,14,16,4,HX,5,8-May,SB,1.1,450,22.8228,12,927.1978022,-1.236263736,
Y9S,14,17,4,HX,5,8-May,SB,-3.5,450,22.8228,12,-2950.174825,3.933566434,
Y11S,14,18,4,HX,5,8-May,SB,-8.4,450,22.8228,12,-7080.41958,9.440559441,
Y13S,14,19,4,HX,5,8-May,SB,-3.8,450,22.8228,12,-3203.046953,4.270729271,
Y15S,14,20,4,HX,5,8-May,SB,54.1,450,22.8228,12,45601.27373,-60.8016983,
Y17S,14,21,4,HX,5,8-May,SB,5,450,22.8228,12,4214.535465,-5.619380619,
Y19S,14,22,4,HX,5,8-May,SB,37.4,450,22.8228,12,31524.72527,-42.03296703,
Y21S,14,23,4,HX,5,8-May,SB,5.8,450,22.8228,12,4888.861139,-6.518481518,
Y23S,14,24,4,HX,5,8-May,SB,0.6,450,22.8228,12,505.7442557,-0.674325674,
Y1S,14,25,4,HX,5,8-May,SB,5.3,450,22.8228,12,4467.407592,-5.956543457,
G1S,15,1,3,HT,4,4-Apr,NB,-6.5,450,20.8054,12,-6010.15842,8.013544561,
G3S,15,2,3,HT,4,4-Apr,NB,-4.3,450,20.8054,12,-3975.950955,5.30126794,
G5S,15,3,3,HT,4,4-Apr,NB,4.1,450,20.8054,12,3791.023004,-5.054697338,
G7S,15,4,3,HT,4,4-Apr,NB,7.7,450,20.8054,12,7119.726129,-9.492968172,
G9S,15,5,3,HT,4,4-Apr,NB,4.6,450,20.8054,12,4253.342882,-5.671123843,
G11S,15,6,3,HT,4,4-Apr,NB,-2.8,450,20.8054,12,-2588.99132,3.451988426,
G13S,15,7,3,HT,4,4-Apr,NB,4.7,450,20.8054,12,4345.806858,-5.794409144,
G15S,15,8,3,HT,4,4-Apr,NB,1.3,450,20.8054,12,1202.031684,-1.602708912,
G17S,15,9,3,HT,4,4-Apr,NB,-7.5,450,20.8054,12,-6934.798177,9.24639757,
G19S,15,10,3,HT,4,4-Apr,NB,0.4,450,20.8054,12,369.8559028,-0.493141204,
G21S,15,11,3,HT,4,4-Apr,NB,-8.1,450,20.8054,12,-7489.582032,9.986109375,
G23S,15,12,3,HT,4,4-Apr,NB,4.2,450,20.8054,12,3883.486979,-5.177982639,
G1S,15,13,3,HT,4,4-Apr,NB,-8.5,450,20.8054,12,-7859.437934,10.47925058,
G3S,15,14,3,HT,4,4-Apr,NB,-10.8,450,20.8054,12,-9986.109375,13.3148125,
G5S,15,15,3,HT,4,4-Apr,NB,-2.6,450,20.8054,12,-2404.063368,3.205417824,
G7S,15,16,3,HT,4,4-Apr,NB,3.9,450,20.8054,12,3606.095052,-4.808126736,
G9S,15,17,3,HT,4,4-Apr,NB,-1.1,450,20.8054,12,-1017.103733,1.35613831,
G11S,15,18,3,HT,4,4-Apr,NB,6,450,20.8054,12,5547.838542,-7.397118056,
G13S,15,19,3,HT,4,4-Apr,NB,-5.3,450,20.8054,12,-4900.590712,6.534120949,
G15S,15,20,3,HT,4,4-Apr,NB,-1.9,450,20.8054,12,-1756.815538,2.342420718,
G17S,15,21,3,HT,4,4-Apr,NB,-9.2,450,20.8054,12,-8506.685764,11.34224769,
G19S,15,22,3,HT,4,4-Apr,NB,-2.9,450,20.8054,12,-2681.455295,3.575273727,
G21S,15,23,3,HT,4,4-Apr,NB,2,450,20.8054,12,1849.279514,-2.465706019,
G23S,15,24,3,HT,4,4-Apr,NB,-2.5,450,20.8054,12,-2311.599392,3.082132523,
G1S,15,25,3,HT,4,4-Apr,NB,-1.4,450,20.8054,12,-1294.49566,1.725994213,
Y1S,15,1,4,HX,4,8-Apr,NB,-3,450,12.782,12,-4515.138476,6.020184635,
Y3S,15,2,4,HX,4,8-Apr,NB,-1,450,12.782,12,-1505.046159,2.006728212,
Y5S,15,3,4,HX,4,8-Apr,NB,7.4,450,12.782,12,11137.34157,-14.84978877,
Y7S,15,4,4,HX,4,8-Apr,NB,1.7,450,12.782,12,2558.57847,-3.41143796,
Y9S,15,5,4,HX,4,8-Apr,NB,-12.6,450,12.782,12,-18963.5816,25.28477547,
Y11S,15,6,4,HX,4,8-Apr,NB,-6,450,12.782,12,-9030.276952,12.04036927,
Y13S,15,7,4,HX,4,8-Apr,NB,1.8,450,12.782,12,2709.083086,-3.612110781,
Y15S,15,8,4,HX,4,8-Apr,NB,4.1,450,12.782,12,6170.689251,-8.227585667,
Y17S,15,9,4,HX,4,8-Apr,NB,-28.8,450,12.782,12,-43345.32937,57.79377249,
Y19S,15,10,4,HX,4,8-Apr,NB,1.9,450,12.782,12,2859.587701,-3.812783602,
Y21S,15,11,4,HX,4,8-Apr,NB,-1.4,450,12.782,12,-2107.064622,2.809419496,
Y23S,15,12,4,HX,4,8-Apr,NB,-3.9,450,12.782,12,-5869.680019,7.826240025,
Y1S,15,13,4,HX,4,8-Apr,NB,0.8,450,12.782,12,1204.036927,-1.605382569,
Y3S,15,14,4,HX,4,8-Apr,NB,-14.6,450,12.782,12,-21973.67392,29.29823189,
Y5S,15,15,4,HX,4,8-Apr,NB,-37.4,450,12.782,12,-56288.72633,75.05163511,
Y7S,15,16,4,HX,4,8-Apr,NB,34.8,450,12.782,12,52375.60632,-69.83414176,
Y9S,15,17,4,HX,4,8-Apr,NB,-25.6,450,12.782,12,-38529.18166,51.37224222,
Y11S,15,18,4,HX,4,8-Apr,NB,29.1,450,12.782,12,43796.84322,-58.39579096,
Y13S,15,19,4,HX,4,8-Apr,NB,4.7,450,12.782,12,7073.716946,-9.431622594,
Y15S,15,20,4,HX,4,8-Apr,NB,-5.6,450,12.782,12,-8428.258488,11.23767798,
Y17S,15,21,4,HX,4,8-Apr,NB,-0.7,450,12.782,12,-1053.532311,1.404709748,
Y19S,15,22,4,HX,4,8-Apr,NB,58.2,450,12.782,12,87593.68643,-116.7915819,
Y21S,15,23,4,HX,4,8-Apr,NB,-4.5,450,12.782,12,-6772.707714,9.030276952,
Y23S,15,24,4,HX,4,8-Apr,NB,13.3,450,12.782,12,20017.11391,-26.68948521,
Y1S,15,25,4,HX,4,8-Apr,NB,-0.8,450,12.782,12,-1204.036927,1.605382569,
W1S,15,1,1,C,8,1-Aug,SB,-8,450,10.4412,12,-14739.68509,19.65291346,
W3S,15,2,1,C,8,1-Aug,SB,-4.1,450,10.4412,12,-7554.088611,10.07211815,
W5S,15,3,1,C,8,1-Aug,SB,0.2,450,10.4412,12,368.4921273,-0.491322836,
W7S,15,4,1,C,8,1-Aug,SB,7.2,450,10.4412,12,13265.71658,-17.68762211,
W9S,15,5,1,C,8,1-Aug,SB,-8.5,450,10.4412,12,-15660.91541,20.88122055,
W11S,15,6,1,C,8,1-Aug,SB,-1.8,450,10.4412,12,-3316.429146,4.421905528,
W13S,15,7,1,C,8,1-Aug,SB,-4.1,450,10.4412,12,-7554.088611,10.07211815,
W15S,15,8,1,C,8,1-Aug,SB,1.2,450,10.4412,12,2210.952764,-2.947937019,
W17S,15,9,1,C,8,1-Aug,SB,4.4,450,10.4412,12,8106.826802,-10.8091024,
W19S,15,10,1,C,8,1-Aug,SB,-5.9,450,10.4412,12,-10870.51776,14.49402368,
W21S,15,11,1,C,8,1-Aug,SB,-3.6,450,10.4412,12,-6632.858292,8.843811056,
W23S,15,12,1,C,8,1-Aug,SB,-0.3,450,10.4412,12,-552.738191,0.736984255,
W1S,15,13,1,C,8,1-Aug,SB,-2.2,450,10.4412,12,-4053.413401,5.404551201,
W3S,15,14,1,C,8,1-Aug,SB,-1.9,450,10.4412,12,-3500.67521,4.667566946,
W5S,15,15,1,C,8,1-Aug,SB,-14.1,450,10.4412,12,-25978.69498,34.63825997,
W7S,15,16,1,C,8,1-Aug,SB,-0.8,450,10.4412,12,-1473.968509,1.965291346,
W9S,15,17,1,C,8,1-Aug,SB,-9.3,450,10.4412,12,-17134.88392,22.8465119,
W11S,15,18,1,C,8,1-Aug,SB,-14.1,450,10.4412,12,-25978.69498,34.63825997,
W13S,15,19,1,C,8,1-Aug,SB,-10.2,450,10.4412,12,-18793.09849,25.05746466,
W15S,15,20,1,C,8,1-Aug,SB,-8.5,450,10.4412,12,-15660.91541,20.88122055,
W17S,15,21,1,C,8,1-Aug,SB,-16.9,450,10.4412,12,-31137.58476,41.51677968,
W19S,15,22,1,C,8,1-Aug,SB,-0.4,450,10.4412,12,-736.9842547,0.982645673,
W21S,15,23,1,C,8,1-Aug,SB,1.1,450,10.4412,12,2026.7067,-2.702275601,
W23S,15,24,1,C,8,1-Aug,SB,-1.8,450,10.4412,12,-3316.429146,4.421905528,
W1S,15,25,1,C,8,1-Aug,SB,-3.1,450,10.4412,12,-5711.627974,7.615503965,
R1S,15,1,2,HS,8,9-Aug,SB,-19.2,450,18.1104,12,-20394.91121,27.19321495,
R3S,15,2,2,HS,8,9-Aug,SB,9.9,450,18.1104,12,10516.12609,-14.02150146,
R5S,15,3,2,HS,8,9-Aug,SB,11.8,450,18.1104,12,12534.37252,-16.71249669,
R7S,15,4,2,HS,8,9-Aug,SB,-2.9,450,18.1104,12,-3080.481381,4.107308508,
R9S,15,5,2,HS,8,9-Aug,SB,1.6,450,18.1104,12,1699.575934,-2.266101246,
R11S,15,6,2,HS,8,9-Aug,SB,8.1,450,18.1104,12,8604.103167,-11.47213756,
R13S,15,7,2,HS,8,9-Aug,SB,-1.4,450,18.1104,12,-1487.128942,1.98283859,
R15S,15,8,2,HS,8,9-Aug,SB,-5,450,18.1104,12,-5311.174795,7.081566393,
R17S,15,9,2,HS,8,9-Aug,SB,0.3,450,18.1104,12,318.6704877,-0.424893984,
R19S,15,10,2,HS,8,9-Aug,SB,-2.8,450,18.1104,12,-2974.257885,3.96567718,
R21S,15,11,2,HS,8,9-Aug,SB,7,450,18.1104,12,7435.644712,-9.91419295,
R23S,15,12,2,HS,8,9-Aug,SB,-3.6,450,18.1104,12,-3824.045852,5.098727803,
R1S,15,13,2,HS,8,9-Aug,SB,-3.4,450,18.1104,12,-3611.59886,4.815465147,
R3S,15,14,2,HS,8,9-Aug,SB,8.6,450,18.1104,12,9135.220647,-12.1802942,
R5S,15,15,2,HS,8,9-Aug,SB,-33.1,450,18.1104,12,-35159.97714,46.87996952,
R7S,15,16,2,HS,8,9-Aug,SB,-4.8,450,18.1104,12,-5098.727803,6.798303737,
R9S,15,17,2,HS,8,9-Aug,SB,7.6,450,18.1104,12,8072.985688,-10.76398092,
R11S,15,18,2,HS,8,9-Aug,SB,44.6,450,18.1104,12,47375.67917,-63.16757222,
R13S,15,19,2,HS,8,9-Aug,SB,-4.5,450,18.1104,12,-4780.057315,6.373409754,
R15S,15,20,2,HS,8,9-Aug,SB,1.1,450,18.1104,12,1168.458455,-1.557944606,
R17S,15,21,2,HS,8,9-Aug,SB,-4.6,450,18.1104,12,-4886.280811,6.515041081,
R19S,15,22,2,HS,8,9-Aug,SB,-4.4,450,18.1104,12,-4673.833819,6.231778426,
R21S,15,23,2,HS,8,9-Aug,SB,1.6,450,18.1104,12,1699.575934,-2.266101246,
R23S,15,24,2,HS,8,9-Aug,SB,-0.9,450,18.1104,12,-956.011463,1.274681951,
R1S,15,25,2,HS,8,9-Aug,SB,-31.7,450,18.1104,12,-33672.8482,44.89713093,
G1S,16,1,3,HT,3,1-Mar,NB,11.9,450,21.6678,12,10565.27428,-14.08703237,
G3S,16,2,3,HT,3,1-Mar,NB,-14.6,450,21.6678,12,-12962.43735,17.2832498,
G5S,16,3,3,HT,3,1-Mar,NB,10.3,450,21.6678,12,9144.733199,-12.1929776,
G7S,16,4,3,HT,3,1-Mar,NB,40.2,450,21.6678,12,35691.09462,-47.58812616,
G9S,16,5,3,HT,3,1-Mar,NB,-184.8,450,21.6678,12,-164072.4947,218.7633262,
G11S,16,6,3,HT,3,1-Mar,NB,-6.5,450,21.6678,12,-5770.948135,7.694597513,
G13S,16,7,3,HT,3,1-Mar,NB,2.1,450,21.6678,12,1864.460167,-2.485946889,
G15S,16,8,3,HT,3,1-Mar,NB,6.1,450,21.6678,12,5415.812865,-7.22108382,
G17S,16,9,3,HT,3,1-Mar,NB,-5.7,450,21.6678,12,-5060.677595,6.747570127,
G19S,16,10,3,HT,3,1-Mar,NB,2.9,450,21.6678,12,2574.730706,-3.432974275,
G21S,16,11,3,HT,3,1-Mar,NB,6,450,21.6678,12,5327.029048,-7.102705397,
G23S,16,12,3,HT,3,1-Mar,NB,129.3,450,21.6678,12,114797.476,-153.0633013,
G1S,16,13,3,HT,3,1-Mar,NB,-37.5,450,21.6678,12,-33293.93155,44.39190873,
G3S,16,14,3,HT,3,1-Mar,NB,-13.9,450,21.6678,12,-12340.95063,16.45460084,
G5S,16,15,3,HT,3,1-Mar,NB,-1.5,450,21.6678,12,-1331.757262,1.775676349,
G7S,16,16,3,HT,3,1-Mar,NB,-3.7,450,21.6678,12,-3285.001246,4.380001661,
G9S,16,17,3,HT,3,1-Mar,NB,3.9,450,21.6678,12,3462.568881,-4.616758508,
G11S,16,18,3,HT,3,1-Mar,NB,2.5,450,21.6678,12,2219.595437,-2.959460582,
G13S,16,19,3,HT,3,1-Mar,NB,-15.6,450,21.6678,12,-13850.27552,18.46703403,
G15S,16,20,3,HT,3,1-Mar,NB,-17.1,450,21.6678,12,-15182.03279,20.24271038,
G17S,16,21,3,HT,3,1-Mar,NB,-5.7,450,21.6678,12,-5060.677595,6.747570127,
G19S,16,22,3,HT,3,1-Mar,NB,-28.9,450,21.6678,12,-25658.52325,34.21136433,
G21S,16,23,3,HT,3,1-Mar,NB,2.1,450,21.6678,12,1864.460167,-2.485946889,
G23S,16,24,3,HT,3,1-Mar,NB,-15,450,21.6678,12,-13317.57262,17.75676349,
G1S,16,25,3,HT,3,1-Mar,NB,0.5,450,21.6678,12,443.9190873,-0.591892116,
Y1S,16,1,4,HX,3,5-Mar,NB,-3.6,450,18.5878,12,-3725.830921,4.967774562,
Y3S,16,2,4,HX,3,5-Mar,NB,32.1,450,18.5878,12,33221.99238,-44.29598984,
Y5S,16,3,4,HX,3,5-Mar,NB,2,450,18.5878,12,2069.906067,-2.759874757,
Y7S,16,4,4,HX,3,5-Mar,NB,-0.2,450,18.5878,12,-206.9906067,0.275987476,
Y9S,16,5,4,HX,3,5-Mar,NB,-0.7,450,18.5878,12,-724.4671236,0.965956165,
Y11S,16,6,4,HX,3,5-Mar,NB,-4.7,450,18.5878,12,-4864.279258,6.485705678,
Y13S,16,7,4,HX,3,5-Mar,NB,-3.1,450,18.5878,12,-3208.354405,4.277805873,
Y15S,16,8,4,HX,3,5-Mar,NB,2.9,450,18.5878,12,3001.363798,-4.001818397,
Y17S,16,9,4,HX,3,5-Mar,NB,-11.1,450,18.5878,12,-11487.97867,15.3173049,
Y19S,16,10,4,HX,3,5-Mar,NB,-45.2,450,18.5878,12,-46779.87712,62.3731695,
Y21S,16,11,4,HX,3,5-Mar,NB,2.3,450,18.5878,12,2380.391978,-3.17385597,
Y23S,16,12,4,HX,3,5-Mar,NB,2.1,450,18.5878,12,2173.401371,-2.897868494,
Y1S,16,13,4,HX,3,5-Mar,NB,-11.5,450,18.5878,12,-11901.95989,15.86927985,
Y3S,16,14,4,HX,3,5-Mar,NB,5.4,450,18.5878,12,5588.746382,-7.451661843,
Y5S,16,15,4,HX,3,5-Mar,NB,3.4,450,18.5878,12,3518.840315,-4.691787086,
Y7S,16,16,4,HX,3,5-Mar,NB,-3,450,18.5878,12,-3104.859101,4.139812135,
Y9S,16,17,4,HX,3,5-Mar,NB,-4.2,450,18.5878,12,-4346.802742,5.795736989,
Y11S,16,18,4,HX,3,5-Mar,NB,-2.6,450,18.5878,12,-2690.877888,3.587837184,
Y13S,16,19,4,HX,3,5-Mar,NB,-2.5,450,18.5878,12,-2587.382584,3.449843446,
Y15S,16,20,4,HX,3,5-Mar,NB,-2.4,450,18.5878,12,-2483.887281,3.311849708,
Y17S,16,21,4,HX,3,5-Mar,NB,22.4,450,18.5878,12,23182.94796,-30.91059727,
Y19S,16,22,4,HX,3,5-Mar,NB,-2.1,450,18.5878,12,-2173.401371,2.897868494,
Y21S,16,23,4,HX,3,5-Mar,NB,-0.4,450,18.5878,12,-413.9812135,0.551974951,
Y23S,16,24,4,HX,3,5-Mar,NB,0.4,450,18.5878,12,413.9812135,-0.551974951,
Y1S,16,25,4,HX,3,5-Mar,NB,-0.9,450,18.5878,12,-931.4577303,1.24194364,
R1S,16,1,2,HS,6,2-Jun,SB,-7.4,450,11.6886,12,-12179.17458,16.23889944,
R3S,16,2,2,HS,6,2-Jun,SB,-12,450,11.6886,12,-19750.01283,26.33335044,
R5S,16,3,2,HS,6,2-Jun,SB,0.1,450,11.6886,12,164.5834403,-0.219444587,
R7S,16,4,2,HS,6,2-Jun,SB,3.7,450,11.6886,12,6089.58729,-8.11944972,
R9S,16,5,2,HS,6,2-Jun,SB,5.1,450,11.6886,12,8393.755454,-11.19167394,
R11S,16,6,2,HS,6,2-Jun,SB,-15.1,450,11.6886,12,-24852.09948,33.13613264,
R13S,16,7,2,HS,6,2-Jun,SB,-16.2,450,11.6886,12,-26662.51732,35.5500231,
R15S,16,8,2,HS,6,2-Jun,SB,7.5,450,11.6886,12,12343.75802,-16.45834403,
R17S,16,9,2,HS,6,2-Jun,SB,-0.2,450,11.6886,12,-329.1668806,0.438889174,
R19S,16,10,2,HS,6,2-Jun,SB,0.4,450,11.6886,12,658.3337611,-0.877778348,
R21S,16,11,2,HS,6,2-Jun,SB,5.2,450,11.6886,12,8558.338894,-11.41111853,
R23S,16,12,2,HS,6,2-Jun,SB,1.4,450,11.6886,12,2304.168164,-3.072224218,
R1S,16,13,2,HS,6,2-Jun,SB,-18.4,450,11.6886,12,-30283.35301,40.37780401,
R3S,16,14,2,HS,6,2-Jun,SB,10.6,450,11.6886,12,17445.84467,-23.26112623,
R5S,16,15,2,HS,6,2-Jun,SB,6.1,450,11.6886,12,10039.58986,-13.38611981,
R7S,16,16,2,HS,6,2-Jun,SB,3.9,450,11.6886,12,6418.754171,-8.558338894,
R9S,16,17,2,HS,6,2-Jun,SB,30.6,450,11.6886,12,50362.53272,-67.15004363,
R11S,16,18,2,HS,6,2-Jun,SB,-42.4,450,11.6886,12,-69783.37868,93.0445049,
R13S,16,19,2,HS,6,2-Jun,SB,-5.4,450,11.6886,12,-8887.505775,11.8500077,
R15S,16,20,2,HS,6,2-Jun,SB,1.7,450,11.6886,12,2797.918485,-3.73055798,
R17S,16,21,2,HS,6,2-Jun,SB,3.8,450,11.6886,12,6254.17073,-8.338894307,
R19S,16,22,2,HS,6,2-Jun,SB,4.7,450,11.6886,12,7735.421693,-10.31389559,
R21S,16,23,2,HS,6,2-Jun,SB,-2.3,450,11.6886,12,-3785.419126,5.047225502,
R23S,16,24,2,HS,6,2-Jun,SB,6.7,450,11.6886,12,11027.0905,-14.70278733,
R1S,16,25,2,HS,6,2-Jun,SB,12.2,450,11.6886,12,20079.17971,-26.77223962,
W1S,16,1,1,C,6,9-Jun,SB,-14.1,450,20.79,12,-13047.07792,17.3961039,
W3S,16,2,1,C,6,9-Jun,SB,58.7,450,20.79,12,54316.55844,-72.42207792,
W5S,16,3,1,C,6,9-Jun,SB,21.2,450,20.79,12,19616.88312,-26.15584416,
W7S,16,4,1,C,6,9-Jun,SB,-2.7,450,20.79,12,-2498.376623,3.331168831,
W9S,16,5,1,C,6,9-Jun,SB,3.9,450,20.79,12,3608.766234,-4.811688312,
W11S,16,6,1,C,6,9-Jun,SB,-7.4,450,20.79,12,-6847.402597,9.12987013,
W13S,16,7,1,C,6,9-Jun,SB,-3.5,450,20.79,12,-3238.636364,4.318181818,
W15S,16,8,1,C,6,9-Jun,SB,-2.2,450,20.79,12,-2035.714286,2.714285714,
W17S,16,9,1,C,6,9-Jun,SB,-0.9,450,20.79,12,-832.7922078,1.11038961,
W19S,16,10,1,C,6,9-Jun,SB,-15.6,450,20.79,12,-14435.06494,19.24675325,
W21S,16,11,1,C,6,9-Jun,SB,-5.2,450,20.79,12,-4811.688312,6.415584416,
W23S,16,12,1,C,6,9-Jun,SB,-8.3,450,20.79,12,-7680.194805,10.24025974,
W1S,16,13,1,C,6,9-Jun,SB,-7.3,450,20.79,12,-6754.87013,9.006493506,
W3S,16,14,1,C,6,9-Jun,SB,31.7,450,20.79,12,29332.79221,-39.11038961,
W5S,16,15,1,C,6,9-Jun,SB,3.6,450,20.79,12,3331.168831,-4.441558442,
W7S,16,16,1,C,6,9-Jun,SB,-6.2,450,20.79,12,-5737.012987,7.649350649,
W9S,16,17,1,C,6,9-Jun,SB,-27.2,450,20.79,12,-25168.83117,33.55844156,
W11S,16,18,1,C,6,9-Jun,SB,-5.9,450,20.79,12,-5459.415584,7.279220779,
W13S,16,19,1,C,6,9-Jun,SB,-0.2,450,20.79,12,-185.0649351,0.246753247,
W15S,16,20,1,C,6,9-Jun,SB,1867.5,450,20.79,12,1728043.831,-2304.058442,
W17S,16,21,1,C,6,9-Jun,SB,3.6,450,20.79,12,3331.168831,-4.441558442,
W19S,16,22,1,C,6,9-Jun,SB,-2,450,20.79,12,-1850.649351,2.467532468,
W21S,16,23,1,C,6,9-Jun,SB,-10.2,450,20.79,12,-9438.311688,12.58441558,
W23S,16,24,1,C,6,9-Jun,SB,15.4,450,20.79,12,14250,-19,
W1S,16,25,1,C,6,9-Jun,SB,18,450,20.79,12,16655.84416,-22.20779221,
G1S,17,1,3,HT,2,4-Feb,NB,6.2,450,23.0076,12,5184.04788,-6.91206384,
G3S,17,2,3,HT,2,4-Feb,NB,7.9,450,23.0076,12,6605.480363,-8.807307151,
G5S,17,3,3,HT,2,4-Feb,NB,-14.5,450,23.0076,12,-12123.98294,16.16531059,
G7S,17,4,3,HT,2,4-Feb,NB,3,450,23.0076,12,2508.410264,-3.344547019,
G9S,17,5,3,HT,2,4-Feb,NB,-4.1,450,23.0076,12,-3428.160695,4.570880926,
G11S,17,6,3,HT,2,4-Feb,NB,-9.4,450,23.0076,12,-7859.685495,10.47958066,
G13S,17,7,3,HT,2,4-Feb,NB,-0.4,450,23.0076,12,-334.4547019,0.445939603,
G15S,17,8,3,HT,2,4-Feb,NB,8.6,450,23.0076,12,7190.776091,-9.587701455,
G17S,17,9,3,HT,2,4-Feb,NB,-7,450,23.0076,12,-5852.957284,7.803943045,
G19S,17,10,3,HT,2,4-Feb,NB,3.3,450,23.0076,12,2759.251291,-3.679001721,
G21S,17,11,3,HT,2,4-Feb,NB,7.7,450,23.0076,12,6438.253012,-8.584337349,
G23S,17,12,3,HT,2,4-Feb,NB,-11,450,23.0076,12,-9197.504303,12.26333907,
G1S,17,13,3,HT,2,4-Feb,NB,1.3,450,23.0076,12,1086.977781,-1.449303708,
G3S,17,14,3,HT,2,4-Feb,NB,40.8,450,23.0076,12,34114.3796,-45.48583946,
G5S,17,15,3,HT,2,4-Feb,NB,-0.1,450,23.0076,12,-83.61367548,0.111484901,
G7S,17,16,3,HT,2,4-Feb,NB,7,450,23.0076,12,5852.957284,-7.803943045,
G9S,17,17,3,HT,2,4-Feb,NB,2.2,450,23.0076,12,1839.500861,-2.452667814,
G11S,17,18,3,HT,2,4-Feb,NB,-2.3,450,23.0076,12,-1923.114536,2.564152715,
G13S,17,19,3,HT,2,4-Feb,NB,-2.7,450,23.0076,12,-2257.569238,3.010092317,
G15S,17,20,3,HT,2,4-Feb,NB,0,450,23.0076,12,0,0,
G17S,17,21,3,HT,2,4-Feb,NB,-16.3,450,23.0076,12,-13629.0291,18.1720388,
G19S,17,22,3,HT,2,4-Feb,NB,6.1,450,23.0076,12,5100.434204,-6.800578939,
G21S,17,23,3,HT,2,4-Feb,NB,8.2,450,23.0076,12,6856.321389,-9.141761853,
G23S,17,24,3,HT,2,4-Feb,NB,1.7,450,23.0076,12,1421.432483,-1.895243311,
G1S,17,25,3,HT,2,4-Feb,NB,-20.2,450,23.0076,12,-16889.96245,22.51994993,
Y1S,17,1,4,HX,2,6-Feb,NB,13.2,450,25.564,12,9933.304647,-13.2444062,
Y3S,17,2,4,HX,2,6-Feb,NB,5.7,450,25.564,12,4289.381552,-5.719175403,
Y5S,17,3,4,HX,2,6-Feb,NB,-3.7,450,25.564,12,-2784.335394,3.712447191,
Y7S,17,4,4,HX,2,6-Feb,NB,2.9,450,25.564,12,2182.31693,-2.909755907,
Y9S,17,5,4,HX,2,6-Feb,NB,6.5,450,25.564,12,4891.400016,-6.521866688,
Y11S,17,6,4,HX,2,6-Feb,NB,5.4,450,25.564,12,4063.624628,-5.418166171,
Y13S,17,7,4,HX,2,6-Feb,NB,6.6,450,25.564,12,4966.652324,-6.622203098,
Y15S,17,8,4,HX,2,6-Feb,NB,8.8,450,25.564,12,6622.203098,-8.829604131,
Y17S,17,9,4,HX,2,6-Feb,NB,-4.2,450,25.564,12,-3160.596933,4.214129244,
Y19S,17,10,4,HX,2,6-Feb,NB,0.7,450,25.564,12,526.7661555,-0.702354874,
Y21S,17,11,4,HX,2,6-Feb,NB,-3.6,450,25.564,12,-2709.083086,3.612110781,
Y23S,17,12,4,HX,2,6-Feb,NB,36.7,450,25.564,12,27617.59701,-36.82346268,
Y1S,17,13,4,HX,2,6-Feb,NB,0.7,450,25.564,12,526.7661555,-0.702354874,
Y3S,17,14,4,HX,2,6-Feb,NB,-4.7,450,25.564,12,-3536.858473,4.715811297,
Y5S,17,15,4,HX,2,6-Feb,NB,-0.5,450,25.564,12,-376.2615397,0.501682053,
Y7S,17,16,4,HX,2,6-Feb,NB,0.5,450,25.564,12,376.2615397,-0.501682053,
