Experiment,Colony,Coral,Location,Treatment,Chamber,Day,Time,rsq,mo2,mo2_turb_avg,mo2_turb
1,1,3-Jan,NB,C,1,Day2,1,0.349,0.189704247,,
1,1,3-Jan,NB,C,1,Day2,2,0.558,0.293339072,0.24152166,0.293339072
1,1,3-Jan,NB,C,1,Day2,3,0.221,0.150310898,,
1,1,3-Jan,NB,C,1,Day2,4,0.228,0.144213627,0.147262263,0.144213627
1,1,3-Jan,NB,C,1,Day2,5,0.754,1.506018837,,
1,1,3-Jan,NB,C,1,Day2,6,0.728,0.449887963,0.9779534,0.449887963
1,1,3-Jan,NB,C,1,Day2,7,0.539,0.315163343,,
1,1,3-Jan,NB,C,1,Day2,8,0.711,0.42472897,0.369946157,0.42472897
1,1,3-Jan,NB,C,1,Day2,9,0.819,0.593220853,,
1,1,3-Jan,NB,C,1,Day2,10,0.87,0.722493172,0.657857013,0.722493172
1,1,3-Jan,NB,C,1,Day2,11,0.0788,0.073252315,,
1,1,3-Jan,NB,C,1,Day2,12,0.44,0.245617279,0.159434797,0.245617279
1,1,3-Jan,NB,C,1,Day2,13,0.842,0.645870756,,
1,1,3-Jan,NB,C,1,Day2,14,0.92,0.900430605,0.773150681,0.900430605
1,1,3-Jan,NB,C,1,Day2,15,0.931,0.907619207,,
1,1,3-Jan,NB,C,1,Day2,16,0.932,1.035502557,0.971560882,1.035502557
1,1,3-Jan,NB,C,1,Day2,17,0.942,1.043851895,,
1,1,3-Jan,NB,C,1,Day2,18,0.956,1.214235548,1.129043722,1.214235548
1,1,3-Jan,NB,C,1,Day2,19,0.829,0.601668211,,
1,1,3-Jan,NB,C,1,Day2,20,0.958,1.184782868,0.89322554,1.184782868
1,1,3-Jan,NB,C,1,Day2,21,0.153,0.113142346,,
1,1,3-Jan,NB,C,1,Day2,22,0.42,0.251902336,0.182522341,0.251902336
1,1,3-Jan,NB,C,1,Day2,23,0.866,0.698801489,,
1,1,3-Jan,NB,C,1,Day2,24,0.912,0.91014111,0.8044713,0.91014111
1,1,3-Jan,NB,C,1,Day2,25,0.798,0.611292239,,
1,1,3-Jan,NB,C,1,Day2,26,0.87,0.727607757,0.669449998,0.727607757
1,1,3-Jan,NB,C,1,Day2,27,0.79,0.626171238,,
1,1,3-Jan,NB,C,1,Day2,28,0.84,0.678775744,0.652473491,0.678775744
1,1,3-Jan,NB,C,1,Day2,29,0.838,0.64406902,,
1,1,3-Jan,NB,C,1,Day2,30,0.9,0.846106999,0.74508801,0.846106999
1,1,3-Jan,NB,C,1,Day2,31,0.694,0.441908395,,
1,1,3-Jan,NB,C,1,Day2,32,0.902,0.859476089,0.650692242,0.859476089
1,1,3-Jan,NB,C,1,Day2,33,0.142,0.101966918,,
1,1,3-Jan,NB,C,1,Day2,34,0.498,0.258965368,0.180466143,0.258965368
1,1,3-Jan,NB,C,1,Day2,35,0.00373,-0.01697083,,
1,1,3-Jan,NB,C,1,Day2,36,0.37,0.213217444,0.098123307,0.213217444
1,1,3-Jan,NB,C,1,Day2,37,0.167,0.129501219,,
1,1,3-Jan,NB,C,1,Day2,38,0.321,0.180087881,0.15479455,0.180087881
1,1,3-Jan,NB,C,1,Day2,39,0.761,0.557610329,,
1,1,3-Jan,NB,C,1,Day2,40,0.318,0.18752668,0.372568505,0.18752668
1,1,3-Jan,NB,C,1,Day2,41,0.711,0.401500668,,
1,1,3-Jan,NB,C,1,Day2,42,0.777,0.577664377,0.489582523,0.577664377
1,1,3-Jan,NB,C,1,Day2,43,0.444,0.275207461,,
1,1,3-Jan,NB,C,1,Day2,44,0.659,0.403327786,0.339267624,0.403327786
1,1,3-Jan,NB,C,1,Day2,45,0.182,0.130948635,,
1,1,3-Jan,NB,C,1,Day2,46,0.0668,0.074238034,0.102593335,0.074238034
1,1,3-Jan,NB,C,1,Day2,47,0.016,0.169432986,,
1,1,3-Jan,NB,C,1,Day2,48,0.0241,0.036799551,0.103116269,0.036799551
1,1,3-Jan,NB,C,1,Day2,49,0.0751,0.07624812,,
1,1,3-Jan,NB,C,1,Day2,50,0.254,0.150622749,0.113435435,0.150622749
1,1,3-Jan,NB,C,1,Day2,51,0.0631,-0.07356415,,
1,2,5-Feb,NB,C,2,Day2,1,0.677,0.372386039,,
1,2,5-Feb,NB,C,2,Day2,2,0.675,0.286045849,0.329215944,0.286045849
1,2,5-Feb,NB,C,2,Day2,3,0.886,0.538006833,,
1,2,5-Feb,NB,C,2,Day2,4,0.873,0.476783763,0.507395298,0.476783763
1,2,5-Feb,NB,C,2,Day2,5,0.937,0.951369048,,
1,2,5-Feb,NB,C,2,Day2,6,0.916,0.581348615,0.766358832,0.581348615
1,2,5-Feb,NB,C,2,Day2,7,0.939,0.74875336,,
1,2,5-Feb,NB,C,2,Day2,8,0.959,0.802930693,0.775842027,0.802930693
1,2,5-Feb,NB,C,2,Day2,9,0.967,0.899349267,,
1,2,5-Feb,NB,C,2,Day2,10,0.983,1.244381675,1.071865471,1.244381675
1,2,5-Feb,NB,C,2,Day2,11,0.87,0.656660421,,
1,2,5-Feb,NB,C,2,Day2,12,0.943,0.735528559,0.69609449,0.735528559
1,2,5-Feb,NB,C,2,Day2,13,0.954,0.978032918,,
1,2,5-Feb,NB,C,2,Day2,14,0.968,1.052986236,1.015509577,1.052986236
1,2,5-Feb,NB,C,2,Day2,15,0.958,1.033728434,,
1,2,5-Feb,NB,C,2,Day2,16,0.961,0.944905921,0.989317178,0.944905921
1,2,5-Feb,NB,C,2,Day2,17,0.931,0.848159548,,
1,2,5-Feb,NB,C,2,Day2,18,0.945,0.851561382,0.849860465,0.851561382
1,2,5-Feb,NB,C,2,Day2,19,0.925,0.669572913,,
1,2,5-Feb,NB,C,2,Day2,20,0.936,0.814566685,0.742069799,0.814566685
1,2,5-Feb,NB,C,2,Day2,21,0.904,0.768529116,,
1,2,5-Feb,NB,C,2,Day2,22,0.888,0.702976297,0.735752707,0.702976297
1,2,5-Feb,NB,C,2,Day2,23,0.866,0.71333048,,
1,2,5-Feb,NB,C,2,Day2,24,0.882,0.666462132,0.689896306,0.666462132
1,2,5-Feb,NB,C,2,Day2,25,0.878,0.773379205,,
1,2,5-Feb,NB,C,2,Day2,26,0.906,0.768946307,0.771162756,0.768946307
1,2,5-Feb,NB,C,2,Day2,27,0.937,0.978989687,,
1,2,5-Feb,NB,C,2,Day2,28,0.913,0.794793818,0.886891753,0.794793818
1,2,5-Feb,NB,C,2,Day2,29,0.82,0.613727043,,
1,2,5-Feb,NB,C,2,Day2,30,0.86,0.592679857,0.60320345,0.592679857
1,2,5-Feb,NB,C,2,Day2,31,0.846,0.541997508,,
1,2,5-Feb,NB,C,2,Day2,32,0.816,0.549025923,0.545511716,0.549025923
1,2,5-Feb,NB,C,2,Day2,33,0.0119,0.018311535,,
1,2,5-Feb,NB,C,2,Day2,34,0.373,0.146499116,0.082405326,0.146499116
1,2,5-Feb,NB,C,2,Day2,35,0.722,0.359884366,,
1,2,5-Feb,NB,C,2,Day2,36,0.793,0.400643784,0.380264075,0.400643784
1,2,5-Feb,NB,C,2,Day2,37,0.79,0.397073912,,
1,2,5-Feb,NB,C,2,Day2,38,0.578,0.236175826,0.316624869,0.236175826
1,2,5-Feb,NB,C,2,Day2,39,0.648,0.255981927,,
1,2,5-Feb,NB,C,2,Day2,40,0.63,0.268515544,0.262248736,0.268515544
1,2,5-Feb,NB,C,2,Day2,41,0.59,0.275436049,,
1,2,5-Feb,NB,C,2,Day2,42,0.666,0.281783613,0.278609831,0.281783613
1,2,5-Feb,NB,C,2,Day2,43,0.607,0.294085859,,
1,2,5-Feb,NB,C,2,Day2,44,0.831,0.424215059,0.359150459,0.424215059
1,2,5-Feb,NB,C,2,Day2,45,0.128,0.083197828,,
1,2,5-Feb,NB,C,2,Day2,46,0.618,0.21700161,0.150099719,0.21700161
1,2,5-Feb,NB,C,2,Day2,47,0.303,-1.222864014,,
1,2,5-Feb,NB,C,2,Day2,48,0.843,0.436651223,-0.393106396,0.436651223
1,2,5-Feb,NB,C,2,Day2,49,0.725,0.303710855,,
1,2,5-Feb,NB,C,2,Day2,50,0.72,0.273274923,0.288492889,0.273274923
1,3,3-Mar,NB,C,3,Day2,1,0.86,1.185887372,,
1,3,3-Mar,NB,C,3,Day2,2,0.895,1.375752309,1.280819841,1.375752309
1,3,3-Mar,NB,C,3,Day2,3,0.843,1.2045673,,
1,3,3-Mar,NB,C,3,Day2,4,0.874,1.37165771,1.288112505,1.37165771
1,3,3-Mar,NB,C,3,Day2,5,0.89,3.644249304,,
1,3,3-Mar,NB,C,3,Day2,6,0.808,0.644361657,2.144305481,0.644361657
1,3,3-Mar,NB,C,3,Day2,7,0.842,1.10156659,,
1,3,3-Mar,NB,C,3,Day2,8,0.874,1.234075751,1.167821171,1.234075751
1,3,3-Mar,NB,C,3,Day2,9,0.857,1.082487518,,
1,3,3-Mar,NB,C,3,Day2,10,0.89,1.279914002,1.18120076,1.279914002
1,3,3-Mar,NB,C,3,Day2,11,0.796,0.902410867,,
1,3,3-Mar,NB,C,3,Day2,12,0.9,1.182442582,1.042426725,1.182442582
1,3,3-Mar,NB,C,3,Day2,13,0.866,1.221573056,,
1,3,3-Mar,NB,C,3,Day2,14,0.828,1.101057576,1.161315316,1.101057576
1,3,3-Mar,NB,C,3,Day2,15,0.852,0.995314645,,
1,3,3-Mar,NB,C,3,Day2,16,0.849,1.087812873,1.041563759,1.087812873
1,3,3-Mar,NB,C,3,Day2,17,0.744,0.851203455,,
1,3,3-Mar,NB,C,3,Day2,18,0.798,1.028728739,0.939966097,1.028728739
1,3,3-Mar,NB,C,3,Day2,19,0.643,0.643292387,,
1,3,3-Mar,NB,C,3,Day2,20,0.859,1.131022273,0.88715733,1.131022273
1,3,3-Mar,NB,C,3,Day2,21,0.956,2.906956438,,
1,3,3-Mar,NB,C,3,Day2,22,0.917,2.40040562,2.653681029,2.40040562
1,3,3-Mar,NB,C,3,Day2,23,0.876,1.240295154,,
1,3,3-Mar,NB,C,3,Day2,24,0.866,1.292632814,1.266463984,1.292632814
1,3,3-Mar,NB,C,3,Day2,25,0.802,1.023184866,,
1,3,3-Mar,NB,C,3,Day2,26,0.834,1.177604001,1.100394434,1.177604001
1,3,3-Mar,NB,C,3,Day2,27,0.926,1.54427982,,
1,3,3-Mar,NB,C,3,Day2,28,0.911,1.871686394,1.707983107,1.871686394
1,3,3-Mar,NB,C,3,Day2,29,0.683,0.795395646,,
1,3,3-Mar,NB,C,3,Day2,30,0.824,1.025408247,0.910401947,1.025408247
1,3,3-Mar,NB,C,3,Day2,31,0.945,2.160856469,,
1,3,3-Mar,NB,C,3,Day2,32,0.888,1.283377778,1.722117124,1.283377778
1,3,3-Mar,NB,C,3,Day2,33,0.934,1.702604164,,
1,3,3-Mar,NB,C,3,Day2,34,0.948,1.825868192,1.764236178,1.825868192
1,3,3-Mar,NB,C,3,Day2,35,0.37,0.412097483,,
1,3,3-Mar,NB,C,3,Day2,36,0.763,0.865769334,0.638933409,0.865769334
1,3,3-Mar,NB,C,3,Day2,37,0.889,1.217245101,,
1,3,3-Mar,NB,C,3,Day2,38,0.621,0.682403113,0.949824107,0.682403113
1,3,3-Mar,NB,C,3,Day2,39,0.871,1.062276743,,
1,3,3-Mar,NB,C,3,Day2,40,0.66,0.598396246,0.830336495,0.598396246
1,3,3-Mar,NB,C,3,Day2,41,0.779,0.73515771,,
1,3,3-Mar,NB,C,3,Day2,42,0.234,0.231192861,0.483175286,0.231192861
1,3,3-Mar,NB,C,3,Day2,43,0.767,0.762889232,,
1,3,3-Mar,NB,C,3,Day2,44,0.726,0.762685107,0.76278717,0.762685107
1,3,3-Mar,NB,C,3,Day2,45,0.697,0.692609946,,
1,3,3-Mar,NB,C,3,Day2,46,0.69,0.663328914,0.67796943,0.663328914
1,3,3-Mar,NB,C,3,Day2,47,0.172,1.956464463,,
1,3,3-Mar,NB,C,3,Day2,48,0.879,0.993932197,1.47519833,0.993932197
1,3,3-Mar,NB,C,3,Day2,49,0.745,0.736276286,,
1,3,3-Mar,NB,C,3,Day2,50,0.718,0.698099054,0.71718767,0.698099054
1,4,9-Apr,NB,C,4,Day2,1,0.135,0.145004907,,
1,4,9-Apr,NB,C,4,Day2,2,0.146,0.085980218,0.115492563,0.085980218
1,4,9-Apr,NB,C,4,Day2,3,0.4,0.166483079,,
1,4,9-Apr,NB,C,4,Day2,4,0.42,0.165738869,0.166110974,0.165738869
1,4,9-Apr,NB,C,4,Day2,5,0.696,0.539812497,,
1,4,9-Apr,NB,C,4,Day2,6,0.117,0.064872427,0.302342462,0.064872427
1,4,9-Apr,NB,C,4,Day2,7,0.679,-0.286244378,,
1,4,9-Apr,NB,C,4,Day2,8,0.447,-0.180250269,-0.233247324,-0.180250269
1,4,9-Apr,NB,C,4,Day2,9,0.402,-0.194986372,,
1,4,9-Apr,NB,C,4,Day2,10,0.296,-0.135768024,-0.165377198,-0.135768024
1,4,9-Apr,NB,C,4,Day2,11,0.376,-0.168369699,,
1,4,9-Apr,NB,C,4,Day2,12,0.604,-0.368755843,-0.268562771,-0.368755843
1,4,9-Apr,NB,C,4,Day2,13,0.711,-0.311696978,,
1,4,9-Apr,NB,C,4,Day2,14,0.497,-0.201399736,-0.256548357,-0.201399736
1,4,9-Apr,NB,C,4,Day2,15,0.00102,-0.007556717,,
1,4,9-Apr,NB,C,4,Day2,16,0.00755,0.019241994,0.005842639,0.019241994
1,4,9-Apr,NB,C,4,Day2,17,0.118,0.085265606,,
1,4,9-Apr,NB,C,4,Day2,18,0.0993,0.070501912,0.077883759,0.070501912
1,4,9-Apr,NB,C,4,Day2,19,0.286,-0.134427862,,
1,4,9-Apr,NB,C,4,Day2,20,0.654,0.258933872,0.062253005,0.258933872
1,4,9-Apr,NB,C,4,Day2,21,0.167,0.130329884,,
1,4,9-Apr,NB,C,4,Day2,22,0.711,0.289009073,0.209669479,0.289009073
1,4,9-Apr,NB,C,4,Day2,23,0.372,0.174900091,,
1,4,9-Apr,NB,C,4,Day2,24,0.516,0.195995294,0.185447693,0.195995294
1,4,9-Apr,NB,C,4,Day2,25,0.906,0.684994312,,
1,4,9-Apr,NB,C,4,Day2,26,0.787,0.431294082,0.558144197,0.431294082
1,4,9-Apr,NB,C,4,Day2,27,0.903,0.711479171,,
1,4,9-Apr,NB,C,4,Day2,28,0.909,0.623310422,0.667394797,0.623310422
1,4,9-Apr,NB,C,4,Day2,29,0.902,0.664588743,,
1,4,9-Apr,NB,C,4,Day2,30,0.886,0.593648734,0.629118739,0.593648734
1,4,9-Apr,NB,C,4,Day2,31,0.951,0.78905018,,
1,4,9-Apr,NB,C,4,Day2,32,0.939,0.707409087,0.748229634,0.707409087
1,4,9-Apr,NB,C,4,Day2,33,0.886,0.597551829,,
1,4,9-Apr,NB,C,4,Day2,34,0.89,0.607849467,0.602700648,0.607849467
1,4,9-Apr,NB,C,4,Day2,35,0.899,0.565811771,,
1,4,9-Apr,NB,C,4,Day2,36,0.863,0.528152565,0.546982168,0.528152565
1,4,9-Apr,NB,C,4,Day2,37,0.73,0.344012198,,
1,4,9-Apr,NB,C,4,Day2,38,0.794,0.372563399,0.358287799,0.372563399
1,4,9-Apr,NB,C,4,Day2,39,0.33,0.157099578,,
1,4,9-Apr,NB,C,4,Day2,40,0.215,0.106924971,0.132012275,0.106924971
1,4,9-Apr,NB,C,4,Day2,41,0.594,0.2520566,,
1,4,9-Apr,NB,C,4,Day2,42,0.732,0.316266902,0.284161751,0.316266902
1,4,9-Apr,NB,C,4,Day2,43,0.408,0.160231533,,
1,4,9-Apr,NB,C,4,Day2,44,0.436,0.178277363,0.169254448,0.178277363
1,4,9-Apr,NB,C,4,Day2,45,0.709,0.285713746,,
1,4,9-Apr,NB,C,4,Day2,46,0.728,0.308974784,0.297344265,0.308974784
1,4,9-Apr,NB,C,4,Day2,47,0.641,2.550136314,,
1,4,9-Apr,NB,C,4,Day2,48,0.819,0.390991781,1.470564048,0.390991781
1,4,9-Apr,NB,C,4,Day2,49,0.786,0.325891986,,
1,4,9-Apr,NB,C,4,Day2,50,0.728,0.299664287,0.312778137,0.299664287
2,5,9-May,SB,C,1,Day2,1,0.409,0.134787752,,
2,5,9-May,SB,C,1,Day2,2,0.333,0.110473702,0.122630727,0.110473702
2,5,9-May,SB,C,1,Day2,3,0.211,0.083356029,,
2,5,9-May,SB,C,1,Day2,4,0.409,0.131150768,0.107253399,0.131150768
2,5,9-May,SB,C,1,Day2,5,0.589,0.195482577,,
2,5,9-May,SB,C,1,Day2,6,0.685,0.236770523,0.21612655,0.236770523
2,5,9-May,SB,C,1,Day2,7,0.732,0.285383637,,
2,5,9-May,SB,C,1,Day2,8,0.875,0.444731877,0.365057757,0.444731877
2,5,9-May,SB,C,1,Day2,9,0.84,0.387518219,,
2,5,9-May,SB,C,1,Day2,10,0.928,0.560665435,0.474091827,0.560665435
2,5,9-May,SB,C,1,Day2,11,0.872,0.469414546,,
2,5,9-May,SB,C,1,Day2,12,0.913,0.510792711,0.490103629,0.510792711
2,5,9-May,SB,C,1,Day2,13,0.908,0.565295946,,0.565295946
2,5,9-May,SB,C,1,Day2,14,0.95,0.720737558,0.643016752,0.720737558
2,5,9-May,SB,C,1,Day2,15,0.963,0.88174676,,0.88174676
2,5,9-May,SB,C,1,Day2,16,0.965,0.958483856,0.920115308,0.958483856
2,5,9-May,SB,C,1,Day2,17,0.972,1.026583769,,1.026583769
2,5,9-May,SB,C,1,Day2,18,0.977,1.055166415,1.040875092,1.055166415
2,5,9-May,SB,C,1,Day2,19,0.958,0.895468726,,0.895468726
2,5,9-May,SB,C,1,Day2,20,0.967,0.949696788,0.922582757,0.949696788
2,5,9-May,SB,C,1,Day2,21,0.949,0.77539897,,0.77539897
2,5,9-May,SB,C,1,Day2,22,0.922,0.691056191,0.733227581,0.691056191
2,5,9-May,SB,C,1,Day2,23,0.976,1.08061814,,1.08061814
2,5,9-May,SB,C,1,Day2,24,0.977,1.179483555,1.130050848,1.179483555
2,5,9-May,SB,C,1,Day2,25,0.965,1.002060781,,1.002060781
2,5,9-May,SB,C,1,Day2,26,0.974,1.100340244,1.051200513,1.100340244
2,5,9-May,SB,C,1,Day2,27,0.827,0.378619082,,0.378619082
2,5,9-May,SB,C,1,Day2,28,0.828,0.380974,0.379796541,0.380974
2,5,9-May,SB,C,1,Day2,29,0.973,0.990333787,,0.990333787
2,5,9-May,SB,C,1,Day2,30,0.918,0.606708409,0.798521098,0.606708409
2,5,9-May,SB,C,1,Day2,31,0.976,1.19545192,,1.19545192
2,5,9-May,SB,C,1,Day2,32,0.957,0.968400825,1.081926373,0.968400825
2,5,9-May,SB,C,1,Day2,33,0.968,1.008307821,,1.008307821
2,5,9-May,SB,C,1,Day2,34,0.97,1.030463808,1.019385815,1.030463808
2,5,9-May,SB,C,1,Day2,35,0.94,0.714518565,,0.714518565
2,5,9-May,SB,C,1,Day2,36,0.942,0.659527917,0.687023241,0.659527917
2,5,9-May,SB,C,1,Day2,37,0.891,0.512079086,,0.512079086
2,5,9-May,SB,C,1,Day2,38,0.859,0.429158131,0.470618609,0.429158131
2,5,9-May,SB,C,1,Day2,39,0.859,0.414464454,,0.414464454
2,5,9-May,SB,C,1,Day2,40,0.881,0.456091408,0.435277931,0.456091408
2,5,9-May,SB,C,1,Day2,41,0.665,-0.868582354,,-0.868582354
2,6,4-Jun,SB,C,2,Day2,1,0.92,1.0944137,,1.0944137
2,6,4-Jun,SB,C,2,Day2,2,0.271,0.192382544,0.643398122,0.192382544
2,6,4-Jun,SB,C,2,Day2,3,0.812,0.65185322,,0.65185322
2,6,4-Jun,SB,C,2,Day2,4,0.815,0.712016244,0.681934732,0.712016244
2,6,4-Jun,SB,C,2,Day2,5,0.761,0.546871204,,0.546871204
2,6,4-Jun,SB,C,2,Day2,6,0.756,0.597992903,0.572432054,0.597992903
2,6,4-Jun,SB,C,2,Day2,7,0.836,0.78599455,,0.78599455
2,6,4-Jun,SB,C,2,Day2,8,0.688,0.512101022,0.649047786,0.512101022
2,6,4-Jun,SB,C,2,Day2,9,0.698,0.44190677,,0.44190677
2,6,4-Jun,SB,C,2,Day2,10,0.709,0.46408763,0.4529972,0.46408763
2,6,4-Jun,SB,C,2,Day2,11,0.69,0.561973109,,0.561973109
2,6,4-Jun,SB,C,2,Day2,12,0.675,0.52185751,0.54191531,0.52185751
2,6,4-Jun,SB,C,2,Day2,13,0.609,0.447547622,,0.447547622
2,6,4-Jun,SB,C,2,Day2,14,0.609,0.406830538,0.42718908,0.406830538
2,6,4-Jun,SB,C,2,Day2,15,0.819,0.680657192,,0.680657192
2,6,4-Jun,SB,C,2,Day2,16,0.511,0.346500156,0.513578674,0.346500156
2,6,4-Jun,SB,C,2,Day2,17,0.854,0.846578818,,0.846578818
2,6,4-Jun,SB,C,2,Day2,18,0.582,0.413556414,0.630067616,0.413556414
2,6,4-Jun,SB,C,2,Day2,19,0.8,0.742609325,,0.742609325
2,6,4-Jun,SB,C,2,Day2,20,0.767,0.631922394,0.68726586,0.631922394
2,6,4-Jun,SB,C,2,Day2,21,0.299,0.2604134,,0.2604134
2,6,4-Jun,SB,C,2,Day2,22,0.000433,0.00779686,0.13410513,0.00779686
2,6,4-Jun,SB,C,2,Day2,23,0.0116,0.03785095,,0.03785095
2,6,4-Jun,SB,C,2,Day2,24,0.427,0.314430727,0.176140839,0.314430727
2,6,4-Jun,SB,C,2,Day2,25,0.277,0.226427438,,0.226427438
2,6,4-Jun,SB,C,2,Day2,26,0.298,0.249137872,0.237782655,0.249137872
2,6,4-Jun,SB,C,2,Day2,27,0.504,0.312859956,,0.312859956
2,6,4-Jun,SB,C,2,Day2,28,0.707,0.724233227,0.518546592,0.724233227
2,6,4-Jun,SB,C,2,Day2,29,0.709,0.533850137,,0.533850137
2,6,4-Jun,SB,C,2,Day2,30,0.704,0.506067391,0.519958764,0.506067391
2,6,4-Jun,SB,C,2,Day2,31,0.604,0.446287705,,0.446287705
2,6,4-Jun,SB,C,2,Day2,32,0.818,0.644932602,0.545610154,0.644932602
2,6,4-Jun,SB,C,2,Day2,33,0.658,0.546930283,,0.546930283
2,6,4-Jun,SB,C,2,Day2,34,0.675,0.493265974,0.520098129,0.493265974
2,6,4-Jun,SB,C,2,Day2,35,0.745,0.54116086,,0.54116086
2,6,4-Jun,SB,C,2,Day2,36,0.661,0.529412615,0.535286738,0.529412615
2,6,4-Jun,SB,C,2,Day2,37,0.571,0.459804791,,0.459804791
2,6,4-Jun,SB,C,2,Day2,38,0.75,0.672096589,0.56595069,0.672096589
2,6,4-Jun,SB,C,2,Day2,39,0.654,0.495362588,,0.495362588
2,6,4-Jun,SB,C,2,Day2,40,0.564,0.416135347,0.455748968,0.416135347
2,6,4-Jun,SB,C,2,Day2,41,0.661,0.473757362,,0.473757362
2,6,4-Jun,SB,C,2,Day2,42,0.498,0.322649063,0.398203213,0.322649063
2,6,4-Jun,SB,C,2,Day2,43,0.64,0.451162504,,0.451162504
2,6,4-Jun,SB,C,2,Day2,44,0.412,0.253916493,0.352539499,0.253916493
2,6,4-Jun,SB,C,2,Day2,45,0.407,0.278848013,,0.278848013
2,6,4-Jun,SB,C,2,Day2,46,0.812,0.619212326,0.44903017,0.619212326
2,6,4-Jun,SB,C,2,Day2,47,0.784,0.636326116,,0.636326116
2,7,4-Jul,SB,C,3,Day2,1,0.97,2.074918108,,2.074918108
2,7,4-Jul,SB,C,3,Day2,2,0.926,1.351549522,1.713233815,1.351549522
2,7,4-Jul,SB,C,3,Day2,3,0.965,1.847530677,,1.847530677
2,7,4-Jul,SB,C,3,Day2,4,0.949,1.409951467,1.628741072,1.409951467
2,7,4-Jul,SB,C,3,Day2,5,0.924,1.372807685,,1.372807685
2,7,4-Jul,SB,C,3,Day2,6,0.918,1.327236244,1.350021965,1.327236244
2,7,4-Jul,SB,C,3,Day2,7,0.936,1.51939658,,1.51939658
2,7,4-Jul,SB,C,3,Day2,8,0.945,1.580693351,1.550044966,1.580693351
2,7,4-Jul,SB,C,3,Day2,9,0.958,1.697927258,,1.697927258
2,7,4-Jul,SB,C,3,Day2,10,0.938,1.600453658,1.649190458,1.600453658
2,7,4-Jul,SB,C,3,Day2,11,0.968,1.796537089,,1.796537089
2,7,4-Jul,SB,C,3,Day2,12,0.966,2.033930516,1.915233803,2.033930516
2,7,4-Jul,SB,C,3,Day2,13,0.972,2.079330288,,2.079330288
2,7,4-Jul,SB,C,3,Day2,14,0.934,1.384552615,1.731941452,1.384552615
2,7,4-Jul,SB,C,3,Day2,15,0.946,1.516929213,,1.516929213
2,7,4-Jul,SB,C,3,Day2,16,0.872,1.00396694,1.260448077,1.00396694
2,7,4-Jul,SB,C,3,Day2,17,0.962,1.760802182,,1.760802182
2,7,4-Jul,SB,C,3,Day2,18,0.931,1.693645627,1.727223905,1.693645627
2,7,4-Jul,SB,C,3,Day2,19,0.929,1.739934979,,1.739934979
2,7,4-Jul,SB,C,3,Day2,20,0.938,1.888402164,1.814168572,1.888402164
2,7,4-Jul,SB,C,3,Day2,21,0.935,1.795900824,,1.795900824
2,7,4-Jul,SB,C,3,Day2,22,0.906,1.559986938,1.677943881,1.559986938
2,7,4-Jul,SB,C,3,Day2,23,0.922,1.388795921,,1.388795921
2,7,4-Jul,SB,C,3,Day2,24,0.947,1.665368915,1.527082418,1.665368915
2,7,4-Jul,SB,C,3,Day2,25,0.944,1.739025164,,1.739025164
2,7,4-Jul,SB,C,3,Day2,26,0.877,1.147009723,1.443017444,1.147009723
2,7,4-Jul,SB,C,3,Day2,27,0.906,1.192560412,,1.192560412
2,7,4-Jul,SB,C,3,Day2,28,0.928,1.536161956,1.364361184,1.536161956
2,7,4-Jul,SB,C,3,Day2,29,0.91,1.3454173,,1.3454173
2,7,4-Jul,SB,C,3,Day2,30,0.912,1.328043103,1.336730202,1.328043103
2,7,4-Jul,SB,C,3,Day2,31,0.898,1.307524159,,1.307524159
2,7,4-Jul,SB,C,3,Day2,32,0.889,1.150641157,1.229082658,1.150641157
2,7,4-Jul,SB,C,3,Day2,33,0.882,1.262346195,,1.262346195
2,7,4-Jul,SB,C,3,Day2,34,0.858,1.008696282,1.135521239,1.008696282
2,7,4-Jul,SB,C,3,Day2,35,0.834,0.870186963,,0.870186963
2,7,4-Jul,SB,C,3,Day2,36,0.845,0.861235318,0.865711141,0.861235318
2,7,4-Jul,SB,C,3,Day2,37,0.83,0.860272835,,0.860272835
2,7,4-Jul,SB,C,3,Day2,38,0.869,1.021868051,0.941070443,1.021868051
2,7,4-Jul,SB,C,3,Day2,39,0.798,0.778592084,,0.778592084
2,7,4-Jul,SB,C,3,Day2,40,0.821,0.755644313,0.767118199,0.755644313
2,7,4-Jul,SB,C,3,Day2,41,0.804,0.649062002,,0.649062002
2,7,4-Jul,SB,C,3,Day2,42,0.731,0.599246957,0.62415448,0.599246957
2,7,4-Jul,SB,C,3,Day2,43,0.697,0.531785339,,0.531785339
2,7,4-Jul,SB,C,3,Day2,44,0.384,0.255259165,0.393522252,0.255259165
2,7,4-Jul,SB,C,3,Day2,45,0.298,0.225014455,,0.225014455
2,7,4-Jul,SB,C,3,Day2,46,0.475,0.326420434,0.275717445,0.326420434
2,7,4-Jul,SB,C,3,Day2,47,0.508,0.339156569,,0.339156569
2,7,4-Jul,SB,C,3,Day2,48,0.347,-0.661713495,-0.161278463,-0.661713495
2,8,2-Aug,SB,C,4,Day2,1,0.992,-3.956193299,,-3.956193299
2,8,2-Aug,SB,C,4,Day2,2,0.989,-3.773995887,-3.865094593,-3.773995887
2,8,2-Aug,SB,C,4,Day2,3,0.994,-3.825266372,,-3.825266372
2,8,2-Aug,SB,C,4,Day2,4,0.993,-3.867502105,-3.846384239,-3.867502105
