Experiment,Colony,Coral,Location,Treatment,Chamber,Day,Time,rsq,mo2
1,1,3-Jan,NB,C,1,DAY1,1,0.853,1.116091899
1,1,3-Jan,NB,C,1,DAY1,2,0.92,1.165645787
1,1,3-Jan,NB,C,1,DAY1,3,0.96,1.43979008
1,1,3-Jan,NB,C,1,DAY1,4,0.981,2.090145008
1,1,3-Jan,NB,C,1,DAY1,5,0.977,2.145939533
1,1,3-Jan,NB,C,1,DAY1,6,0.98,2.094726562
1,1,3-Jan,NB,C,1,DAY1,7,0.978,2.060698853
1,1,3-Jan,NB,C,1,DAY1,8,0.973,1.886621327
1,1,3-Jan,NB,C,1,DAY1,9,0.966,1.70482327
1,1,3-Jan,NB,C,1,DAY1,10,0.968,1.850684351
1,1,3-Jan,NB,C,1,DAY1,11,0.948,1.495239489
1,1,3-Jan,NB,C,1,DAY1,12,0.97,1.661701735
1,1,3-Jan,NB,C,1,DAY1,13,0.964,1.354473044
1,1,3-Jan,NB,C,1,DAY1,14,0.94,1.376845186
1,1,3-Jan,NB,C,1,DAY1,15,0.952,1.313774294
1,1,3-Jan,NB,C,1,DAY1,16,0.952,1.259426652
1,1,3-Jan,NB,C,1,DAY2,1,0.349,0.189704247
1,1,3-Jan,NB,C,1,DAY2,2,0.558,0.293339072
1,1,3-Jan,NB,C,1,DAY2,3,0.221,0.150310898
1,1,3-Jan,NB,C,1,DAY2,4,0.228,0.144213627
1,1,3-Jan,NB,C,1,DAY2,5,0.754,1.506018837
1,1,3-Jan,NB,C,1,DAY2,6,0.728,0.449887963
1,1,3-Jan,NB,C,1,DAY2,7,0.539,0.315163343
1,1,3-Jan,NB,C,1,DAY2,8,0.711,0.42472897
1,1,3-Jan,NB,C,1,DAY2,9,0.819,0.593220853
1,1,3-Jan,NB,C,1,DAY2,10,0.87,0.722493172
1,1,3-Jan,NB,C,1,DAY2,11,0.0788,0.073252315
1,1,3-Jan,NB,C,1,DAY2,12,0.44,0.245617279
1,1,3-Jan,NB,C,1,DAY2,13,0.842,0.645870756
1,1,3-Jan,NB,C,1,DAY2,14,0.92,0.900430605
1,1,3-Jan,NB,C,1,DAY2,15,0.931,0.907619207
1,1,3-Jan,NB,C,1,DAY2,16,0.932,1.035502557
1,1,3-Jan,NB,C,1,DAY2,17,0.942,1.043851895
1,1,3-Jan,NB,C,1,DAY2,18,0.956,1.214235548
1,1,3-Jan,NB,C,1,DAY2,19,0.829,0.601668211
1,1,3-Jan,NB,C,1,DAY2,20,0.958,1.184782868
1,1,3-Jan,NB,C,1,DAY2,21,0.153,0.113142346
1,1,3-Jan,NB,C,1,DAY2,22,0.42,0.251902336
1,1,3-Jan,NB,C,1,DAY2,23,0.866,0.698801489
1,1,3-Jan,NB,C,1,DAY2,24,0.912,0.91014111
1,1,3-Jan,NB,C,1,DAY2,25,0.798,0.611292239
1,1,3-Jan,NB,C,1,DAY2,26,0.87,0.727607757
1,1,3-Jan,NB,C,1,DAY2,27,0.79,0.626171238
1,1,3-Jan,NB,C,1,DAY2,28,0.84,0.678775744
1,1,3-Jan,NB,C,1,DAY2,29,0.838,0.64406902
1,1,3-Jan,NB,C,1,DAY2,30,0.9,0.846106999
1,1,3-Jan,NB,C,1,DAY2,31,0.694,0.441908395
1,1,3-Jan,NB,C,1,DAY2,32,0.902,0.859476089
1,1,3-Jan,NB,C,1,DAY2,33,0.142,0.101966918
1,1,3-Jan,NB,C,1,DAY2,34,0.498,0.258965368
1,1,3-Jan,NB,C,1,DAY2,35,0.00373,-0.01697083
1,1,3-Jan,NB,C,1,DAY2,36,0.37,0.213217444
1,1,3-Jan,NB,C,1,DAY2,37,0.167,0.129501219
1,1,3-Jan,NB,C,1,DAY2,38,0.321,0.180087881
1,1,3-Jan,NB,C,1,DAY2,39,0.761,0.557610329
1,1,3-Jan,NB,C,1,DAY2,40,0.318,0.18752668
1,1,3-Jan,NB,C,1,DAY2,41,0.711,0.401500668
1,1,3-Jan,NB,C,1,DAY2,42,0.777,0.577664377
1,1,3-Jan,NB,C,1,DAY2,43,0.444,0.275207461
1,1,3-Jan,NB,C,1,DAY2,44,0.659,0.403327786
1,1,3-Jan,NB,C,1,DAY2,45,0.182,0.130948635
1,1,3-Jan,NB,C,1,DAY2,46,0.0668,0.074238034
1,1,3-Jan,NB,C,1,DAY2,47,0.016,0.169432986
1,1,3-Jan,NB,C,1,DAY2,48,0.0241,0.036799551
1,1,3-Jan,NB,C,1,DAY2,49,0.0751,0.07624812
1,1,3-Jan,NB,C,1,DAY2,50,0.254,0.150622749
1,1,3-Jan,NB,C,1,DAY2,51,0.0631,-0.07356415
1,1,3-Jan,NB,C,1,NIGHT1,1,0.988,-3.369528497
1,1,3-Jan,NB,C,1,NIGHT1,2,0.99,-3.290850441
1,1,3-Jan,NB,C,1,NIGHT1,3,0.992,-3.572699084
1,1,3-Jan,NB,C,1,NIGHT1,4,0.993,-3.195944468
1,1,3-Jan,NB,C,1,NIGHT1,5,0.994,-3.346211301
1,1,3-Jan,NB,C,1,NIGHT1,6,0.976,-3.009791984
1,1,3-Jan,NB,C,1,NIGHT1,7,0.985,-2.99850982
1,1,3-Jan,NB,C,1,NIGHT1,8,0.988,-2.660576049
1,1,3-Jan,NB,C,1,NIGHT1,9,0.989,-2.929310392
1,1,3-Jan,NB,C,1,NIGHT1,10,0.988,-2.635367574
1,1,3-Jan,NB,C,1,NIGHT1,11,0.987,-3.069819859
1,1,3-Jan,NB,C,1,NIGHT1,12,0.985,-3.047455409
1,1,3-Jan,NB,C,1,NIGHT1,13,0.993,-3.650452013
1,1,3-Jan,NB,C,1,NIGHT1,14,0.992,-3.405992483
1,1,3-Jan,NB,C,1,NIGHT1,15,0.994,-3.29822189
1,1,3-Jan,NB,C,1,NIGHT1,16,0.99,-2.99373281
1,1,3-Jan,NB,C,1,NIGHT1,17,0.995,-3.608368444
1,1,3-Jan,NB,C,1,NIGHT1,18,0.994,-3.52585966
1,1,3-Jan,NB,C,1,NIGHT1,19,0.989,-2.868137046
1,1,3-Jan,NB,C,1,NIGHT1,20,0.996,-3.462631964
1,1,3-Jan,NB,C,1,NIGHT1,21,0.994,-3.663983375
1,1,3-Jan,NB,C,1,NIGHT1,22,0.995,-3.564667736
1,1,3-Jan,NB,C,1,NIGHT1,23,0.982,-2.798973647
1,1,3-Jan,NB,C,1,NIGHT1,24,0.995,-3.598823375
1,1,3-Jan,NB,C,1,NIGHT1,25,0.992,-3.46831972
1,1,3-Jan,NB,C,1,NIGHT1,26,0.989,-2.586030462
1,1,3-Jan,NB,C,1,NIGHT1,27,0.988,-2.265835028
1,1,3-Jan,NB,C,1,NIGHT1,28,0.988,-2.487896535
1,1,3-Jan,NB,C,1,NIGHT1,29,0.986,-2.215292198
1,1,3-Jan,NB,C,1,NIGHT1,30,0.989,-2.292750377
1,1,3-Jan,NB,C,1,NIGHT1,31,0.992,-2.640856931
1,1,3-Jan,NB,C,1,NIGHT1,32,0.991,-2.536762554
1,1,3-Jan,NB,C,1,NIGHT1,33,0.989,-2.531842423
1,1,3-Jan,NB,C,1,NIGHT1,34,0.988,-2.530675215
1,1,3-Jan,NB,C,1,NIGHT1,35,0.994,-3.303488465
1,1,3-Jan,NB,C,1,NIGHT1,36,0.99,-2.478031514
1,1,3-Jan,NB,C,1,NIGHT1,37,0.988,-2.627008164
1,1,3-Jan,NB,C,1,NIGHT1,38,0.991,-2.628820348
1,1,3-Jan,NB,C,1,NIGHT1,39,0.989,-2.564271169
1,1,3-Jan,NB,C,1,NIGHT1,40,0.989,-2.623145442
1,1,3-Jan,NB,C,1,NIGHT1,41,0.989,-2.476398166
1,1,3-Jan,NB,C,1,NIGHT1,42,0.994,-3.195654817
1,1,3-Jan,NB,C,1,NIGHT1,43,0.992,-2.701189521
1,1,3-Jan,NB,C,1,NIGHT1,44,0.991,-2.624412041
1,1,3-Jan,NB,C,1,NIGHT1,45,0.985,-2.539948806
1,1,3-Jan,NB,C,1,NIGHT1,46,0.991,-2.718372869
1,1,3-Jan,NB,C,1,NIGHT1,47,0.989,-2.611220281
1,1,3-Jan,NB,C,1,NIGHT1,48,0.989,-3.159189323
1,1,3-Jan,NB,C,1,NIGHT1,49,0.988,-2.454403145
1,1,3-Jan,NB,C,1,NIGHT1,50,0.991,-2.486255143
1,1,3-Jan,NB,C,1,NIGHT1,51,0.992,-3.489433259
1,1,3-Jan,NB,C,1,NIGHT2,1,0.892,-0.814988033
1,1,3-Jan,NB,C,1,NIGHT2,2,0.696,-0.495101528
1,1,3-Jan,NB,C,1,NIGHT2,3,0.596,-0.34075543
1,1,3-Jan,NB,C,1,NIGHT2,4,0.53,-0.352743633
1,1,3-Jan,NB,C,1,NIGHT2,5,0.65,-0.40530091
1,1,3-Jan,NB,C,1,NIGHT2,6,0.599,-0.385920229
1,1,3-Jan,NB,C,1,NIGHT2,7,0.587,-0.334419521
1,1,3-Jan,NB,C,1,NIGHT2,8,0.603,-0.384228973
1,1,3-Jan,NB,C,1,NIGHT2,9,0.615,-0.382259144
1,1,3-Jan,NB,C,1,NIGHT2,10,0.244,-0.183700581
1,1,3-Jan,NB,C,1,NIGHT2,11,0.654,-0.379250637
1,1,3-Jan,NB,C,1,NIGHT2,12,0.566,-0.372878002
1,1,3-Jan,NB,C,1,NIGHT2,13,0.718,-0.444919854
1,1,3-Jan,NB,C,1,NIGHT2,14,0.484,-0.317968548
1,1,3-Jan,NB,C,1,NIGHT2,15,0.69,-0.413637049
1,1,3-Jan,NB,C,1,NIGHT2,16,0.539,-0.380975093
1,1,3-Jan,NB,C,1,NIGHT2,17,0.586,-0.298497896
1,1,3-Jan,NB,C,1,NIGHT2,18,0.598,-0.381028664
1,1,3-Jan,NB,C,1,NIGHT2,19,0.746,-0.455244532
1,1,3-Jan,NB,C,1,NIGHT2,20,0.574,-0.304611306
1,1,3-Jan,NB,C,1,NIGHT2,21,0.66,-0.392131301
1,1,3-Jan,NB,C,1,NIGHT2,22,0.732,-0.438227019
1,1,3-Jan,NB,C,1,NIGHT2,23,0.437,-0.266906977
1,1,3-Jan,NB,C,1,NIGHT2,24,0.712,-0.429242079
1,1,3-Jan,NB,C,1,NIGHT2,25,0.582,-0.321790699
1,1,3-Jan,NB,C,1,NIGHT2,26,0.319,-0.219037354
1,1,3-Jan,NB,C,1,NIGHT2,27,0.797,-0.493249981
1,1,3-Jan,NB,C,1,NIGHT2,28,0.527,-0.391241895
1,1,3-Jan,NB,C,1,NIGHT2,29,0.676,-0.390286173
1,1,3-Jan,NB,C,1,NIGHT2,30,0.706,-0.432738167
1,1,3-Jan,NB,C,1,NIGHT2,31,0.655,-0.385312193
1,1,3-Jan,NB,C,1,NIGHT2,32,0.548,-0.350876128
1,1,3-Jan,NB,C,1,NIGHT2,33,0.552,-0.304124576
1,1,3-Jan,NB,C,1,NIGHT2,34,0.669,-0.401261471
1,1,3-Jan,NB,C,1,NIGHT2,35,0.72,-0.430874871
1,1,3-Jan,NB,C,1,NIGHT2,36,0.562,-0.298641983
1,1,3-Jan,NB,C,1,NIGHT2,37,0.605,-0.331655997
1,1,3-Jan,NB,C,1,NIGHT2,38,0.587,-0.381841781
1,1,3-Jan,NB,C,1,NIGHT2,39,0.514,-0.299318287
1,1,3-Jan,NB,C,1,NIGHT2,40,0.466,-0.299502323
1,1,3-Jan,NB,C,1,NIGHT2,41,0.475,-0.262359865
1,1,3-Jan,NB,C,1,NIGHT2,42,0.554,-0.35140822
1,1,3-Jan,NB,C,1,NIGHT2,43,0.67,-0.348485264
1,1,3-Jan,NB,C,1,NIGHT2,44,0.303,-0.188725534
1,1,3-Jan,NB,C,1,NIGHT2,45,0.494,-0.281482429
1,1,3-Jan,NB,C,1,NIGHT2,46,0.579,-0.377191592
1,1,3-Jan,NB,C,1,NIGHT2,47,0.478,-0.278119737
1,1,3-Jan,NB,C,1,NIGHT2,48,0.702,-0.398163711
1,1,3-Jan,NB,C,1,NIGHT2,49,0.666,-0.400552211
1,1,3-Jan,NB,C,1,NIGHT2,50,0.691,-0.402376401
1,1,3-Jan,NB,C,1,NIGHT2,51,0.626,-0.387859808
1,2,5-Feb,NB,C,2,DAY1,1,0.768,0.477145055
1,2,5-Feb,NB,C,2,DAY1,2,0.751,0.418294742
1,2,5-Feb,NB,C,2,DAY1,3,0.726,0.376889419
1,2,5-Feb,NB,C,2,DAY1,4,0.489,0.273980585
1,2,5-Feb,NB,C,2,DAY1,5,0.791,0.377571849
1,2,5-Feb,NB,C,2,DAY1,6,0.972,1.373412315
1,2,5-Feb,NB,C,2,DAY1,7,0.959,1.182233626
1,2,5-Feb,NB,C,2,DAY1,8,0.954,1.010037159
1,2,5-Feb,NB,C,2,DAY1,9,0.96,1.00582405
1,2,5-Feb,NB,C,2,DAY1,10,0.974,1.33809216
1,2,5-Feb,NB,C,2,DAY1,11,0.972,1.25521191
1,2,5-Feb,NB,C,2,DAY1,12,0.953,1.083107255
1,2,5-Feb,NB,C,2,DAY1,13,0.96,1.136979489
1,2,5-Feb,NB,C,2,DAY1,14,0.939,0.97490404
1,2,5-Feb,NB,C,2,DAY1,15,0.796,0.596118258
1,2,5-Feb,NB,C,2,DAY1,16,0.967,1.113738084
1,2,5-Feb,NB,C,2,DAY1,17,0.966,1.223445929
1,2,5-Feb,NB,C,2,DAY1,18,0.948,1.043130425
1,2,5-Feb,NB,C,2,DAY1,19,0.97,1.098269376
1,2,5-Feb,NB,C,2,DAY1,20,0.958,1.064603388
1,2,5-Feb,NB,C,2,DAY1,21,0.947,0.931181198
1,2,5-Feb,NB,C,2,DAY1,22,0.939,0.89984335
1,2,5-Feb,NB,C,2,DAY1,23,0.957,0.942505882
1,2,5-Feb,NB,C,2,DAY1,24,0.93,0.769192907
1,2,5-Feb,NB,C,2,DAY1,25,0.942,0.843436018
1,2,5-Feb,NB,C,2,DAY1,26,0.94,0.797919623
1,2,5-Feb,NB,C,2,DAY1,27,0.928,0.703061032
1,2,5-Feb,NB,C,2,DAY2,1,0.677,0.372386039
1,2,5-Feb,NB,C,2,DAY2,2,0.675,0.286045849
1,2,5-Feb,NB,C,2,DAY2,3,0.886,0.538006833
1,2,5-Feb,NB,C,2,DAY2,4,0.873,0.476783763
1,2,5-Feb,NB,C,2,DAY2,5,0.937,0.951369048
1,2,5-Feb,NB,C,2,DAY2,6,0.916,0.581348615
1,2,5-Feb,NB,C,2,DAY2,7,0.939,0.74875336
1,2,5-Feb,NB,C,2,DAY2,8,0.959,0.802930693
1,2,5-Feb,NB,C,2,DAY2,9,0.967,0.899349267
1,2,5-Feb,NB,C,2,DAY2,10,0.983,1.244381675
1,2,5-Feb,NB,C,2,DAY2,11,0.87,0.656660421
1,2,5-Feb,NB,C,2,DAY2,12,0.943,0.735528559
1,2,5-Feb,NB,C,2,DAY2,13,0.954,0.978032918
1,2,5-Feb,NB,C,2,DAY2,14,0.968,1.052986236
1,2,5-Feb,NB,C,2,DAY2,15,0.958,1.033728434
1,2,5-Feb,NB,C,2,DAY2,16,0.961,0.944905921
1,2,5-Feb,NB,C,2,DAY2,17,0.931,0.848159548
1,2,5-Feb,NB,C,2,DAY2,18,0.945,0.851561382
1,2,5-Feb,NB,C,2,DAY2,19,0.925,0.669572913
1,2,5-Feb,NB,C,2,DAY2,20,0.936,0.814566685
1,2,5-Feb,NB,C,2,DAY2,21,0.904,0.768529116
1,2,5-Feb,NB,C,2,DAY2,22,0.888,0.702976297
1,2,5-Feb,NB,C,2,DAY2,23,0.866,0.71333048
1,2,5-Feb,NB,C,2,DAY2,24,0.882,0.666462132
1,2,5-Feb,NB,C,2,DAY2,25,0.878,0.773379205
1,2,5-Feb,NB,C,2,DAY2,26,0.906,0.768946307
1,2,5-Feb,NB,C,2,DAY2,27,0.937,0.978989687
1,2,5-Feb,NB,C,2,DAY2,28,0.913,0.794793818
1,2,5-Feb,NB,C,2,DAY2,29,0.82,0.613727043
1,2,5-Feb,NB,C,2,DAY2,30,0.86,0.592679857
1,2,5-Feb,NB,C,2,DAY2,31,0.846,0.541997508
1,2,5-Feb,NB,C,2,DAY2,32,0.816,0.549025923
1,2,5-Feb,NB,C,2,DAY2,33,0.0119,0.018311535
1,2,5-Feb,NB,C,2,DAY2,34,0.373,0.146499116
1,2,5-Feb,NB,C,2,DAY2,35,0.722,0.359884366
1,2,5-Feb,NB,C,2,DAY2,36,0.793,0.400643784
1,2,5-Feb,NB,C,2,DAY2,37,0.79,0.397073912
1,2,5-Feb,NB,C,2,DAY2,38,0.578,0.236175826
1,2,5-Feb,NB,C,2,DAY2,39,0.648,0.255981927
1,2,5-Feb,NB,C,2,DAY2,40,0.63,0.268515544
1,2,5-Feb,NB,C,2,DAY2,41,0.59,0.275436049
1,2,5-Feb,NB,C,2,DAY2,42,0.666,0.281783613
1,2,5-Feb,NB,C,2,DAY2,43,0.607,0.294085859
1,2,5-Feb,NB,C,2,DAY2,44,0.831,0.424215059
1,2,5-Feb,NB,C,2,DAY2,45,0.128,0.083197828
1,2,5-Feb,NB,C,2,DAY2,46,0.618,0.21700161
1,2,5-Feb,NB,C,2,DAY2,47,0.303,-1.222864014
1,2,5-Feb,NB,C,2,DAY2,48,0.843,0.436651223
1,2,5-Feb,NB,C,2,DAY2,49,0.725,0.303710855
1,2,5-Feb,NB,C,2,DAY2,50,0.72,0.273274923
1,2,5-Feb,NB,C,2,NIGHT1,1,0.989,-1.65870265
1,2,5-Feb,NB,C,2,NIGHT1,2,0.985,-1.670865314
1,2,5-Feb,NB,C,2,NIGHT1,3,0.99,-1.676521639
1,2,5-Feb,NB,C,2,NIGHT1,4,0.985,-1.670548874
1,2,5-Feb,NB,C,2,NIGHT1,5,0.987,-1.554024995
1,2,5-Feb,NB,C,2,NIGHT1,6,0.987,-1.478173212
1,2,5-Feb,NB,C,2,NIGHT1,7,0.985,-1.582083763
1,2,5-Feb,NB,C,2,NIGHT1,8,0.985,-1.619180805
1,2,5-Feb,NB,C,2,NIGHT1,9,0.992,-1.490640971
1,2,5-Feb,NB,C,2,NIGHT1,10,0.987,-1.452908499
1,2,5-Feb,NB,C,2,NIGHT1,11,0.983,-1.538342162
1,2,5-Feb,NB,C,2,NIGHT1,12,0.991,-1.5705372
1,2,5-Feb,NB,C,2,NIGHT1,13,0.989,-1.53018549
1,2,5-Feb,NB,C,2,NIGHT1,14,0.987,-1.55916374
1,2,5-Feb,NB,C,2,NIGHT1,15,0.986,-1.525091786
1,2,5-Feb,NB,C,2,NIGHT1,16,0.99,-1.575727259
1,2,5-Feb,NB,C,2,NIGHT1,17,0.99,-1.621512304
1,2,5-Feb,NB,C,2,NIGHT1,18,0.986,-1.472087944
1,2,5-Feb,NB,C,2,NIGHT1,19,0.99,-1.574201008
1,2,5-Feb,NB,C,2,NIGHT1,20,0.988,-1.473772454
1,2,5-Feb,NB,C,2,NIGHT1,21,0.986,-1.530069634
1,2,5-Feb,NB,C,2,NIGHT1,22,0.988,-1.574776212
1,2,5-Feb,NB,C,2,NIGHT1,23,0.989,-1.512110724
1,2,5-Feb,NB,C,2,NIGHT1,24,0.989,-1.65932088
1,2,5-Feb,NB,C,2,NIGHT1,25,0.991,-1.566376054
1,2,5-Feb,NB,C,2,NIGHT1,26,0.989,-1.597368163
1,2,5-Feb,NB,C,2,NIGHT1,27,0.989,-1.597538869
1,2,5-Feb,NB,C,2,NIGHT1,28,0.991,-1.5337647
1,2,5-Feb,NB,C,2,NIGHT1,29,0.985,-1.379664532
1,2,5-Feb,NB,C,2,NIGHT1,30,0.984,-1.431939124
1,2,5-Feb,NB,C,2,NIGHT1,31,0.987,-1.478656837
1,2,5-Feb,NB,C,2,NIGHT1,32,0.99,-1.56094891
1,2,5-Feb,NB,C,2,NIGHT1,33,0.988,-1.628867594
1,2,5-Feb,NB,C,2,NIGHT1,34,0.989,-1.670439913
1,2,5-Feb,NB,C,2,NIGHT1,35,0.989,-1.644156512
1,2,5-Feb,NB,C,2,NIGHT1,36,0.991,-1.580270914
1,2,5-Feb,NB,C,2,NIGHT1,37,0.981,-1.549918569
1,2,5-Feb,NB,C,2,NIGHT1,38,0.987,-1.545350973
1,2,5-Feb,NB,C,2,NIGHT1,39,0.987,-1.631803563
1,2,5-Feb,NB,C,2,NIGHT1,40,0.988,-1.641851172
1,2,5-Feb,NB,C,2,NIGHT1,41,0.988,-1.665818975
1,2,5-Feb,NB,C,2,NIGHT1,42,0.988,-1.628779264
1,2,5-Feb,NB,C,2,NIGHT1,43,0.985,-1.554451327
1,2,5-Feb,NB,C,2,NIGHT1,44,0.991,-1.58048067
1,2,5-Feb,NB,C,2,NIGHT1,45,0.992,-1.707040086
1,2,5-Feb,NB,C,2,NIGHT1,46,0.989,-1.618511253
1,2,5-Feb,NB,C,2,NIGHT1,47,0.988,-1.615611555
1,2,5-Feb,NB,C,2,NIGHT1,48,0.984,-1.608719831
1,2,5-Feb,NB,C,2,NIGHT1,49,0.988,-1.577859864
1,2,5-Feb,NB,C,2,NIGHT1,50,0.986,-1.531276058
1,2,5-Feb,NB,C,2,NIGHT1,51,0.984,-1.53595952
1,2,5-Feb,NB,C,2,NIGHT2,1,0.993,-4.438848243
1,2,5-Feb,NB,C,2,NIGHT2,2,0.973,-4.085971019
1,2,5-Feb,NB,C,2,NIGHT2,3,0.962,-3.682706914
1,2,5-Feb,NB,C,2,NIGHT2,4,0.95,-3.46354861
1,2,5-Feb,NB,C,2,NIGHT2,5,0.955,-3.738305035
1,2,5-Feb,NB,C,2,NIGHT2,6,0.954,-3.800006622
1,2,5-Feb,NB,C,2,NIGHT2,7,0.957,-3.741134332
1,2,5-Feb,NB,C,2,NIGHT2,8,0.961,-3.74355622
1,2,5-Feb,NB,C,2,NIGHT2,9,0.956,-3.762808719
1,2,5-Feb,NB,C,2,NIGHT2,10,0.926,-2.957248932
1,2,5-Feb,NB,C,2,NIGHT2,11,0.95,-3.483276606
1,2,5-Feb,NB,C,2,NIGHT2,12,0.955,-3.732302243
1,2,5-Feb,NB,C,2,NIGHT2,13,0.961,-3.656398991
1,2,5-Feb,NB,C,2,NIGHT2,14,0.948,-3.630125915
1,2,5-Feb,NB,C,2,NIGHT2,15,0.956,-3.704795018
1,2,5-Feb,NB,C,2,NIGHT2,16,0.958,-3.713291649
1,2,5-Feb,NB,C,2,NIGHT2,17,0.953,-3.69118506
1,2,5-Feb,NB,C,2,NIGHT2,18,0.964,-3.852191606
1,2,5-Feb,NB,C,2,NIGHT2,19,0.966,-3.811596362
1,2,5-Feb,NB,C,2,NIGHT2,20,0.953,-3.647983691
1,2,5-Feb,NB,C,2,NIGHT2,21,0.95,-3.472917917
1,2,5-Feb,NB,C,2,NIGHT2,22,0.946,-3.409733696
1,2,5-Feb,NB,C,2,NIGHT2,23,0.939,-3.42603943
1,2,5-Feb,NB,C,2,NIGHT2,24,0.957,-3.664215065
1,2,5-Feb,NB,C,2,NIGHT2,25,0.934,-3.230513502
1,2,5-Feb,NB,C,2,NIGHT2,26,0.959,-3.765494366
1,2,5-Feb,NB,C,2,NIGHT2,27,0.963,-3.783567526
1,2,5-Feb,NB,C,2,NIGHT2,28,0.959,-3.667516403
1,2,5-Feb,NB,C,2,NIGHT2,29,0.965,-3.789327074
1,2,5-Feb,NB,C,2,NIGHT2,30,0.966,-3.803598796
1,2,5-Feb,NB,C,2,NIGHT2,31,0.966,-3.814762795
1,2,5-Feb,NB,C,2,NIGHT2,32,0.967,-3.791509687
1,2,5-Feb,NB,C,2,NIGHT2,33,0.944,-3.409302589
1,2,5-Feb,NB,C,2,NIGHT2,34,0.959,-3.820015054
1,2,5-Feb,NB,C,2,NIGHT2,35,0.966,-3.763555493
1,2,5-Feb,NB,C,2,NIGHT2,36,0.95,-3.346790243
1,2,5-Feb,NB,C,2,NIGHT2,37,0.972,-3.853086847
1,2,5-Feb,NB,C,2,NIGHT2,38,0.965,-3.773792586
1,2,5-Feb,NB,C,2,NIGHT2,39,0.946,-3.425677265
1,2,5-Feb,NB,C,2,NIGHT2,40,0.967,-3.812793798
1,2,5-Feb,NB,C,2,NIGHT2,41,0.953,-3.258533882
1,2,5-Feb,NB,C,2,NIGHT2,42,0.954,-3.563019853
1,2,5-Feb,NB,C,2,NIGHT2,43,0.957,-3.637089849
1,2,5-Feb,NB,C,2,NIGHT2,44,0.949,-3.163774427
1,2,5-Feb,NB,C,2,NIGHT2,45,0.96,-3.717017945
1,2,5-Feb,NB,C,2,NIGHT2,46,0.965,-3.456007907
1,2,5-Feb,NB,C,2,NIGHT2,47,0.965,-3.639913967
1,2,5-Feb,NB,C,2,NIGHT2,48,0.965,-3.545950531
1,2,5-Feb,NB,C,2,NIGHT2,49,0.958,-3.578615657
1,2,5-Feb,NB,C,2,NIGHT2,50,0.965,-3.756223224
1,2,5-Feb,NB,C,2,NIGHT2,51,0.95,-3.357868403
1,3,3-Mar,NB,C,3,DAY1,1,0.837,1.214330512
1,3,3-Mar,NB,C,3,DAY1,2,0.897,1.820434208
1,3,3-Mar,NB,C,3,DAY1,3,0.893,1.733696224
1,3,3-Mar,NB,C,3,DAY1,4,0.822,1.253134849
1,3,3-Mar,NB,C,3,DAY1,5,0.908,1.783481274
1,3,3-Mar,NB,C,3,DAY1,6,0.933,1.931652809
1,3,3-Mar,NB,C,3,DAY1,7,0.917,1.952020928
1,3,3-Mar,NB,C,3,DAY1,8,0.914,1.929008746
1,3,3-Mar,NB,C,3,DAY1,9,0.918,1.899178576
1,3,3-Mar,NB,C,3,DAY1,10,0.928,2.007849558
1,3,3-Mar,NB,C,3,DAY1,11,0.916,1.930272446
1,3,3-Mar,NB,C,3,DAY1,12,0.94,2.07310964
1,3,3-Mar,NB,C,3,DAY1,13,0.978,4.172907313
1,3,3-Mar,NB,C,3,DAY1,14,0.952,3.401023072
1,3,3-Mar,NB,C,3,DAY1,15,0.949,2.605976279
1,3,3-Mar,NB,C,3,DAY1,16,0.61,2.263969213
1,3,3-Mar,NB,C,3,DAY1,17,0.943,2.222144968
1,3,3-Mar,NB,C,3,DAY1,18,0.923,1.845201331
1,3,3-Mar,NB,C,3,DAY1,19,0.908,1.741838569
1,3,3-Mar,NB,C,3,DAY1,20,0.935,1.94889966
1,3,3-Mar,NB,C,3,DAY1,21,0.928,1.822097273
1,3,3-Mar,NB,C,3,DAY1,22,0.93,1.875583995
1,3,3-Mar,NB,C,3,DAY1,23,0.919,1.790652013
1,3,3-Mar,NB,C,3,DAY1,24,0.937,1.855867292
1,3,3-Mar,NB,C,3,DAY1,25,0.936,1.878800554
1,3,3-Mar,NB,C,3,DAY1,26,0.919,1.880222507
1,3,3-Mar,NB,C,3,DAY1,27,0.908,1.738974276
1,3,3-Mar,NB,C,3,DAY1,28,0.932,1.819297799
1,3,3-Mar,NB,C,3,DAY1,29,0.918,1.742540315
1,3,3-Mar,NB,C,3,DAY2,1,0.86,1.185887372
1,3,3-Mar,NB,C,3,DAY2,2,0.895,1.375752309
1,3,3-Mar,NB,C,3,DAY2,3,0.843,1.2045673
1,3,3-Mar,NB,C,3,DAY2,4,0.874,1.37165771
1,3,3-Mar,NB,C,3,DAY2,5,0.89,3.644249304
1,3,3-Mar,NB,C,3,DAY2,6,0.808,0.644361657
1,3,3-Mar,NB,C,3,DAY2,7,0.842,1.10156659
1,3,3-Mar,NB,C,3,DAY2,8,0.874,1.234075751
1,3,3-Mar,NB,C,3,DAY2,9,0.857,1.082487518
1,3,3-Mar,NB,C,3,DAY2,10,0.89,1.279914002
1,3,3-Mar,NB,C,3,DAY2,11,0.796,0.902410867
1,3,3-Mar,NB,C,3,DAY2,12,0.9,1.182442582
1,3,3-Mar,NB,C,3,DAY2,13,0.866,1.221573056
1,3,3-Mar,NB,C,3,DAY2,14,0.828,1.101057576
1,3,3-Mar,NB,C,3,DAY2,15,0.852,0.995314645
