Experiment,Colony,Coral,Location,Treatment,Chamber,Day,Time,rsq,mo2
6,4,5-Apr,NB,C,1,DAY1,4,0.0146,-0.014716283
6,4,5-Apr,NB,C,1,DAY1,5,0.183,-0.061645202
6,4,5-Apr,NB,C,1,DAY1,6,0.57,-0.142754838
6,4,5-Apr,NB,C,1,DAY1,7,0.534,-0.123459194
6,4,5-Apr,NB,C,1,DAY1,8,0.362,-0.095388522
6,4,5-Apr,NB,C,1,DAY1,9,0.607,-0.153971382
6,4,5-Apr,NB,C,1,DAY1,10,0.296,-0.080815778
6,4,5-Apr,NB,C,1,DAY1,11,0.258,-0.080860681
6,4,5-Apr,NB,C,1,DAY2,1,0.106,-0.047760051
6,4,5-Apr,NB,C,1,DAY2,2,0.861,-0.302955442
6,4,5-Apr,NB,C,1,DAY2,3,0.801,-0.229154675
6,4,5-Apr,NB,C,1,DAY2,4,0.834,-0.301039711
6,4,5-Apr,NB,C,1,DAY2,5,0.85,-0.290670251
6,4,5-Apr,NB,C,1,DAY2,6,0.896,-0.334838886
6,4,5-Apr,NB,C,1,DAY2,7,0.113,-0.044857948
6,4,5-Apr,NB,C,1,DAY2,8,0.884,-0.39104467
6,4,5-Apr,NB,C,1,DAY2,9,0.104,-0.03876061
6,4,5-Apr,NB,C,1,DAY2,10,0.883,-0.325035374
6,4,5-Apr,NB,C,1,DAY2,11,0.889,-0.332765049
6,4,5-Apr,NB,C,1,DAY2,12,0.851,-0.305352412
6,4,5-Apr,NB,C,1,DAY2,13,0.627,-0.148047011
6,4,5-Apr,NB,C,1,DAY2,14,0.8,-0.250651442
6,4,5-Apr,NB,C,1,DAY2,15,0.0637,-0.037612996
6,4,5-Apr,NB,C,1,DAY2,16,0.935,-0.45023267
6,4,5-Apr,NB,C,1,DAY2,17,0.918,-0.426757538
6,4,5-Apr,NB,C,1,DAY2,18,0.9,-0.385977986
6,4,5-Apr,NB,C,1,DAY2,19,0.907,-0.393138449
6,4,5-Apr,NB,C,1,DAY2,20,0.566,-0.137808772
6,4,5-Apr,NB,C,1,DAY2,21,0.803,-0.236674358
6,4,5-Apr,NB,C,1,DAY2,22,0.836,-0.254678561
6,4,5-Apr,NB,C,1,DAY2,23,0.781,-0.239937878
6,4,5-Apr,NB,C,1,DAY2,24,0.776,-0.220982218
6,4,5-Apr,NB,C,1,DAY2,25,0.0708,-0.031873715
6,4,5-Apr,NB,C,1,DAY2,26,0.537,-0.137496327
6,4,5-Apr,NB,C,1,DAY2,27,0.721,-0.187737926
6,4,5-Apr,NB,C,1,DAY2,28,0.707,-0.177542313
6,4,5-Apr,NB,C,1,DAY2,29,0.74,-0.210779162
6,4,5-Apr,NB,C,1,DAY2,30,0.657,-0.172683135
6,4,5-Apr,NB,C,1,DAY2,31,0.517,-0.129135272
6,4,5-Apr,NB,C,1,DAY2,32,0.649,-0.164228836
6,4,5-Apr,NB,C,1,DAY2,33,0.655,-0.163390231
6,4,5-Apr,NB,C,1,DAY2,34,0.69,-0.178961265
6,4,5-Apr,NB,C,1,DAY2,35,0.292,-0.081791146
6,4,5-Apr,NB,C,1,DAY2,36,0.192,-0.060304942
6,4,5-Apr,NB,C,1,DAY2,37,0.404,-0.104564423
6,4,5-Apr,NB,C,1,DAY2,38,0.465,-0.109797284
6,4,5-Apr,NB,C,1,DAY2,39,0.551,-0.132490258
6,4,5-Apr,NB,C,1,DAY2,40,0.685,-0.166541636
6,4,5-Apr,NB,C,1,DAY2,41,0.469,-0.117710611
6,4,5-Apr,NB,C,1,DAY2,42,0.565,-0.134904475
6,4,5-Apr,NB,C,1,DAY2,43,0.796,-0.247312714
6,4,5-Apr,NB,C,1,DAY2,44,0.856,-0.305477117
6,4,5-Apr,NB,C,1,DAY2,45,0.908,-0.38665566
6,4,5-Apr,NB,C,1,DAY2,46,0.892,-0.356510349
6,4,5-Apr,NB,C,1,DAY2,47,0.933,-0.445227566
6,4,5-Apr,NB,C,1,DAY2,48,0.785,-0.237218768
6,4,5-Apr,NB,C,1,DAY2,49,0.834,-0.286326536
6,4,5-Apr,NB,C,1,DAY2,50,0.893,-0.341524079
6,4,5-Apr,NB,C,1,DAY2,51,0.877,-0.350705491
6,4,5-Apr,NB,C,1,NIGHT1,1,0.994,-1.921747508
6,4,5-Apr,NB,C,1,NIGHT1,2,0.997,-2.215648561
6,4,5-Apr,NB,C,1,NIGHT1,3,0.996,-2.09626436
6,4,5-Apr,NB,C,1,NIGHT1,4,0.997,-2.210965539
6,4,5-Apr,NB,C,1,NIGHT1,5,0.994,-2.121322928
6,4,5-Apr,NB,C,1,NIGHT1,6,0.996,-2.204339211
6,4,5-Apr,NB,C,1,NIGHT1,7,0.997,-2.083976872
6,4,5-Apr,NB,C,1,NIGHT1,8,0.996,-2.185365961
6,4,5-Apr,NB,C,1,NIGHT1,9,0.995,-2.038857857
6,4,5-Apr,NB,C,1,NIGHT1,10,0.997,-2.263132077
6,4,5-Apr,NB,C,1,NIGHT1,11,0.997,-2.126283874
6,4,5-Apr,NB,C,1,NIGHT1,12,0.996,-2.140879441
6,4,5-Apr,NB,C,1,NIGHT1,13,0.996,-2.173038144
6,4,5-Apr,NB,C,1,NIGHT1,14,0.992,-1.99520249
6,4,5-Apr,NB,C,1,NIGHT1,15,0.997,-2.169619548
6,4,5-Apr,NB,C,1,NIGHT1,16,0.996,-2.099219354
6,4,5-Apr,NB,C,1,NIGHT1,17,0.99,-1.956743828
6,4,5-Apr,NB,C,1,NIGHT1,18,0.995,-1.956450739
6,4,5-Apr,NB,C,1,NIGHT1,19,0.997,-2.091433894
6,4,5-Apr,NB,C,1,NIGHT1,20,0.996,-2.146874061
6,4,5-Apr,NB,C,1,NIGHT1,21,0.994,-1.965493777
6,4,5-Apr,NB,C,1,NIGHT1,22,0.996,-2.060703349
6,4,5-Apr,NB,C,1,NIGHT1,23,0.991,-1.950529736
6,4,5-Apr,NB,C,1,NIGHT1,24,0.995,-1.989996099
6,4,5-Apr,NB,C,1,NIGHT1,25,0.996,-2.118418087
6,4,5-Apr,NB,C,1,NIGHT1,26,0.994,-1.975436317
6,4,5-Apr,NB,C,1,NIGHT1,27,0.997,-2.150023844
6,4,5-Apr,NB,C,1,NIGHT1,28,0.996,-2.096707083
6,4,5-Apr,NB,C,1,NIGHT1,29,0.992,-1.962774266
6,4,5-Apr,NB,C,1,NIGHT1,30,0.994,-1.964392157
6,4,5-Apr,NB,C,1,NIGHT1,31,0.996,-2.095981576
6,4,5-Apr,NB,C,1,NIGHT1,32,0.991,-1.904689314
6,4,5-Apr,NB,C,1,NIGHT1,33,0.995,-1.918733574
6,4,5-Apr,NB,C,1,NIGHT1,34,0.996,-2.078744907
6,4,5-Apr,NB,C,1,NIGHT1,35,0.991,-1.977741789
6,4,5-Apr,NB,C,1,NIGHT1,36,0.994,-1.909549414
6,4,5-Apr,NB,C,1,NIGHT1,37,0.992,-1.886997905
6,4,5-Apr,NB,C,1,NIGHT1,38,0.992,-1.936796409
6,4,5-Apr,NB,C,1,NIGHT1,39,0.994,-1.910883893
6,4,5-Apr,NB,C,1,NIGHT1,40,0.997,-2.117432719
6,4,5-Apr,NB,C,1,NIGHT1,41,0.991,-1.915898876
6,4,5-Apr,NB,C,1,NIGHT1,42,0.993,-1.885317125
6,4,5-Apr,NB,C,1,NIGHT1,43,0.992,-1.913756674
6,4,5-Apr,NB,C,1,NIGHT1,44,0.99,-1.904454598
6,4,5-Apr,NB,C,1,NIGHT1,45,0.994,-1.924631125
6,4,5-Apr,NB,C,1,NIGHT1,46,0.993,-1.930810152
6,4,5-Apr,NB,C,1,NIGHT1,47,0.991,-1.910289104
6,4,5-Apr,NB,C,1,NIGHT1,48,0.994,-1.934497697
6,4,5-Apr,NB,C,1,NIGHT1,49,0.992,-1.929300467
6,4,5-Apr,NB,C,1,NIGHT1,50,0.997,-2.198843022
6,4,5-Apr,NB,C,1,NIGHT1,51,0.994,-1.928751862
6,4,5-Apr,NB,C,1,NIGHT2,1,0.996,-1.900351522
6,4,5-Apr,NB,C,1,NIGHT2,2,0.996,-2.088861778
6,4,5-Apr,NB,C,1,NIGHT2,3,0.996,-1.939772402
6,4,5-Apr,NB,C,1,NIGHT2,4,0.997,-1.988730713
6,4,5-Apr,NB,C,1,NIGHT2,5,0.995,-1.822583431
6,4,5-Apr,NB,C,1,NIGHT2,6,0.995,-1.787484485
6,4,5-Apr,NB,C,1,NIGHT2,7,0.995,-1.803251309
6,4,5-Apr,NB,C,1,NIGHT2,8,0.995,-1.784891141
6,4,5-Apr,NB,C,1,NIGHT2,9,0.995,-1.752659199
6,4,5-Apr,NB,C,1,NIGHT2,10,0.994,-1.764412823
6,4,5-Apr,NB,C,1,NIGHT2,11,0.994,-1.708375341
6,4,5-Apr,NB,C,1,NIGHT2,12,0.996,-1.748786324
6,4,5-Apr,NB,C,1,NIGHT2,13,0.995,-1.744837875
6,4,5-Apr,NB,C,1,NIGHT2,14,0.994,-1.65473719
6,4,5-Apr,NB,C,1,NIGHT2,15,0.995,-1.724481914
6,4,5-Apr,NB,C,1,NIGHT2,16,0.994,-1.68879744
6,4,5-Apr,NB,C,1,NIGHT2,17,0.995,-1.660881214
6,4,5-Apr,NB,C,1,NIGHT2,18,0.994,-1.638205741
6,4,5-Apr,NB,C,1,NIGHT2,19,0.994,-1.690506236
6,4,5-Apr,NB,C,1,NIGHT2,20,0.994,-1.627362976
6,4,5-Apr,NB,C,1,NIGHT2,21,0.994,-1.607503618
6,4,5-Apr,NB,C,1,NIGHT2,22,0.995,-1.643032612
6,4,5-Apr,NB,C,1,NIGHT2,23,0.995,-1.595914759
6,4,5-Apr,NB,C,1,NIGHT2,24,0.995,-1.595161168
6,4,5-Apr,NB,C,1,NIGHT2,25,0.994,-1.580602693
6,4,5-Apr,NB,C,1,NIGHT2,26,0.994,-1.610514814
6,4,5-Apr,NB,C,1,NIGHT2,27,0.994,-1.593024471
6,4,5-Apr,NB,C,1,NIGHT2,28,0.995,-1.62895376
6,4,5-Apr,NB,C,1,NIGHT2,29,0.994,-1.571506543
6,4,5-Apr,NB,C,1,NIGHT2,30,0.994,-1.583503081
6,4,5-Apr,NB,C,1,NIGHT2,31,0.995,-1.621509029
6,4,5-Apr,NB,C,1,NIGHT2,32,0.994,-1.564075111
6,4,5-Apr,NB,C,1,NIGHT2,33,0.993,-1.593231247
6,4,5-Apr,NB,C,1,NIGHT2,34,0.995,-1.594386717
6,4,5-Apr,NB,C,1,NIGHT2,35,0.994,-1.579759247
6,4,5-Apr,NB,C,1,NIGHT2,36,0.994,-1.605253767
6,4,5-Apr,NB,C,1,NIGHT2,37,0.995,-1.547568836
6,4,5-Apr,NB,C,1,NIGHT2,38,0.994,-1.5637258
6,4,5-Apr,NB,C,1,NIGHT2,39,0.995,-1.55774477
6,4,5-Apr,NB,C,1,NIGHT2,40,0.994,-1.515848615
6,4,5-Apr,NB,C,1,NIGHT2,41,0.994,-1.5677248
6,4,5-Apr,NB,C,1,NIGHT2,42,0.992,-1.467210924
6,4,5-Apr,NB,C,1,NIGHT2,43,0.99,-1.426601327
6,4,5-Apr,NB,C,1,NIGHT2,44,0.991,-1.457735068
6,4,5-Apr,NB,C,1,NIGHT2,45,0.992,-1.458117318
6,4,5-Apr,NB,C,1,NIGHT2,46,0.991,-1.43089879
6,4,5-Apr,NB,C,1,NIGHT2,47,0.991,-1.487674894
6,4,5-Apr,NB,C,1,NIGHT2,48,0.993,-1.501241803
6,4,5-Apr,NB,C,1,NIGHT2,49,0.991,-1.453352607
6,4,5-Apr,NB,C,1,NIGHT2,50,0.992,-1.500769595
6,4,5-Apr,NB,C,1,NIGHT2,51,0.992,-1.464871388
6,4,7-Apr,NB,HS,2,DAY1,1,0.886,0.392854437
6,4,7-Apr,NB,HS,2,DAY1,2,0.61,0.180335701
6,4,7-Apr,NB,HS,2,DAY1,3,0.716,0.216279217
6,4,7-Apr,NB,HS,2,DAY1,4,0.12,0.058620524
6,4,7-Apr,NB,HS,2,DAY1,5,0.00956,-0.013924915
6,4,7-Apr,NB,HS,2,DAY1,6,0.181,-0.063382694
6,4,7-Apr,NB,HS,2,DAY1,7,0.657,-0.202850508
6,4,7-Apr,NB,HS,2,DAY1,8,0.603,-0.173117277
6,4,7-Apr,NB,HS,2,DAY1,9,0.755,-0.237738975
6,4,7-Apr,NB,HS,2,DAY1,10,0.747,-0.22763598
6,4,7-Apr,NB,HS,2,DAY1,11,0.871,-0.354779447
6,4,7-Apr,NB,HS,2,DAY2,1,0.906,-0.995615108
6,4,7-Apr,NB,HS,2,DAY2,2,0.69,-0.260664755
6,4,7-Apr,NB,HS,2,DAY2,3,0.00485,-0.009858155
6,4,7-Apr,NB,HS,2,DAY2,4,0.193,0.067826982
6,4,7-Apr,NB,HS,2,DAY2,5,0.561,0.152847231
6,4,7-Apr,NB,HS,2,DAY2,6,0.951,-0.994181332
6,4,7-Apr,NB,HS,2,DAY2,7,0.976,-1.149584801
6,4,7-Apr,NB,HS,2,DAY2,8,0.387,-0.113181316
6,4,7-Apr,NB,HS,2,DAY2,9,0.643,0.184042861
6,4,7-Apr,NB,HS,2,DAY2,10,0.907,-0.581755152
6,4,7-Apr,NB,HS,2,DAY2,11,0.899,-0.433192646
6,4,7-Apr,NB,HS,2,DAY2,12,0.932,-0.528394195
6,4,7-Apr,NB,HS,2,DAY2,13,0.897,-0.430994264
6,4,7-Apr,NB,HS,2,DAY2,14,0.943,-0.561520806
6,4,7-Apr,NB,HS,2,DAY2,15,0.936,-0.566466422
6,4,7-Apr,NB,HS,2,DAY2,16,0.947,-0.75294574
6,4,7-Apr,NB,HS,2,DAY2,17,0.878,-0.43435211
6,4,7-Apr,NB,HS,2,DAY2,18,0.935,-0.524631219
6,4,7-Apr,NB,HS,2,DAY2,19,0.897,-0.494815673
6,4,7-Apr,NB,HS,2,DAY2,20,0.856,-0.343350966
6,4,7-Apr,NB,HS,2,DAY2,21,0.932,-0.478397192
6,4,7-Apr,NB,HS,2,DAY2,22,0.943,-0.556879807
6,4,7-Apr,NB,HS,2,DAY2,23,0.933,-0.574395352
6,4,7-Apr,NB,HS,2,DAY2,24,0.888,-0.422847532
6,4,7-Apr,NB,HS,2,DAY2,25,0.798,-0.314183813
6,4,7-Apr,NB,HS,2,DAY2,26,0.872,-0.374962551
6,4,7-Apr,NB,HS,2,DAY2,27,0.881,-0.402826099
6,4,7-Apr,NB,HS,2,DAY2,28,0.866,-0.370358624
6,4,7-Apr,NB,HS,2,DAY2,29,0.897,-0.401820625
6,4,7-Apr,NB,HS,2,DAY2,30,0.828,-0.304327608
6,4,7-Apr,NB,HS,2,DAY2,31,0.775,-0.282372446
6,4,7-Apr,NB,HS,2,DAY2,32,0.832,-0.305712408
6,4,7-Apr,NB,HS,2,DAY2,33,0.835,-0.340323297
6,4,7-Apr,NB,HS,2,DAY2,34,0.67,-0.22296848
6,4,7-Apr,NB,HS,2,DAY2,35,0.726,-0.241781805
6,4,7-Apr,NB,HS,2,DAY2,36,0.77,-0.276439424
6,4,7-Apr,NB,HS,2,DAY2,37,0.815,-0.312793408
6,4,7-Apr,NB,HS,2,DAY2,38,0.536,-0.17449501
6,4,7-Apr,NB,HS,2,DAY2,39,0.69,-0.222396597
6,4,7-Apr,NB,HS,2,DAY2,40,0.467,-0.149681615
6,4,7-Apr,NB,HS,2,DAY2,41,0.499,-0.15219796
6,4,7-Apr,NB,HS,2,DAY2,42,0.00112,-0.005354
6,4,7-Apr,NB,HS,2,DAY2,43,0.501,-0.162243967
6,4,7-Apr,NB,HS,2,DAY2,44,0.683,-0.233059691
6,4,7-Apr,NB,HS,2,DAY2,45,0.828,-0.334509205
6,4,7-Apr,NB,HS,2,DAY2,46,0.665,-0.214441072
6,4,7-Apr,NB,HS,2,DAY2,47,0.00479,-0.008608936
6,4,7-Apr,NB,HS,2,DAY2,48,0.542,0.145971965
6,4,7-Apr,NB,HS,2,DAY2,49,0.634,0.176782377
6,4,7-Apr,NB,HS,2,DAY2,50,0.715,0.20884112
6,4,7-Apr,NB,HS,2,DAY2,51,0.79,0.263709557
6,4,7-Apr,NB,HS,2,NIGHT1,1,0.994,-2.395328684
6,4,7-Apr,NB,HS,2,NIGHT1,2,0.997,-2.761656528
6,4,7-Apr,NB,HS,2,NIGHT1,3,0.996,-2.612852172
6,4,7-Apr,NB,HS,2,NIGHT1,4,0.997,-2.755819457
6,4,7-Apr,NB,HS,2,NIGHT1,5,0.994,-2.644085987
6,4,7-Apr,NB,HS,2,NIGHT1,6,0.996,-2.747560187
6,4,7-Apr,NB,HS,2,NIGHT1,7,0.997,-2.597536648
6,4,7-Apr,NB,HS,2,NIGHT1,8,0.996,-2.72391131
6,4,7-Apr,NB,HS,2,NIGHT1,9,0.995,-2.541298837
6,4,7-Apr,NB,HS,2,NIGHT1,10,0.997,-2.82084153
6,4,7-Apr,NB,HS,2,NIGHT1,11,0.997,-2.650269473
6,4,7-Apr,NB,HS,2,NIGHT1,12,0.996,-2.668461862
6,4,7-Apr,NB,HS,2,NIGHT1,13,0.996,-2.708545517
6,4,7-Apr,NB,HS,2,NIGHT1,14,0.992,-2.486885366
6,4,7-Apr,NB,HS,2,NIGHT1,15,0.997,-2.704284468
6,4,7-Apr,NB,HS,2,NIGHT1,16,0.996,-2.616535373
6,4,7-Apr,NB,HS,2,NIGHT1,17,0.99,-2.438949238
6,4,7-Apr,NB,HS,2,NIGHT1,18,0.995,-2.438583922
6,4,7-Apr,NB,HS,2,NIGHT1,19,0.997,-2.606831323
6,4,7-Apr,NB,HS,2,NIGHT1,20,0.996,-2.675933752
6,4,7-Apr,NB,HS,2,NIGHT1,21,0.994,-2.449855458
6,4,7-Apr,NB,HS,2,NIGHT1,22,0.996,-2.56852777
6,4,7-Apr,NB,HS,2,NIGHT1,23,0.991,-2.43120379
6,4,7-Apr,NB,HS,2,NIGHT1,24,0.995,-2.48039595
6,4,7-Apr,NB,HS,2,NIGHT1,25,0.996,-2.6404653
6,4,7-Apr,NB,HS,2,NIGHT1,26,0.994,-2.462248164
6,4,7-Apr,NB,HS,2,NIGHT1,27,0.997,-2.679859744
6,4,7-Apr,NB,HS,2,NIGHT1,28,0.996,-2.613403997
6,4,7-Apr,NB,HS,2,NIGHT1,29,0.992,-2.446465772
6,4,7-Apr,NB,HS,2,NIGHT1,30,0.994,-2.448482364
6,4,7-Apr,NB,HS,2,NIGHT1,31,0.996,-2.612499701
6,4,7-Apr,NB,HS,2,NIGHT1,32,0.991,-2.374066795
6,4,7-Apr,NB,HS,2,NIGHT1,33,0.995,-2.391572018
6,4,7-Apr,NB,HS,2,NIGHT1,34,0.996,-2.591015355
6,4,7-Apr,NB,HS,2,NIGHT1,35,0.991,-2.46512178
6,4,7-Apr,NB,HS,2,NIGHT1,36,0.994,-2.380124582
6,4,7-Apr,NB,HS,2,NIGHT1,37,0.992,-2.352015647
6,4,7-Apr,NB,HS,2,NIGHT1,38,0.992,-2.414086125
6,4,7-Apr,NB,HS,2,NIGHT1,39,0.994,-2.381787921
6,4,7-Apr,NB,HS,2,NIGHT1,40,0.997,-2.639237104
6,4,7-Apr,NB,HS,2,NIGHT1,41,0.991,-2.388038759
6,4,7-Apr,NB,HS,2,NIGHT1,42,0.993,-2.349920668
6,4,7-Apr,NB,HS,2,NIGHT1,43,0.992,-2.385368648
6,4,7-Apr,NB,HS,2,NIGHT1,44,0.99,-2.373774237
6,4,7-Apr,NB,HS,2,NIGHT1,45,0.994,-2.398922918
6,4,7-Apr,NB,HS,2,NIGHT1,46,0.993,-2.406624659
6,4,7-Apr,NB,HS,2,NIGHT1,47,0.991,-2.381046557
6,4,7-Apr,NB,HS,2,NIGHT1,48,0.994,-2.411220934
6,4,7-Apr,NB,HS,2,NIGHT1,49,0.992,-2.404742938
6,4,7-Apr,NB,HS,2,NIGHT1,50,0.997,-2.740709557
6,4,7-Apr,NB,HS,2,NIGHT1,51,0.994,-2.40405914
6,4,7-Apr,NB,HS,2,NIGHT2,1,0.994,-1.917480815
6,4,7-Apr,NB,HS,2,NIGHT2,2,0.997,-2.058578792
6,4,7-Apr,NB,HS,2,NIGHT2,3,0.997,-2.01180097
6,4,7-Apr,NB,HS,2,NIGHT2,4,0.996,-2.047497554
6,4,7-Apr,NB,HS,2,NIGHT2,5,0.996,-1.996998289
6,4,7-Apr,NB,HS,2,NIGHT2,6,0.996,-1.949601136
6,4,7-Apr,NB,HS,2,NIGHT2,7,0.995,-1.92675666
6,4,7-Apr,NB,HS,2,NIGHT2,8,0.996,-1.977088513
6,4,7-Apr,NB,HS,2,NIGHT2,9,0.996,-1.888495135
6,4,7-Apr,NB,HS,2,NIGHT2,10,0.995,-1.918763187
6,4,7-Apr,NB,HS,2,NIGHT2,11,0.995,-1.907858617
6,4,7-Apr,NB,HS,2,NIGHT2,12,0.995,-1.919061302
6,4,7-Apr,NB,HS,2,NIGHT2,13,0.995,-1.900525901
6,4,7-Apr,NB,HS,2,NIGHT2,14,0.995,-1.827806575
6,4,7-Apr,NB,HS,2,NIGHT2,15,0.996,-2.027995591
6,4,7-Apr,NB,HS,2,NIGHT2,16,0.996,-2.011003144
6,4,7-Apr,NB,HS,2,NIGHT2,17,0.995,-1.960399369
6,4,7-Apr,NB,HS,2,NIGHT2,18,0.996,-1.917294578
6,4,7-Apr,NB,HS,2,NIGHT2,19,0.996,-1.995393327
6,4,7-Apr,NB,HS,2,NIGHT2,20,0.996,-1.925232216
6,4,7-Apr,NB,HS,2,NIGHT2,21,0.997,-1.939411189
6,4,7-Apr,NB,HS,2,NIGHT2,22,0.997,-1.98066495
6,4,7-Apr,NB,HS,2,NIGHT2,23,0.996,-1.897197817
6,4,7-Apr,NB,HS,2,NIGHT2,24,0.996,-1.916352039
6,4,7-Apr,NB,HS,2,NIGHT2,25,0.996,-1.882855837
6,4,7-Apr,NB,HS,2,NIGHT2,26,0.996,-1.915053563
6,4,7-Apr,NB,HS,2,NIGHT2,27,0.996,-1.899202284
6,4,7-Apr,NB,HS,2,NIGHT2,28,0.996,-1.927661158
6,4,7-Apr,NB,HS,2,NIGHT2,29,0.995,-1.854089619
6,4,7-Apr,NB,HS,2,NIGHT2,30,0.996,-1.898551437
6,4,7-Apr,NB,HS,2,NIGHT2,31,0.996,-1.928406244
6,4,7-Apr,NB,HS,2,NIGHT2,32,0.995,-1.840587726
6,4,7-Apr,NB,HS,2,NIGHT2,33,0.996,-1.894765286
6,4,7-Apr,NB,HS,2,NIGHT2,34,0.995,-1.865048073
6,4,7-Apr,NB,HS,2,NIGHT2,35,0.995,-1.840661995
6,4,7-Apr,NB,HS,2,NIGHT2,36,0.996,-1.898422886
6,4,7-Apr,NB,HS,2,NIGHT2,37,0.995,-1.834286144
6,4,7-Apr,NB,HS,2,NIGHT2,38,0.996,-1.86668477
6,4,7-Apr,NB,HS,2,NIGHT2,39,0.995,-1.889128849
6,4,7-Apr,NB,HS,2,NIGHT2,40,0.996,-1.812726561
6,4,7-Apr,NB,HS,2,NIGHT2,41,0.996,-1.859919991
6,4,7-Apr,NB,HS,2,NIGHT2,42,0.996,-1.882579619
6,4,7-Apr,NB,HS,2,NIGHT2,43,0.995,-1.814507835
6,4,7-Apr,NB,HS,2,NIGHT2,44,0.996,-1.8607685
6,4,7-Apr,NB,HS,2,NIGHT2,45,0.996,-1.849970431
6,4,7-Apr,NB,HS,2,NIGHT2,46,0.996,-1.814457471
6,4,7-Apr,NB,HS,2,NIGHT2,47,0.996,-1.876958481
6,4,7-Apr,NB,HS,2,NIGHT2,48,0.995,-1.824068335
6,4,7-Apr,NB,HS,2,NIGHT2,49,0.995,-1.799930239
6,4,7-Apr,NB,HS,2,NIGHT2,50,0.995,-1.83351159
6,4,7-Apr,NB,HS,2,NIGHT2,51,0.995,-1.76305255
6,8,8-Aug,SB,HT,3,DAY1,1,0.944,-1.322770656
6,8,8-Aug,SB,HT,3,DAY1,2,0.891,-1.117120846
6,8,8-Aug,SB,HT,3,DAY1,3,0.909,-1.392255888
6,8,8-Aug,SB,HT,3,DAY1,4,0.96,-1.35115408
6,8,8-Aug,SB,HT,3,DAY1,5,0.832,-1.112433233
6,8,8-Aug,SB,HT,3,DAY1,6,0.962,-1.440844184
6,8,8-Aug,SB,HT,3,DAY1,7,0.805,-0.750645889
6,8,8-Aug,SB,HT,3,DAY1,8,0.953,-1.211242748
6,8,8-Aug,SB,HT,3,DAY1,9,0.973,-1.662348927
6,8,8-Aug,SB,HT,3,DAY1,10,0.915,-0.828685888
6,8,8-Aug,SB,HT,3,DAY2,1,0.922,-1.46462459
6,8,8-Aug,SB,HT,3,DAY2,2,0.955,-1.122964625
6,8,8-Aug,SB,HT,3,DAY2,3,0.918,-1.146343323
6,8,8-Aug,SB,HT,3,DAY2,4,0.964,-1.525111166
6,8,8-Aug,SB,HT,3,DAY2,5,0.911,-1.177011532
6,8,8-Aug,SB,HT,3,DAY2,6,0.92,-0.55721825
6,8,8-Aug,SB,HT,3,DAY2,7,0.816,-0.389697675
6,8,8-Aug,SB,HT,3,DAY2,8,0.923,-1.385678929
6,8,8-Aug,SB,HT,3,DAY2,9,0.874,-0.885057808
6,8,8-Aug,SB,HT,3,DAY2,10,0.944,-1.666768378
6,8,8-Aug,SB,HT,3,DAY2,11,0.758,-0.731195733
6,8,8-Aug,SB,HT,3,DAY2,12,0.943,-1.492047382
6,8,8-Aug,SB,HT,3,DAY2,13,0.961,-1.454787502
6,8,8-Aug,SB,HT,3,DAY2,14,0.934,-1.571783551
6,8,8-Aug,SB,HT,3,DAY2,15,0.875,-1.284225244
6,8,8-Aug,SB,HT,3,DAY2,16,0.862,-0.617231079
6,8,8-Aug,SB,HT,3,DAY2,17,0.941,-0.789021037
6,8,8-Aug,SB,HT,3,DAY2,18,0.93,-0.725939152
6,8,8-Aug,SB,HT,3,DAY2,19,0.867,-0.473836173
6,8,8-Aug,SB,HT,3,DAY2,20,0.752,-0.330233753
6,8,8-Aug,SB,HT,3,DAY2,21,0.839,-0.346423031
6,8,8-Aug,SB,HT,3,DAY2,22,0.718,-0.254803967
6,8,8-Aug,SB,HT,3,DAY2,23,0.505,-0.162133032
6,8,8-Aug,SB,HT,3,DAY2,24,0.407,-0.159050574
6,8,8-Aug,SB,HT,3,DAY2,25,0.367,-0.195909959
6,8,8-Aug,SB,HT,3,DAY2,26,0.673,-0.316193353
6,8,8-Aug,SB,HT,3,DAY2,27,0.339,-0.184491921
6,8,8-Aug,SB,HT,3,DAY2,28,0.699,-0.425971975
6,8,8-Aug,SB,HT,3,DAY2,29,0.791,-0.517856148
6,8,8-Aug,SB,HT,3,DAY2,30,0.917,-1.248299911
6,8,8-Aug,SB,HT,3,DAY2,31,0.837,-1.203834299
6,8,8-Aug,SB,HT,3,DAY2,32,0.575,-0.24603883
6,8,8-Aug,SB,HT,3,DAY2,33,0.811,-0.544944264
6,8,8-Aug,SB,HT,3,DAY2,34,0.932,-1.484596647
6,8,8-Aug,SB,HT,3,DAY2,35,0.923,-1.512942116
6,8,8-Aug,SB,HT,3,DAY2,36,0.866,-1.937447156
6,8,8-Aug,SB,HT,3,DAY2,37,0.894,-2.039105867
6,8,8-Aug,SB,HT,3,DAY2,38,0.978,-1.094314672
6,8,8-Aug,SB,HT,3,DAY2,39,0.964,-0.879361912
6,8,8-Aug,SB,HT,3,DAY2,40,0.938,-0.792246661
6,8,8-Aug,SB,HT,3,DAY2,41,0.959,-0.816465851
6,8,8-Aug,SB,HT,3,DAY2,42,0.898,-0.534759915
6,8,8-Aug,SB,HT,3,DAY2,43,0.961,-0.798572756
6,8,8-Aug,SB,HT,3,DAY2,44,0.825,-0.71861394
6,8,8-Aug,SB,HT,3,DAY2,45,0.877,-0.45618049
6,8,8-Aug,SB,HT,3,DAY2,46,0.208,-0.47688497
